,ticker,longName,ROCE,ROCE (3yr avg),NFAT,NFAT (3yr avg),NPM,DPR,Retention Ratio,Dep,SSGR,Av NPM (over 3 years),Av NFA/T (over 3 years),Av Dep%NFA (over 3 years),Av Retention ratio (over 3 years),d/e,Interest coverage,tax %,cPAT,CFO,cCFO,cCFO/cPAT,p/a,p/e,EY,Earnings Growth 5yr cagr,Sales Growth 5yr cagr,PEG,no. shares (cr),Current Price,market cap,d/e_market,p/s,NFA + CWIP,Capex,Capex_from_cashflow_statement,FCF,FCF%_from_balance_sheet,FCF_capex_from_cashflow,FCF%,DV,Mcap (cr),d/e decreasing trend 5 yrs,Sales cagr >15%,npm >8%,Tax payout >25%,Interest coverage >3,d/e <0.5,CFO >0,cCFO > PAT,p/e <10,peg <1,EY >7%,p/b <3,DV >3%,EY >7,sgr > Sales growth (very linear),FCF/CFO,Market Cap,Net Income,Total Revenue,Total Assets,Total Liabilities,Total Stockholders Equity,Total Debt,Cash and Cash Equivalents,Current Assets,Current Liabilities,Working Capital,Operating Cash Flow,Capital Expenditure,Dividends Paid,Depreciation & Amortization,Interest Expense,Income Tax Expense,Shares Outstanding,Net Fixed Assets,Construction in Progress,Net Debt,3-5yr Average ROA (%),3-5yr Average ROE (%),ROE,ROA,insidersPercentHeld,institutionsPercentHeld,institutionsFloatPercentHeld,institutionsCount,current,high,low,mean,median,Normalized EBIT,Normalized Net Income,analysis_date,current_price,total_score,max_score,score_percentage,overall_technical_signal,action,profitability_score,growth_score,valuation_score,financial_health_score,cashflow_quality_score,fundamental_total_score,profitability_pct,growth_pct,valuation_pct,financial_health_pct,cashflow_quality_pct,fundamental_total_pct,ma_score,ma_distance_bonus,macd_score,macd_crossover_bonus,rsi_score,vwma_score,vwma_volume_bonus,technical_total_score,ma_pct,macd_pct,rsi_pct,vwma_pct,technical_total_pct,combined_score,moving_averages.current_price,moving_averages.SMA_20,moving_averages.SMA_50,moving_averages.SMA_200,moving_averages.above_50,moving_averages.above_200,moving_averages.golden_cross,moving_averages.dist_from_20,moving_averages.dist_from_50,moving_averages.dist_from_200,moving_averages.score,moving_averages.max_score,moving_averages.signal,macd.MACD,macd.MACD_signal,macd.MACD_hist,macd.bullish_crossover,macd.above_zero,macd.histogram_positive,macd.histogram_growing,macd.recent_crossover,macd.crossover_days_ago,macd.score,macd.max_score,macd.signal,rsi.RSI,rsi.not_overbought,rsi.above_50,rsi.in_sweet_spot,rsi.zone,rsi.score,rsi.max_score,rsi.signal,vwma.current_price,vwma.VWMA,vwma.above_vwma,vwma.vwma_rising,vwma.volume_pattern_bullish,vwma.current_volume,vwma.avg_volume,vwma.volume_ratio,vwma.avg_volume_up_days,vwma.avg_volume_down_days,vwma.score,vwma.max_score,vwma.signal,support_resistance.current_price,support_resistance.nearest_resistance,support_resistance.nearest_support,support_resistance.dist_to_resistance_%,support_resistance.dist_to_support_%,support_resistance.at_support,support_resistance.near_resistance,support_resistance.resistance_levels,support_resistance.support_levels,support_resistance.score,support_resistance.max_score,support_resistance.signal,market_context.SPY_price,market_context.SPY_50MA,market_context.SPY_200MA,market_context.above_50,market_context.above_200,market_context.golden_cross,market_context.VIX,market_context.low_vix,market_context.score,market_context.total_checks,market_context.market_state,market_context.recommendation,relative_strength.stock_return_%,relative_strength.benchmark_return_%,relative_strength.outperformance_%,relative_strength.outperforming,relative_strength.signal,Research Asset,R&D Amortization,Adjusted EBIT (R&D),Adjusted Book Equity (R&D),Adjusted D/E (R&D),Adjusted Invested Capital (R&D),Adjusted ROC (R&D),Adjusted ROE (R&D),error
63,QUBT,Quantum Computing Inc.,-44.326,-38.326,0.055,0.096,-15008.462,-2.181,102.181,85.209,-1560.04,-15008.462,0.096,85.209,102.181,0.017,-10.391,-0.0,-149440847.0,-16213000.0,-56729044.0,0.38,-92.182,inf,-2.614,0.0,0.0,inf,22.412,11.7,2622242656.8,0.0,4802.642,9734000.0,9611000.0,6036000.0,-25824000.0,37.676,-22249000.0,32.46,0.008,262.224,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1.593,2622242560.0,-68542000.0,373000.0,153559000.0,46272000.0,68703000.0,1181000.0,161000.0,79151000.0,4559000.0,74592000.0,-16213000.0,6036000.0,215000.0,3798000.0,2496000.0,0.0,224123304.0,9734000.0,0.0,1020000.0,-44.795,-52.135,-40.383,-35.354,0.111,0.406,0.456,337.0,11.7,40.0,15.0,23.667,16.0,-38890666.667,-40514000.0,2025-11-30,11.7,7.0,15.0,46.667,🔴 AVOID,Poor setup,0.0,0.0,0.0,9.0,5.0,14.0,0.0,0.0,0.0,45.0,33.3,14.0,10.0,5.0,13.333,5.0,13.333,5.0,5.0,56.667,33.3,66.7,66.7,33.3,56.7,26.8,11.7,12.226,16.4,13.296,False,False,True,-4.306,-28.657,-12.003,1.0,3.0,AVOID,-1.351,-1.573,0.222,True,False,True,True,True,4.0,2.0,3.0,STRONG BUY - Fresh crossover (4 days ago),42.722,True,False,True,Bearish,2.0,3.0,BUY - Acceptable zone,11.7,12.286,False,False,True,9250900.0,30401935.0,0.304,37625880.0,26794325.0,1.0,3.0,"AVOID - Below VWMA, weak support",11.7,20.105,9.5,71.838,18.803,False,False,"[np.float64(23.790000915527344), np.float64(25.84000015258789), np.float64(27.149999618530273)]","[np.float64(15.5), np.float64(17.3799991607666), np.float64(18.0)]",1.0,3.0,NEUTRAL - No clear level nearby,683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,65.722,16.483,49.239,True,STRONG - Significant outperformance,22594718.4,5602159.2,-60330159.2,91297718.4,0.013,92317718.4,-49.013,-75.075,
64,BWXT,"BWX Technologies, Inc.",16.204,15.773,2.288,2.289,10.315,33.312,66.688,6.669,9.075,10.315,2.289,6.669,66.688,1.131,8.336,19.047,1071852000.0,408428000.0,1402859000.0,1.309,10.263,53.397,1.724,-1.674,8.375,-31.899,9.143,178.88,16354415966.72,0.065,5.347,1862700000.0,148284000.0,153647000.0,260144000.0,92.269,254781000.0,90.367,0.54,1635.442,True,False,True,False,True,False,True,True,False,True,False,False,False,False,True,0.637,16354416640.0,281941000.0,2703654000.0,2869924000.0,1789520000.0,933351000.0,1055470000.0,49080000.0,929997000.0,474201000.0,455796000.0,408428000.0,153647000.0,88349000.0,85862000.0,39475000.0,66422000.0,91426744.0,1278161000.0,584539000.0,1006390000.0,10.183,34.906,27.998,10.039,0.004,0.953,0.956,873.0,178.88,272.0,173.0,216.4,217.5,369139333.333,255327000.0,2025-11-30,178.88,4.0,15.0,26.667,🔴 AVOID,Poor setup,14.0,3.0,0.0,17.0,13.0,47.0,56.0,15.0,0.0,85.0,86.7,47.0,20.0,5.0,0.0,0.0,13.333,0.0,0.0,38.333,66.7,0.0,66.7,0.0,38.3,44.4,178.88,187.161,191.021,144.258,False,True,True,-4.424,-6.356,24.0,2.0,3.0,WAIT - Partial trend,-5.548,-4.455,-1.093,False,False,False,True,False,,0.0,3.0,AVOID - Bearish momentum,42.831,True,False,True,Bearish,2.0,3.0,BUY - Acceptable zone,178.88,188.385,False,False,False,373100.0,1416245.0,0.263,782940.0,1368775.0,0.0,3.0,"AVOID - Below VWMA, weak support",178.88,184.461,161.44,3.12,9.749,False,False,"[np.float64(188.70874180636562), np.float64(214.41484337142344), np.float64(218.18947219221334)]","[np.float64(157.19627521196608), np.float64(161.4402469366453), np.float64(190.2292694338843)]",0.0,3.0,NEUTRAL - No clear level nearby,683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,37.768,16.483,21.285,True,STRONG - Significant outperformance,23713000.0,7137000.0,388536000.0,957064000.0,1.103,1963454000.0,16.019,29.459,
65,TRNO,Terreno Realty Corporation,4.505,5.444,0.0,0.0,55.571,79.592,20.408,0.0,0.0,55.571,0.0,0.0,20.408,0.283,7.076,0.0,621222000.0,232687000.0,687782000.0,1.107,4.725,19.87,2.857,16.002,19.909,1.242,10.286,62.79,6458692296.42,0.127,14.655,0.0,76632000.0,46433000.0,156055000.0,84.584,186254000.0,100.952,2.709,648.631,True,True,True,False,True,True,True,True,False,False,False,True,False,False,False,0.671,6486306816.0,184497000.0,382621000.0,4770156000.0,1107824000.0,2914627000.0,823437000.0,0.0,24610000.0,210087000.0,-185477000.0,232687000.0,46433000.0,174969000.0,76632000.0,20921000.0,0.0,102861798.0,0.0,0.0,0.0,4.507,6.244,5.61,4.254,0.02,1.109,1.131,496.0,62.79,80.0,53.0,65.529,65.0,201178333.333,177989333.333,2025-11-30,62.79,14.0,15.0,93.333,🟢 STRONG BUY,Enter position,4.0,12.0,8.0,12.0,11.0,47.0,16.0,60.0,40.0,60.0,73.3,47.0,30.0,5.0,20.0,5.0,20.0,15.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,62.9,62.79,60.448,59.376,58.323,True,True,True,3.875,5.75,7.66,3.0,3.0,BUY - Ideal pullback entry,0.876,0.656,0.219,True,True,True,True,True,5.0,3.0,3.0,STRONG BUY - Fresh crossover (5 days ago),64.298,True,True,True,Bullish,3.0,3.0,BUY - Acceptable zone,62.79,60.265,True,True,True,220400.0,742835.0,0.297,762166.667,502000.0,3.0,3.0,STRONG BUY - Institutional accumulation,62.79,65.345,62.304,4.07,0.774,True,False,"[np.float64(65.34531981042814), np.float64(66.07648187208916), np.float64(67.46079198990071)]","[np.float64(60.50998446276698), np.float64(62.303739547443854), np.float64(63.32734751222823)]",2.0,3.0,BUY - At support but near resistance,683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,7.07,16.483,-9.414,False,WEAK - Slight underperformance,,,,,,,,,
66,UEC,Uranium Energy Corp.,-8.23,-4.113,0.099,0.172,-4392.75,0.0,100.0,0.516,-756.85,-4392.75,0.172,0.516,100.0,,-50.775,3.073,-114932000.0,-64458000.0,-151359000.0,1.317,-9.851,inf,-1.478,0.0,42.37,inf,48.321,12.27,5928977190.75,,88.708,777164000.0,203602000.0,5695000.0,-268060000.0,305.809,-70153000.0,80.032,0.0,592.898,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,4.159,5928977408.0,-87656000.0,66837000.0,1107653000.0,123753000.0,778113000.0,,,234016000.0,26433000.0,207583000.0,-64458000.0,5695000.0,0.0,4486000.0,1446000.0,-2779000.0,483209225.0,777164000.0,0.0,,-2.098,-2.417,-4.145,-3.591,0.018,0.792,0.807,478.0,12.27,19.75,14.0,16.639,16.0,-41349666.667,-40061333.333,2025-11-30,12.27,6.0,15.0,40.0,🔴 AVOID,Poor setup,0.0,7.0,0.0,6.0,15.0,28.0,0.0,35.0,0.0,30.0,100.0,28.0,20.0,5.0,13.333,5.0,13.333,0.0,0.0,56.667,66.7,66.7,66.7,0.0,56.7,36.6,12.27,12.28,13.393,8.621,False,True,True,-0.081,-8.386,42.324,2.0,3.0,WAIT - Partial trend,-0.468,-0.525,0.057,True,False,True,True,True,2.0,2.0,3.0,STRONG BUY - Fresh crossover (2 days ago),47.949,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,12.27,12.283,False,False,False,4452600.0,9637440.0,0.462,7707420.0,9443675.0,0.0,3.0,"AVOID - Below VWMA, weak support",12.27,12.61,11.26,2.771,8.231,False,False,"[np.float64(15.0600004196167), np.float64(16.420000076293945), np.float64(17.799999237060547)]","[np.float64(10.119999885559082), np.float64(11.260000228881836), np.float64(12.600000381469727)]",0.0,3.0,NEUTRAL - No clear level nearby,683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,47.653,16.483,31.17,True,STRONG - Significant outperformance,,,,,,,,,
67,CARR,Carrier Global Corporation,9.671,9.362,7.332,6.911,17.494,24.106,75.894,23.469,68.285,17.494,6.911,23.469,75.894,1.465,3.617,46.702,12151000000.0,563000000.0,7150000000.0,0.588,17.074,34.3,12.124,48.125,2.941,0.713,84.221,54.88,46220472781.28,0.275,2.117,3553000000.0,2204000000.0,519000000.0,-1641000000.0,-29.283,44000000.0,0.785,1.45,4670.414,False,False,True,True,True,False,True,False,False,True,True,False,False,True,True,-2.915,46704136192.0,5604000000.0,22486000000.0,37403000000.0,23008000000.0,8677000000.0,12710000000.0,972000000.0,9891000000.0,7892000000.0,1999000000.0,563000000.0,519000000.0,670000000.0,1232000000.0,580000000.0,1062000000.0,842209781.0,3553000000.0,0.0,11738000000.0,9.053,32.539,16.416,4.58,0.061,0.872,0.929,1960.0,54.88,90.0,60.0,72.692,72.5,2354333333.333,3495666666.667,2025-11-30,54.88,7.0,15.0,46.667,🔴 AVOID,Poor setup,14.0,13.0,14.0,13.0,1.0,55.0,56.0,65.0,70.0,65.0,6.7,55.0,0.0,5.0,13.333,5.0,13.333,10.0,5.0,51.667,0.0,66.7,66.7,66.7,51.7,54.0,54.88,54.974,57.019,64.822,False,False,False,-0.171,-3.752,-15.337,0.0,3.0,AVOID,-1.309,-1.462,0.153,True,False,True,True,True,1.0,2.0,3.0,STRONG BUY - Fresh crossover (1 days ago),48.367,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,54.88,54.527,True,False,True,2897200.0,6378465.0,0.454,8419575.0,6942800.0,2.0,3.0,BUY - Good volume support,54.88,69.49,50.3,26.622,8.345,False,False,"[np.float64(72.31814432597793), np.float64(76.10935294528336), np.float64(80.77938941445949)]","[np.float64(65.74400011472639), np.float64(68.84178164954339), np.float64(73.57956197595004)]",1.0,3.0,NEUTRAL - No clear level nearby,683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,-28.112,16.483,-44.596,False,AVOID - Significant underperformance,1531200000.0,419600000.0,3120400000.0,10208200000.0,1.245,21946200000.0,7.578,54.897,
68,AXP,American Express Company,,0.0,10.916,10.72,14.47,20.606,79.394,29.767,93.387,14.47,10.72,29.767,79.394,1.821,0.0,21.45,34077000000.0,14050000000.0,68333000000.0,2.005,3.879,24.515,4.026,11.826,15.191,2.073,68.885,365.27,251616843291.31,0.203,3.893,6175000000.0,1943000000.0,1911000000.0,12107000000.0,119.528,12139000000.0,119.844,0.794,25418.49,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,0.862,254184898560.0,10129000000.0,65949000000.0,271461000000.0,241197000000.0,28057000000.0,51089000000.0,0.0,0.0,0.0,0.0,14050000000.0,1911000000.0,1999000000.0,1676000000.0,8252000000.0,2766000000.0,688851653.0,6175000000.0,0.0,0.0,3.513,31.895,31.739,3.422,0.221,0.652,0.837,3475.0,365.27,400.0,280.0,351.87,357.5,0.0,8672333333.333,2025-11-30,365.27,8.0,15.0,53.333,🟡 WAIT,Need more confirmation,12.0,13.0,6.0,13.0,15.0,59.0,48.0,65.0,30.0,65.0,100.0,59.0,30.0,5.0,6.667,0.0,20.0,5.0,0.0,66.667,100.0,33.3,100.0,33.3,66.7,61.3,365.27,359.334,347.47,306.295,True,True,True,1.652,5.123,19.254,3.0,3.0,BUY - Ideal pullback entry,2.775,2.873,-0.098,False,True,False,True,False,,1.0,3.0,AVOID - Bearish momentum,60.11,True,True,True,Bullish,3.0,3.0,BUY - Acceptable zone,365.27,357.838,True,False,False,872300.0,2513010.0,0.347,2165266.667,3637166.667,1.0,3.0,HOLD - Above VWMA but watch volume,365.27,377.23,334.1,3.274,8.533,False,False,"[np.float64(331.61972700035346), np.float64(348.30745366917927), np.float64(377.2300109863281)]","[np.float64(315.95001220703125), np.float64(319.9892020982641), np.float64(334.1000061035156)]",0.0,3.0,NEUTRAL - No clear level nearby,683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,21.178,16.483,4.694,True,GOOD - Outperforming market,,,,,,,,,
69,ALGM,"Allegro MicroSystems, Inc.",-4.228,10.453,2.179,3.135,7.908,-1.0,101.0,20.814,4.224,7.908,3.135,20.814,-1.0,0.326,-0.652,15.092,386451000.0,61913000.0,592963000.0,1.534,-4.77,inf,-1.478,0.0,-1.931,inf,18.512,26.69,4940827311.05,0.075,6.267,375348000.0,59249000.0,41135000.0,2664000.0,-3.649,20778000.0,-28.459,,494.083,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,0.043,4940827136.0,-73010000.0,725006000.0,1420961000.0,489861000.0,1130435000.0,368491000.0,30247000.0,483036000.0,112261000.0,370775000.0,61913000.0,41135000.0,,64502000.0,30366000.0,-12933000.0,185119045.0,323768000.0,51580000.0,338244000.0,14.666,18.307,14.57,11.262,0.331,0.803,1.201,413.0,26.69,49.0,35.0,38.583,37.0,121304000.0,89014666.667,2025-11-30,26.69,9.0,15.0,60.0,🟡 WAIT,Need more confirmation,7.0,3.0,0.0,10.0,6.0,26.0,28.0,15.0,0.0,50.0,40.0,26.0,10.0,5.0,13.333,5.0,20.0,5.0,0.0,58.333,33.3,66.7,100.0,33.3,58.3,35.7,26.69,25.93,28.067,28.014,False,False,True,2.932,-4.906,-4.727,1.0,3.0,AVOID,-0.976,-1.217,0.24,True,False,True,True,True,2.0,2.0,3.0,STRONG BUY - Fresh crossover (2 days ago),51.362,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,26.69,26.295,True,False,False,574600.0,1850125.0,0.311,1278083.333,1727066.667,1.0,3.0,HOLD - Above VWMA but watch volume,26.69,32.155,25.87,20.476,3.072,False,False,"[np.float64(33.84000015258789), np.float64(37.849998474121094), np.float64(38.45000076293945)]","[np.float64(25.8700008392334), np.float64(28.940000534057617), np.float64(29.690000534057617)]",2.0,3.0,BUY - Good risk/reward setup,683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,22.826,16.483,6.342,True,GOOD - Outperforming market,460218600.0,125802000.0,-1483000.0,1590653600.0,0.232,1928897600.0,-0.065,-4.59,
70,SRE,Sempra,3.653,4.083,0.223,0.285,18.304,57.494,42.506,4.248,-2.031,18.304,0.285,4.248,42.506,1.249,2.824,10.379,9394000000.0,4907000000.0,16109000000.0,1.715,3.283,29.145,4.629,30.235,0.843,0.964,65.268,94.72,61821993669.12,0.58,4.509,75218000000.0,12953000000.0,8215000000.0,-8046000000.0,-281.132,-3308000000.0,-115.584,2.496,6182.2,False,False,True,False,False,False,True,True,False,True,False,True,False,False,False,-1.64,61821997056.0,2862000000.0,13185000000.0,96155000000.0,58367000000.0,28695000000.0,35848000000.0,311000000.0,5285000000.0,9676000000.0,-4391000000.0,4907000000.0,8215000000.0,1543000000.0,2437000000.0,1049000000.0,219000000.0,652681521.0,62614000000.0,12604000000.0,35537000000.0,3.275,9.533,11.016,3.71,0.001,0.961,0.962,1567.0,94.72,115.0,87.0,100.333,99.0,3164000000.0,2692000000.0,2025-11-30,94.72,12.0,15.0,80.0,🟢 STRONG BUY,Enter position,4.0,10.0,8.0,5.0,6.0,33.0,16.0,50.0,40.0,25.0,40.0,33.0,30.0,5.0,20.0,5.0,20.0,10.0,5.0,95.0,100.0,100.0,100.0,66.7,95.0,51.6,94.72,92.599,91.231,79.278,True,True,True,2.291,3.824,19.478,3.0,3.0,BUY - Ideal pullback entry,0.642,0.571,0.071,True,True,True,True,True,1.0,3.0,3.0,STRONG BUY - Fresh crossover (1 days ago),62.1,True,True,True,Bullish,3.0,3.0,BUY - Acceptable zone,94.72,92.669,True,False,True,1281200.0,4084160.0,0.314,5391280.0,3351300.0,2.0,3.0,BUY - Good volume support,94.72,94.75,89.99,0.032,4.994,False,True,"[np.float64(93.66000366210938), np.float64(94.75), np.float64(95.72000122070312)]","[np.float64(81.13421676028462), np.float64(82.96455279874608), np.float64(89.98999786376953)]",1.0,3.0,"WAIT - Near resistance, likely pullback",683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,4.382,16.483,-12.101,False,AVOID - Significant underperformance,,,,,,,,,
71,VRT,Vertiv Holdings Co,15.174,11.253,10.266,9.638,4.747,5.179,94.821,40.366,3.013,4.747,9.638,40.366,94.821,1.561,9.189,35.223,1152200000.0,1319300000.0,2277900000.0,1.977,6.199,68.08,0.722,57.168,17.033,1.191,38.234,179.73,68717664995.49,0.046,7.087,914700000.0,390600000.0,184100000.0,928700000.0,187.313,1135200000.0,228.963,0.061,6871.766,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False,0.704,68717662208.0,495800000.0,8011800000.0,9132500000.0,6698200000.0,2014900000.0,3145300000.0,267100000.0,5101800000.0,3097000000.0,2004800000.0,1319300000.0,184100000.0,42200000.0,277000000.0,150400000.0,269600000.0,382338313.0,827200000.0,87500000.0,2878200000.0,3.595,15.992,26.626,6.098,0.003,0.81,0.813,1914.0,179.73,234.0,147.0,194.63,200.0,647966666.667,344200000.0,2025-11-30,179.73,7.0,15.0,46.667,🔴 AVOID,Poor setup,6.0,16.0,4.0,14.0,13.0,53.0,24.0,80.0,20.0,70.0,86.7,53.0,30.0,5.0,0.0,0.0,20.0,5.0,0.0,60.0,100.0,0.0,100.0,33.3,60.0,55.1,179.73,175.21,170.388,123.992,True,True,True,2.58,5.483,44.953,3.0,3.0,BUY - Ideal pullback entry,-0.987,-0.588,-0.399,False,False,False,True,False,,0.0,3.0,AVOID - Bearish momentum,55.189,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,179.73,173.886,True,False,False,4059600.0,7439185.0,0.546,7125666.667,7637433.333,1.0,3.0,HOLD - Above VWMA but watch volume,179.73,180.808,162.619,0.6,9.52,False,True,"[np.float64(180.80752765888533), np.float64(184.37120069359435), np.float64(202.37447431654644)]","[np.float64(132.63550308843176), np.float64(135.26538309264313), np.float64(162.6193058791493)]",0.0,3.0,"WAIT - Near resistance, likely pullback",683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,41.097,16.483,24.614,True,STRONG - Significant outperformance,,,,,,,,,
72,NFLX,"Netflix, Inc.",24.92,19.014,26.993,25.887,17.527,0.0,100.0,100.0,353.724,17.527,25.887,100.0,100.0,0.757,14.494,12.583,23727773000.0,7361364000.0,17054532000.0,0.719,17.877,44.825,1.911,20.641,9.509,2.172,423.732,107.58,455851244917.2,0.034,10.509,1822056000.0,15554551000.0,439538000.0,-8193187000.0,-94.049,6921826000.0,79.455,0.0,45585.125,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,-1.113,455851245568.0,8711631000.0,39000966000.0,53630374000.0,28886807000.0,20588313000.0,15582804000.0,1096412000.0,13100379000.0,10755400000.0,2344979000.0,7361364000.0,439538000.0,0.0,15630431000.0,718733000.0,1254026000.0,4237323340.0,1593756000.0,228300000.0,14486392000.0,12.313,30.348,38.435,17.021,0.006,0.854,0.858,4517.0,107.58,160.0,77.0,134.442,139.0,7869511333.333,6203848333.333,2025-11-30,107.58,7.0,15.0,46.667,🔴 AVOID,Poor setup,19.0,13.0,0.0,16.0,3.0,51.0,76.0,65.0,0.0,80.0,20.0,51.0,10.0,5.0,0.0,0.0,13.333,5.0,5.0,38.333,33.3,0.0,66.7,33.3,38.3,47.2,107.58,109.93,114.81,113.393,False,False,True,-2.138,-6.297,-5.127,1.0,3.0,AVOID,-2.377,-2.13,-0.247,False,False,False,True,False,,0.0,3.0,AVOID - Bearish momentum,43.93,True,False,True,Bearish,2.0,3.0,BUY - Acceptable zone,107.58,110.049,False,False,True,15021600.0,39731805.0,0.378,37332875.0,34244920.0,1.0,3.0,"AVOID - Below VWMA, weak support",107.58,113.488,107.337,5.492,0.226,True,False,"[np.float64(124.69999694824219), np.float64(126.28099822998047), np.float64(134.11500549316406)]","[np.float64(113.4000015258789), np.float64(117.32099914550781), np.float64(119.27899932861328)]",3.0,3.0,STRONG BUY - At support with room to resistance,683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,21.311,16.483,4.828,True,GOOD - Outperforming market,7602080000.0,2117195800.0,11492489200.0,28190393000.0,0.553,42676785000.0,23.541,30.903,
73,AMZN,"Amazon.com, Inc.",15.943,8.669,2.107,2.156,4.684,0.0,100.0,17.896,-7.796,4.684,2.156,17.896,100.0,0.648,28.509,13.503,120315000000.0,115877000000.0,293902000000.0,2.443,11.224,32.894,2.376,19.726,10.735,1.668,1069.022,233.22,2493172178085.42,0.053,3.606,375442000000.0,122707000000.0,82999000000.0,-6830000000.0,-11.528,32878000000.0,55.492,0.0,249317.215,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,-0.059,2493172154368.0,59248000000.0,637959000000.0,624894000000.0,338924000000.0,201875000000.0,130900000000.0,0.0,190867000000.0,179431000000.0,11436000000.0,115877000000.0,82999000000.0,0.0,52795000000.0,2406000000.0,9265000000.0,10690216011.0,328806000000.0,46636000000.0,0.0,2.763,7.787,17.49,6.143,0.092,0.667,0.735,7168.0,233.22,360.0,245.0,294.648,300.0,36063333333.333,28983666666.667,2025-11-30,233.22,7.0,15.0,46.667,🔴 AVOID,Poor setup,0.0,10.0,6.0,18.0,9.0,43.0,0.0,50.0,30.0,90.0,60.0,43.0,30.0,5.0,0.0,0.0,20.0,0.0,0.0,55.0,100.0,0.0,100.0,0.0,55.0,46.6,233.22,236.672,227.567,214.678,True,True,True,-1.458,2.484,8.637,3.0,3.0,BUY - Ideal pullback entry,-0.808,0.243,-1.05,False,False,False,True,False,,0.0,3.0,AVOID - Bearish momentum,52.316,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,233.22,237.151,False,False,False,20292300.0,53430680.0,0.38,48163220.0,52333575.0,0.0,3.0,"AVOID - Below VWMA, weak support",233.22,236.53,226.29,1.419,2.971,False,True,"[np.float64(236.52999877929688), np.float64(242.52000427246094), np.float64(258.6000061035156)]","[np.float64(216.1999969482422), np.float64(220.5), np.float64(226.2899932861328)]",1.0,3.0,"WAIT - Near resistance, likely pullback",683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,12.184,16.483,-4.299,False,WEAK - Slight underperformance,8548000000.0,8548000000.0,71020000000.0,210423000000.0,0.622,341323000000.0,17.998,28.157,
