,ticker,longName,ROCE,ROCE (3yr avg),NFAT,NFAT (3yr avg),NPM,DPR,Retention Ratio,Dep,SSGR,Av NPM (over 3 years),Av NFA/T (over 3 years),Av Dep%NFA (over 3 years),Av Retention ratio (over 3 years),d/e,Interest coverage,tax %,cPAT,CFO,cCFO,cCFO/cPAT,p/a,p/e,EY,Earnings Growth 5yr cagr,Sales Growth 5yr cagr,PEG,no. shares (cr),Current Price,market cap,d/e_market,p/s,NFA + CWIP,Capex,Capex_from_cashflow_statement,FCF,FCF%_from_balance_sheet,FCF_capex_from_cashflow,FCF%,DV,Mcap (cr),d/e decreasing trend 5 yrs,Sales cagr >15%,npm >8%,Tax payout >25%,Interest coverage >3,d/e <0.5,CFO >0,cCFO > PAT,p/e <10,peg <1,EY >7%,p/b <3,DV >3%,EY >7,sgr > Sales growth (very linear),FCF/CFO,Market Cap,Net Income,Total Revenue,Total Assets,Total Liabilities,Total Stockholders Equity,Total Debt,Cash and Cash Equivalents,Current Assets,Current Liabilities,Working Capital,Operating Cash Flow,Capital Expenditure,Dividends Paid,Depreciation & Amortization,Interest Expense,Income Tax Expense,Shares Outstanding,Net Fixed Assets,Construction in Progress,Net Debt,3-5yr Average ROA (%),3-5yr Average ROE (%),ROE,ROA,insidersPercentHeld,institutionsPercentHeld,institutionsFloatPercentHeld,institutionsCount,current,high,low,mean,median,Normalized EBIT,Normalized Net Income,analysis_date,current_price,total_score,max_score,score_percentage,overall_technical_signal,action,profitability_score,growth_score,valuation_score,financial_health_score,cashflow_quality_score,fundamental_total_score,profitability_pct,growth_pct,valuation_pct,financial_health_pct,cashflow_quality_pct,fundamental_total_pct,ma_score,ma_distance_bonus,macd_score,macd_crossover_bonus,rsi_score,vwma_score,vwma_volume_bonus,technical_total_score,ma_pct,macd_pct,rsi_pct,vwma_pct,technical_total_pct,combined_score,moving_averages.current_price,moving_averages.SMA_20,moving_averages.SMA_50,moving_averages.SMA_200,moving_averages.above_50,moving_averages.above_200,moving_averages.golden_cross,moving_averages.dist_from_20,moving_averages.dist_from_50,moving_averages.dist_from_200,moving_averages.score,moving_averages.max_score,moving_averages.signal,macd.MACD,macd.MACD_signal,macd.MACD_hist,macd.bullish_crossover,macd.above_zero,macd.histogram_positive,macd.histogram_growing,macd.recent_crossover,macd.crossover_days_ago,macd.score,macd.max_score,macd.signal,rsi.RSI,rsi.not_overbought,rsi.above_50,rsi.in_sweet_spot,rsi.zone,rsi.score,rsi.max_score,rsi.signal,vwma.current_price,vwma.VWMA,vwma.above_vwma,vwma.vwma_rising,vwma.volume_pattern_bullish,vwma.current_volume,vwma.avg_volume,vwma.volume_ratio,vwma.avg_volume_up_days,vwma.avg_volume_down_days,vwma.score,vwma.max_score,vwma.signal,support_resistance.current_price,support_resistance.nearest_resistance,support_resistance.nearest_support,support_resistance.dist_to_resistance_%,support_resistance.dist_to_support_%,support_resistance.at_support,support_resistance.near_resistance,support_resistance.resistance_levels,support_resistance.support_levels,support_resistance.score,support_resistance.max_score,support_resistance.signal,market_context.SPY_price,market_context.SPY_50MA,market_context.SPY_200MA,market_context.above_50,market_context.above_200,market_context.golden_cross,market_context.VIX,market_context.low_vix,market_context.score,market_context.total_checks,market_context.market_state,market_context.recommendation,relative_strength.stock_return_%,relative_strength.benchmark_return_%,relative_strength.outperformance_%,relative_strength.outperforming,relative_strength.signal,Research Asset,R&D Amortization,Adjusted EBIT (R&D),Adjusted Book Equity (R&D),Adjusted D/E (R&D),Adjusted Invested Capital (R&D),Adjusted ROC (R&D),Adjusted ROE (R&D),error
50,FOUR,"Shift4 Payments, Inc.",1.644,4.172,16.5,17.359,4.674,-1.0,101.0,100.0,-18.053,4.674,17.359,100.0,-1.0,4.41,4.061,18506.25,342700000.0,500300000.0,1124700000.0,3.282,6.777,34.477,4.606,0.0,34.544,inf,6.756,73.78,4984918991.64,0.578,1.686,229200000.0,351300000.0,189700000.0,149000000.0,64.895,310600000.0,135.279,,653.833,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False,0.298,6538327040.0,229600000.0,3330600000.0,5041400000.0,4023700000.0,653300000.0,2881300000.0,340900000.0,1910400000.0,1379800000.0,530600000.0,500300000.0,189700000.0,,296600000.0,61800000.0,-296100000.0,67564638.0,229200000.0,0.0,2540400000.0,2.984,20.726,17.23,2.901,0.024,1.295,1.326,607.0,73.78,131.0,74.0,95.905,96.0,110400000.0,130300000.0,2025-11-30,73.78,7.0,15.0,46.667,🔴 AVOID,Poor setup,8.0,7.0,6.0,5.0,11.0,37.0,32.0,35.0,30.0,25.0,73.3,37.0,0.0,0.0,13.333,5.0,20.0,5.0,0.0,43.333,0.0,66.7,100.0,33.3,43.3,38.9,73.78,68.984,74.083,87.041,False,False,False,6.952,-0.409,-15.235,0.0,3.0,AVOID,-1.067,-1.917,0.849,True,False,True,True,True,5.0,2.0,3.0,STRONG BUY - Fresh crossover (5 days ago),57.076,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,73.78,68.832,True,False,False,1252600.0,2591310.0,0.483,1546433.333,2204633.333,1.0,3.0,HOLD - Above VWMA but watch volume,73.78,108.5,61.23,47.059,17.01,False,False,"[np.float64(119.27999877929688), np.float64(123.25), np.float64(127.5)]","[np.float64(97.0999984741211), np.float64(100.8499984741211), np.float64(111.91999816894531)]",1.0,3.0,NEUTRAL - No clear level nearby,683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,-35.326,16.483,-51.81,False,AVOID - Significant underperformance,,,,,,,,,
51,AEM,Agnico Eagle Mines Limited,10.213,8.099,0.388,0.387,21.282,53.03,46.97,7.663,-3.793,21.282,0.387,7.663,46.97,0.066,36.419,32.818,5069082000.0,3960892000.0,10004398000.0,1.974,6.608,25.501,2.165,19.338,28.891,1.319,50.205,174.43,87571981809.66,0.015,8.287,21466499000.0,1758670000.0,1834245000.0,2202222000.0,116.177,2126647000.0,112.19,0.767,8757.198,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,0.556,87571980288.0,1895581000.0,8285753000.0,29987018000.0,9154118000.0,19422915000.0,1282182000.0,45288000.0,2805281000.0,1511965000.0,1293316000.0,3960892000.0,1834245000.0,671655000.0,1514076000.0,86477000.0,925974000.0,502046562.0,21466499000.0,0.0,1236894000.0,5.709,8.457,10.887,7.441,0.001,0.726,0.726,1494.0,174.43,255.0,70.0,194.571,195.0,2178371000.0,1502379000.0,2025-11-30,174.43,11.0,15.0,73.333,🟢 STRONG BUY,Enter position,4.0,14.0,6.0,15.0,13.0,52.0,16.0,70.0,30.0,75.0,86.7,52.0,30.0,0.0,20.0,5.0,20.0,10.0,0.0,85.0,100.0,100.0,100.0,66.7,85.0,61.9,174.43,165.133,165.815,130.652,True,True,True,5.63,5.195,33.508,3.0,3.0,WAIT - Extended above MA,1.581,0.801,0.78,True,True,True,True,True,2.0,3.0,3.0,STRONG BUY - Fresh crossover (2 days ago),59.794,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,174.43,164.987,True,True,False,1319500.0,2175090.0,0.607,1963133.333,2230233.333,2.0,3.0,HOLD - Above VWMA but watch volume,174.43,174.67,160.15,0.138,8.187,False,True,"[np.float64(156.17999267578125), np.float64(174.6699981689453), np.float64(187.5)]","[np.float64(129.67920756673092), np.float64(149.6999969482422), np.float64(160.14999389648438)]",0.0,3.0,"WAIT - Near resistance, likely pullback",683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,108.778,16.483,92.295,True,STRONG - Significant outperformance,,,,,,,,,
52,SMR,NuScale Power Corporation,-30.492,-101.741,11.334,6.298,-369.379,0.0,100.0,56.455,-2382.823,-369.379,6.298,56.455,100.0,,,-0.559,-354547000.0,-108666000.0,-539691000.0,1.522,-60.76,inf,-2.415,0.0,134.794,inf,28.284,20.0,5656869640.0,,88.534,2465000.0,191000.0,44000.0,-108857000.0,79.677,-108710000.0,79.569,0.0,565.687,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,1.002,5656869888.0,-136623000.0,37045000.0,544673000.0,91553000.0,93457000.0,,3377000.0,471137000.0,89722000.0,381415000.0,-108666000.0,44000.0,0.0,1842000.0,,1935000.0,282843482.0,2421000.0,44000.0,,-22.323,-34.186,-29.912,-20.353,0.444,0.357,0.643,615.0,20.0,60.0,15.0,38.346,37.5,-214761666.667,-84018000.0,2025-11-30,20.0,3.0,15.0,20.0,🔴 AVOID,Poor setup,3.0,7.0,0.0,3.0,13.0,26.0,12.0,35.0,0.0,15.0,86.7,26.0,10.0,0.0,0.0,0.0,6.667,0.0,0.0,16.667,33.3,0.0,33.3,0.0,16.7,23.2,20.0,26.376,35.217,30.565,False,False,True,-24.172,-43.21,-34.565,1.0,3.0,AVOID,-5.188,-4.927,-0.26,False,False,False,True,False,,0.0,3.0,AVOID - Bearish momentum,33.045,True,False,False,Bearish,1.0,3.0,"CAUTION - Oversold, wait for bounce confirmation",20.0,25.706,False,False,False,17890300.0,23398715.0,0.765,21116075.0,25199780.0,0.0,3.0,"AVOID - Below VWMA, weak support",20.0,43.11,16.959,115.55,15.205,False,False,"[np.float64(47.2599983215332), np.float64(53.5), np.float64(57.41999816894531)]","[np.float64(32.599998474121094), np.float64(33.630001068115234), np.float64(35.02000045776367)]",1.0,3.0,NEUTRAL - No clear level nearby,683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,-32.546,16.483,-49.03,False,AVOID - Significant underperformance,286009400.0,84983400.0,-176891400.0,379466400.0,,,,-36.004,
53,SNAP,Snap Inc.,-9.722,-16.194,6.83,7.36,-24.265,0.0,100.0,23.051,-201.64,-24.265,7.36,23.051,100.0,1.758,-36.53,-3.813,-3937949000.0,413480000.0,1137495000.0,-0.289,-8.758,inf,-6.202,0.0,9.202,inf,146.521,7.68,11252800343.04,0.377,2.288,1082813000.0,223661000.0,194826000.0,189819000.0,-27.2,218654000.0,-31.332,0.0,1320.467,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.459,13204673536.0,-697856000.0,5361398000.0,7936348000.0,5485587000.0,2414112000.0,4243896000.0,182006000.0,4906757000.0,1243548000.0,3663209000.0,413480000.0,194826000.0,0.0,158074000.0,21552000.0,25630000.0,1465208378.0,1019529000.0,63284000.0,4061890000.0,-12.538,-34.85,-28.69,-8.776,0.234,0.527,0.688,768.0,7.68,16.0,7.0,9.843,9.5,-1100770333.333,-1149998000.0,2025-11-30,7.68,4.0,15.0,26.667,🔴 AVOID,Poor setup,3.0,0.0,2.0,8.0,0.0,13.0,12.0,0.0,10.0,40.0,0.0,13.0,0.0,5.0,0.0,0.0,13.333,5.0,5.0,28.333,0.0,0.0,66.7,33.3,28.3,17.6,7.68,8.042,8.041,8.454,False,False,False,-4.501,-4.487,-9.155,0.0,3.0,AVOID,-0.079,0.006,-0.085,False,False,False,True,False,,0.0,3.0,AVOID - Bearish momentum,43.545,True,False,True,Bearish,2.0,3.0,BUY - Acceptable zone,7.68,8.05,False,False,True,40363700.0,58665285.0,0.688,49013650.0,39461757.143,1.0,3.0,"AVOID - Below VWMA, weak support",7.68,9.62,7.035,25.26,8.398,False,False,"[np.float64(11.260000228881836), np.float64(11.770000457763672), np.float64(13.281000137329102)]","[np.float64(10.350000381469727), np.float64(10.5649995803833), np.float64(10.854999542236328)]",1.0,3.0,NEUTRAL - No clear level nearby,683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,-34.97,16.483,-51.454,False,AVOID - Significant underperformance,5112439400.0,1455562400.0,-414553400.0,7526551400.0,0.564,11588441400.0,-3.714,-9.272,
54,AVGO,Broadcom Inc.,9.311,18.754,22.064,17.653,28.455,93.981,6.019,100.0,-69.767,28.455,17.653,100.0,6.019,2.817,3.794,37.797,38208000000.0,19962000000.0,68547000000.0,1.794,8.091,103.059,0.31,-6.747,23.395,-15.275,472.237,402.96,1902924209265.12,0.036,31.755,2578000000.0,10371000000.0,548000000.0,9591000000.0,162.697,19414000000.0,329.33,0.516,190292.414,False,True,True,True,True,False,True,True,False,True,False,False,False,False,False,0.48,1902924136448.0,5895000000.0,51574000000.0,165645000000.0,97967000000.0,23988000000.0,67566000000.0,764000000.0,19595000000.0,16697000000.0,2898000000.0,19962000000.0,548000000.0,9814000000.0,10010000000.0,3953000000.0,3748000000.0,4722365022.0,2521000000.0,57000000.0,66802000000.0,12.145,37.082,12.862,4.943,0.02,0.795,0.812,5508.0,402.96,535.0,273.4,403.658,401.5,14919666666.667,10490666666.667,2025-11-30,402.96,11.0,15.0,73.333,🟢 STRONG BUY,Enter position,19.0,7.0,0.0,9.0,11.0,46.0,76.0,35.0,0.0,45.0,73.3,46.0,30.0,0.0,20.0,5.0,20.0,10.0,0.0,85.0,100.0,100.0,100.0,66.7,85.0,57.7,402.96,359.212,351.096,270.795,True,True,True,12.179,14.772,48.806,3.0,3.0,WAIT - Extended above MA,9.171,3.766,5.404,True,True,True,True,True,4.0,3.0,3.0,STRONG BUY - Fresh crossover (4 days ago),68.307,True,True,True,Bullish,3.0,3.0,BUY - Acceptable zone,402.96,360.635,True,True,False,13365500.0,22412515.0,0.596,26580000.0,26958033.333,2.0,3.0,HOLD - Above VWMA but watch volume,402.96,403.0,335.51,0.01,16.739,False,True,"[np.float64(363.239990234375), np.float64(373.58992678474425), np.float64(386.4800109863281)]","[np.float64(324.04998779296875), np.float64(329.05999755859375), np.float64(335.510009765625)]",0.0,3.0,"WAIT - Near resistance, likely pullback",683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,151.056,16.483,134.573,True,STRONG - Significant outperformance,18405400000.0,4867200000.0,18311800000.0,42393400000.0,1.594,109195400000.0,10.431,13.905,
55,PPTA,Perpetua Resources Corp.,-13.327,-21.957,0.0,0.0,-1.0,-1.0,101.0,0.123,-0.123,-1.0,0.0,0.123,-1.0,0.0,,-0.0,-97919738.0,-11890427.0,-86440222.0,0.883,-17.431,inf,-0.462,0.0,0.0,inf,12.187,25.74,3137002834.68,0.0,0.0,67257417.0,-5856323.0,2676636.0,-6034104.0,41.663,-14567063.0,100.58,,313.7,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.507,3137002752.0,-14483001.0,0.0,117609997.0,8751267.0,72297508.0,28288.0,0.0,47352580.0,6751267.0,40601313.0,-11890427.0,2676636.0,,119572.0,,0.0,121872682.0,67257417.0,0.0,0.0,-23.106,-26.414,-23.742,-20.568,0.07,0.672,0.722,300.0,25.74,32.0,27.0,29.4,30.0,-19430940.667,-20655904.0,2025-11-30,25.74,10.0,15.0,66.667,🟡 WAIT,Need more confirmation,0.0,0.0,0.0,8.0,9.0,17.0,0.0,0.0,0.0,40.0,60.0,17.0,30.0,0.0,20.0,5.0,20.0,5.0,0.0,80.0,100.0,100.0,100.0,33.3,80.0,35.9,25.74,22.88,23.08,16.125,True,True,True,12.5,11.523,59.632,3.0,3.0,WAIT - Extended above MA,0.39,0.093,0.297,True,True,True,True,True,4.0,3.0,3.0,STRONG BUY - Fresh crossover (4 days ago),61.075,True,True,True,Bullish,3.0,3.0,BUY - Acceptable zone,25.74,22.636,True,False,False,1332900.0,2870360.0,0.464,3246850.0,3690900.0,1.0,3.0,HOLD - Above VWMA but watch volume,25.74,26.0,22.5,1.01,12.587,False,True,"[np.float64(25.239999771118164), np.float64(26.0), np.float64(31.652000427246094)]","[np.float64(16.69499969482422), np.float64(20.3799991607666), np.float64(22.5)]",0.0,3.0,"WAIT - Near resistance, likely pullback",683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,170.094,16.483,153.611,True,STRONG - Significant outperformance,,,,,,,,,
56,CCL,Carnival Corporation & plc,9.802,1.416,0.592,0.476,-14.252,-1.0,101.0,5.856,-12.714,-14.252,0.476,5.856,-1.0,4.195,2.036,-0.052,-13752000000.0,5923000000.0,4425000000.0,-0.322,3.901,13.289,6.366,0.0,135.817,inf,116.754,25.78,30099208243.22,0.959,1.333,43698000000.0,3590000000.0,4626000000.0,2333000000.0,121.764,1297000000.0,67.693,,3495.464,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,0.394,34954641408.0,1916000000.0,25021000000.0,49057000000.0,39805000000.0,6883000000.0,28876000000.0,1071000000.0,3378000000.0,11617000000.0,-8239000000.0,5923000000.0,4626000000.0,,2557000000.0,1755000000.0,-1000000.0,1167541049.0,43163000000.0,535000000.0,27805000000.0,-6.414,-29.748,23.75,3.903,0.083,0.759,0.828,1432.0,25.78,43.0,26.0,35.761,36.0,401000000.0,-1417000000.0,2025-11-30,25.78,8.0,15.0,53.333,🟡 WAIT,Need more confirmation,0.0,7.0,11.0,4.0,3.0,25.0,0.0,35.0,55.0,20.0,20.0,25.0,20.0,5.0,13.333,5.0,13.333,0.0,0.0,56.667,66.7,66.7,66.7,0.0,56.7,34.5,25.78,26.369,28.026,25.617,False,True,True,-2.236,-8.015,0.638,2.0,3.0,WAIT - Partial trend,-0.78,-0.805,0.026,True,False,True,True,True,1.0,2.0,3.0,STRONG BUY - Fresh crossover (1 days ago),43.951,True,False,True,Bearish,2.0,3.0,BUY - Acceptable zone,25.78,26.399,False,False,False,12260700.0,22726600.0,0.539,18607500.0,27882475.0,0.0,3.0,"AVOID - Below VWMA, weak support",25.78,27.82,24.6,7.913,4.577,False,False,"[np.float64(30.3700008392334), np.float64(30.920000076293945), np.float64(32.5)]","[np.float64(28.06999969482422), np.float64(28.59000015258789), np.float64(30.540000915527344)]",2.0,3.0,BUY - Good risk/reward setup,683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,1.376,16.483,-15.107,False,AVOID - Significant underperformance,,,,,,,,,
57,LCID,"Lucid Group, Inc.",-31.592,-29.094,0.248,0.265,-341.863,0.0,100.0,9.24,-99.792,-341.863,0.265,9.24,100.0,0.511,-91.137,-0.044,-9426583000.0,-2019674000.0,-7793818000.0,0.827,-31.881,inf,-61.423,0.0,210.022,inf,32.417,13.63,4418416068.91,0.561,4.147,4147032000.0,224581000.0,883841000.0,-2244255000.0,82.694,-2903515000.0,106.985,0.0,441.842,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1.111,4418416128.0,-2713942000.0,807832000.0,9647931000.0,5775119000.0,4851692000.0,2476883000.0,270218000.0,4873936000.0,1165291000.0,3708645000.0,-2019674000.0,883841000.0,0.0,295337000.0,32923000.0,1199000.0,324168457.0,3474498000.0,672534000.0,2206665000.0,-25.531,-46.533,-61.478,-34.51,0.052,0.724,0.764,438.0,13.63,30.0,10.0,18.427,17.0,-2251928000.0,-2282274000.0,2025-11-30,13.63,4.0,15.0,26.667,🔴 AVOID,Poor setup,0.0,7.0,0.0,7.0,11.0,25.0,0.0,35.0,0.0,35.0,73.3,25.0,0.0,0.0,13.333,5.0,6.667,0.0,0.0,25.0,0.0,66.7,33.3,0.0,25.0,25.0,13.63,14.927,18.774,22.378,False,False,False,-8.687,-27.399,-39.091,0.0,3.0,AVOID,-1.675,-1.73,0.056,True,False,True,True,True,1.0,2.0,3.0,STRONG BUY - Fresh crossover (1 days ago),36.028,True,False,False,Bearish,1.0,3.0,"CAUTION - Oversold, wait for bounce confirmation",13.63,15.156,False,False,False,3222000.0,9649980.0,0.334,6610783.333,11167800.0,0.0,3.0,"AVOID - Below VWMA, weak support",13.63,30.4,11.46,123.037,15.921,False,False,"[np.float64(33.70000076293945), np.float64(35.900001525878906), np.float64(36.400001525878906)]","[np.float64(26.399999618530273), np.float64(26.700000762939453), np.float64(28.899999618530273)]",1.0,3.0,NEUTRAL - No clear level nearby,683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,-37.477,16.483,-53.961,False,AVOID - Significant underperformance,2719043800.0,737032400.0,-2240399400.0,7570735800.0,0.327,9777400800.0,-22.924,-35.848,
58,MIDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'str' object has no attribute 'get'
59,BRK.B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Could not fetch data
60,FDX,FedEx Corporation,8.627,8.599,1.507,1.537,4.666,30.475,69.525,7.355,-2.37,4.666,1.537,7.355,69.525,1.357,7.597,24.793,16221000000.0,7036000000.0,34028000000.0,2.098,4.703,16.159,6.291,5.395,-2.032,2.995,23.596,275.68,65048201488.48,0.575,0.734,58095000000.0,3753000000.0,4055000000.0,3283000000.0,80.23,2981000000.0,72.849,2.058,6504.82,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,0.467,65048199168.0,4092000000.0,87926000000.0,87627000000.0,59553000000.0,27582000000.0,37416000000.0,914000000.0,18386000000.0,15411000000.0,2975000000.0,7036000000.0,4055000000.0,1339000000.0,4264000000.0,789000000.0,1349000000.0,235955461.0,58095000000.0,0.0,36502000000.0,4.781,15.854,16.139,4.974,0.076,0.801,0.867,2145.0,275.68,320.0,200.0,271.929,272.5,6289333333.333,4131666666.667,2025-11-30,275.68,12.0,15.0,80.0,🟢 STRONG BUY,Enter position,3.0,3.0,9.0,13.0,9.0,37.0,12.0,15.0,45.0,65.0,60.0,37.0,30.0,5.0,20.0,5.0,6.667,15.0,5.0,86.667,100.0,100.0,33.3,100.0,86.7,51.9,275.68,263.81,248.824,232.812,True,True,True,4.5,10.793,18.413,3.0,3.0,BUY - Ideal pullback entry,7.328,6.843,0.485,True,True,True,True,True,3.0,3.0,3.0,STRONG BUY - Fresh crossover (3 days ago),70.084,False,True,False,Overbought,1.0,3.0,"WAIT - Overbought, pullback likely",275.68,263.147,True,True,True,506700.0,1647125.0,0.308,1397675.0,1356480.0,3.0,3.0,STRONG BUY - Institutional accumulation,275.68,275.99,271.38,0.113,1.56,True,True,"[np.float64(275.99047718530073), np.float64(278.98528046632504), np.float64(289.894077638146)]","[np.float64(260.2900044496508), np.float64(263.3633574831884), np.float64(271.37994206357024)]",2.0,3.0,BUY - At support but near resistance,683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,-6.779,16.483,-23.263,False,AVOID - Significant underperformance,,,,,,,,,
61,SHOP,Shopify Inc.,10.879,1.551,61.882,32.801,-12.393,0.0,100.0,23.604,-430.111,-12.393,32.801,23.604,100.0,0.124,,9.381,1605659000.0,1616000000.0,2959711000.0,1.843,17.869,116.647,1.041,-12.625,24.407,-9.239,122.26,158.64,193953408679.68,0.006,19.309,140000000.0,29000000.0,19000000.0,1587000000.0,78.603,1597000000.0,79.099,0.0,20652.437,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,0.982,206524366848.0,2019000000.0,8880000000.0,13924000000.0,2366000000.0,9066000000.0,1126000000.0,,7254000000.0,1956000000.0,5298000000.0,1616000000.0,19000000.0,0.0,36000000.0,,209000000.0,1222600912.0,140000000.0,0.0,,-13.76,-17.098,1.526,1.197,0.002,0.742,0.744,2310.0,158.64,200.0,125.0,175.435,180.0,229666666.667,-436333333.333,2025-11-30,158.64,9.0,15.0,60.0,🟡 WAIT,Need more confirmation,3.0,7.0,0.0,11.0,13.0,34.0,12.0,35.0,0.0,55.0,86.7,34.0,30.0,5.0,13.333,5.0,20.0,5.0,0.0,78.333,100.0,66.7,100.0,33.3,78.3,47.3,158.64,154.765,157.36,124.854,True,True,True,2.503,0.814,27.061,3.0,3.0,BUY - Ideal pullback entry,-1.438,-2.37,0.933,True,False,True,True,True,2.0,2.0,3.0,STRONG BUY - Fresh crossover (2 days ago),53.706,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,158.64,154.534,True,False,False,4200900.0,10039175.0,0.418,9279166.667,10060000.0,1.0,3.0,HOLD - Above VWMA but watch volume,158.64,159.01,145.16,0.233,8.497,False,True,"[np.float64(159.00999450683594), np.float64(169.69000244140625), np.float64(182.19000244140625)]","[np.float64(136.17999267578125), np.float64(139.5), np.float64(145.16000366210938)]",0.0,3.0,"WAIT - Near resistance, likely pullback",683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,37.232,16.483,20.748,True,STRONG - Significant outperformance,3994553200.0,1090876600.0,1578123400.0,13060553200.0,0.086,,,15.459,
62,NEM,Newmont Corporation,10.146,2.343,0.525,0.468,-2.265,-143.177,243.177,7.717,-10.293,-2.265,0.468,7.717,243.177,0.309,15.76,30.522,1591000000.0,6363000000.0,16625000000.0,10.449,6.032,14.11,3.381,25.992,15.193,0.543,109.126,90.73,99010290266.13,0.091,4.635,38730000000.0,-1056000000.0,3402000000.0,7419000000.0,221.595,2961000000.0,88.441,1.156,9966.234,False,True,False,True,True,True,True,True,False,True,False,True,False,False,False,1.166,99662340096.0,3348000000.0,18682000000.0,56349000000.0,26240000000.0,29027000000.0,8972000000.0,786000000.0,12275000000.0,7543000000.0,4732000000.0,6363000000.0,3402000000.0,1145000000.0,2576000000.0,375000000.0,1397000000.0,1091262981.0,33547000000.0,5183000000.0,8186000000.0,-3.196,-6.192,-10.31,-5.307,0.002,0.803,0.805,2177.0,90.73,120.0,62.0,103.57,105.75,1113333333.333,141666666.667,2025-11-30,90.73,11.0,15.0,73.333,🟢 STRONG BUY,Enter position,0.0,15.0,12.0,18.0,15.0,60.0,0.0,75.0,60.0,90.0,100.0,60.0,30.0,0.0,20.0,5.0,20.0,10.0,0.0,85.0,100.0,100.0,100.0,66.7,85.0,67.5,90.73,85.706,85.889,63.938,True,True,True,5.862,5.637,41.904,3.0,3.0,WAIT - Extended above MA,0.999,0.636,0.363,True,True,True,True,True,2.0,3.0,3.0,STRONG BUY - Fresh crossover (2 days ago),58.371,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,90.73,85.564,True,True,False,4824600.0,9292930.0,0.519,9205380.0,9302375.0,2.0,3.0,HOLD - Above VWMA but watch volume,90.73,93.708,76.777,3.282,15.379,False,False,"[np.float64(69.85398796177759), np.float64(93.70765953932367), np.float64(98.29432869256095)]","[np.float64(66.78315237753769), np.float64(75.82961769212159), np.float64(76.77686592615171)]",0.0,3.0,NEUTRAL - No clear level nearby,683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,120.001,16.483,103.517,True,STRONG - Significant outperformance,556000000.0,156000000.0,4993000000.0,29583000000.0,0.303,37769000000.0,9.185,11.317,
