warning,analysis_date,current_price,total_score,max_score,score_percentage,overall_technical_signal,action,ticker,profitability_score,growth_score,valuation_score,financial_health_score,cashflow_quality_score,fundamental_total_score,profitability_pct,growth_pct,valuation_pct,financial_health_pct,cashflow_quality_pct,fundamental_total_pct,ma_score,ma_distance_bonus,macd_score,macd_crossover_bonus,rsi_score,vwma_score,vwma_volume_bonus,technical_total_score,ma_pct,macd_pct,rsi_pct,vwma_pct,technical_total_pct,combined_score,moving_averages.current_price,moving_averages.SMA_20,moving_averages.SMA_50,moving_averages.SMA_200,moving_averages.above_50,moving_averages.above_200,moving_averages.golden_cross,moving_averages.dist_from_20,moving_averages.dist_from_50,moving_averages.dist_from_200,moving_averages.score,moving_averages.max_score,moving_averages.signal,macd.MACD,macd.MACD_signal,macd.MACD_hist,macd.bullish_crossover,macd.above_zero,macd.histogram_positive,macd.histogram_growing,macd.recent_crossover,macd.crossover_days_ago,macd.score,macd.max_score,macd.signal,rsi.RSI,rsi.not_overbought,rsi.above_50,rsi.in_sweet_spot,rsi.zone,rsi.score,rsi.max_score,rsi.signal,vwma.current_price,vwma.VWMA,vwma.above_vwma,vwma.vwma_rising,vwma.volume_pattern_bullish,vwma.current_volume,vwma.avg_volume,vwma.volume_ratio,vwma.avg_volume_up_days,vwma.avg_volume_down_days,vwma.score,vwma.max_score,vwma.signal,support_resistance.current_price,support_resistance.nearest_resistance,support_resistance.nearest_support,support_resistance.dist_to_resistance_%,support_resistance.dist_to_support_%,support_resistance.at_support,support_resistance.near_resistance,support_resistance.resistance_levels,support_resistance.support_levels,support_resistance.score,support_resistance.max_score,support_resistance.signal,market_context.SPY_price,market_context.SPY_50MA,market_context.SPY_200MA,market_context.above_50,market_context.above_200,market_context.golden_cross,market_context.VIX,market_context.low_vix,market_context.score,market_context.total_checks,market_context.market_state,market_context.recommendation,relative_strength.stock_return_%,relative_strength.benchmark_return_%,relative_strength.outperformance_%,relative_strength.outperforming,relative_strength.signal,longName,ROCE,ROCE (3yr avg),NFAT,NFAT (3yr avg),NPM,DPR,Retention Ratio,Dep,SSGR,Av NPM (over 3 years),Av NFA/T (over 3 years),Av Dep%NFA (over 3 years),Av Retention ratio (over 3 years),d/e,Interest coverage,tax %,cPAT,CFO,cCFO,cCFO/cPAT,p/a,p/e,EY,Earnings Growth 5yr cagr,Sales Growth 5yr cagr,PEG,no. shares (cr),Current Price,market cap,d/e_market,p/s,NFA + CWIP,Capex,Capex_from_cashflow_statement,FCF,FCF%_from_balance_sheet,FCF_capex_from_cashflow,FCF%,DV,Mcap (cr),d/e decreasing trend 5 yrs,Sales cagr >15%,npm >8%,Tax payout >25%,Interest coverage >3,d/e <0.5,CFO >0,cCFO > PAT,p/e <10,peg <1,EY >7%,p/b <3,DV >3%,EY >7,sgr > Sales growth (very linear),FCF/CFO,Market Cap,Net Income,Total Revenue,Total Assets,Total Liabilities,Total Stockholders Equity,Total Debt,Cash and Cash Equivalents,Current Assets,Current Liabilities,Working Capital,Operating Cash Flow,Capital Expenditure,Dividends Paid,Depreciation & Amortization,Interest Expense,Income Tax Expense,Shares Outstanding,Net Fixed Assets,Construction in Progress,Net Debt,3-5yr Average ROA (%),3-5yr Average ROE (%),ROE,ROA,warning_major_holders,current,Normalized EBIT,Normalized Net Income,Research Asset,R&D Amortization,Adjusted EBIT (R&D),Adjusted Book Equity (R&D),Adjusted D/E (R&D),Adjusted Invested Capital (R&D),Adjusted ROC (R&D),Adjusted ROE (R&D),high,low,mean,median,error_fundamental
,2026-01-01,0.305,2,15,13.333,🔴 AVOID,Poor setup,AIIO,0,0,0,10,0,10,0.0,0.0,0.0,50.0,0.0,10,0.0,0,0.0,0,6.667,0.0,0,6.667,0.0,0.0,33.3,0.0,6.7,9.0,0.305,0.459,0.61,1.133,False,False,False,-33.616,-50.005,-73.091,0,3,AVOID,-0.11,-0.107,-0.004,False,False,False,True,False,,0,3.0,AVOID - Bearish momentum,29.522,True,False,False,Oversold,1,3.0,"CAUTION - Oversold, wait for bounce confirmation",0.305,0.486,False,False,False,956800.0,5104565.0,0.187,2993760.0,6380450.0,0,3.0,"AVOID - Below VWMA, weak support",0.305,2.22,0.252,627.869,17.377,False,False,"[np.float64(2.4200000762939453), np.float64(2.815000057220459), np.float64(3.4800000190734863)]","[np.float64(1.2100000381469727), np.float64(1.4249999523162842), np.float64(1.4450000524520874)]",1,3,NEUTRAL - No clear level nearby,681.92,676.823,,True,False,False,14.95,True,2,4,NEUTRAL,Selective - Take 3-5 positions,-64.983,11.039,-76.022,False,AVOID - Significant underperformance,Robo.ai Inc.,275.302,-43.08,1.126,1.657,-1074.503,0.0,100.0,25.584,-1806.338,-1074.503,1.657,25.584,100.0,0.319,-35.446,-0.0,-497923000.0,33577000.0,-288588000.0,0.58,-103.78,inf,-187.715,0.0,0.0,inf,30.126,0.305,91913159.835,0.225,17.938618,,,177000.0,,,33400000.0,-19.358,0.0,10.3,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,,103003544.0,-172535000.0,11995000.0,41465000.0,108032000.0,64750000.0,20643000.0,7000.0,32552000.0,103228000.0,-70676000.0,33577000.0,177000.0,0.0,3542000.0,2691000.0,0.0,301255850.0,8885000.0,,20636000.0,-96.25,-4048.948,-16019.963,-166.127,Could not process major_holders: index 1 is out of bounds for axis 0 with size 1,0.305,-160562666.667,-161844666.667,33856200.0,9107600.0,-174663600.0,98606200.0,0.209,119242200.0,-109.859,-174.974,,,,,
,2026-01-01,0.05,0,15,0.0,🔴 AVOID,Poor setup,AIIOW,0,0,0,10,0,10,0.0,0.0,0.0,50.0,0.0,10,0.0,5,0.0,0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,5.0,8.5,0.05,,,,False,False,False,,,,0,3,AVOID,,,,,,,,,,0,,N/A,,,,,,0,,N/A,,,,,,,,,,,0,,N/A,0.05,,,,,False,False,[],[],0,3,NEUTRAL - No clear level nearby,681.92,676.823,,True,False,False,14.95,True,2,4,NEUTRAL,Selective - Take 3-5 positions,0.0,11.039,-11.039,False,AVOID - Significant underperformance,Robo.ai Inc.,275.302,-43.08,1.126,1.657,-1074.503,0.0,100.0,25.584,-1806.338,-1074.503,1.657,25.584,100.0,0.319,-35.446,-0.0,-497923000.0,33577000.0,-288588000.0,0.58,-103.78,inf,-343695219123.506,0.0,0.0,inf,0.0,0.05,0.0,0.0,0,,,177000.0,,,33400000.0,-19.358,0.0,0.0,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,,0.0,-172535000.0,11995000.0,41465000.0,108032000.0,64750000.0,20643000.0,7000.0,32552000.0,103228000.0,-70676000.0,33577000.0,177000.0,0.0,3542000.0,2691000.0,0.0,0.0,8885000.0,,20636000.0,-96.25,-4048.948,-16019.963,-166.127,Could not process major_holders: index 1 is out of bounds for axis 0 with size 1,0.05,-160562666.667,-161844666.667,33856200.0,9107600.0,-174663600.0,98606200.0,0.209,119242200.0,-109.859,-174.974,,,,,
,2026-01-01,1.64,5,15,33.333,🔴 AVOID,Poor setup,AIMD,0,0,0,3,1,4,0.0,0.0,0.0,15.0,6.7,4,0.0,0,0.0,0,6.667,5.0,5,16.667,0.0,0.0,33.3,33.3,16.7,7.8,1.64,2.1,2.513,2.923,False,False,False,-21.897,-34.727,-43.902,0,3,AVOID,-0.191,-0.175,-0.015,False,False,False,False,False,,0,3.0,AVOID - Bearish momentum,28.098,True,False,False,Oversold,1,3.0,"CAUTION - Oversold, wait for bounce confirmation",1.64,2.164,False,False,True,29100.0,28195.0,1.032,23300.0,20128.571,1,3.0,"AVOID - Below VWMA, weak support",1.64,4.19,1.61,155.488,1.829,True,False,"[np.float64(4.5), np.float64(4.75), np.float64(5.0)]","[np.float64(2.75), np.float64(2.815000057220459), np.float64(3.2799999713897705)]",3,3,STRONG BUY - At support with room to resistance,681.92,676.823,,True,False,False,14.95,True,2,4,NEUTRAL,Selective - Take 3-5 positions,-34.4,11.039,-45.439,False,AVOID - Significant underperformance,"Ainos, Inc.",-57.292,-47.415,0.029,0.961,-27792.4,0.0,100.0,100.0,-26812.08,-27792.4,0.961,100.0,100.0,0.491,-22.452,-0.005,-46529061.0,-5808267.0,-14793649.0,0.318,-46.678,inf,-188.315,0.0,-67.332,inf,0.481,1.64,7892719.76,1.52,69.82423,,,21331.0,,,-5829598.0,39.222,0.0,0.789,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,,7892721.0,-14863161.0,20729.0,28820199.0,13303889.0,24447581.0,12000000.0,301077.0,4337808.0,3954944.0,382864.0,-5808267.0,21331.0,0.0,4801716.0,616467.0,800.0,4812634.0,559645.0,,11698923.0,-33.605,-55.408,-74.383,-49.003,Could not process major_holders: index 1 is out of bounds for axis 0 with size 1,1.64,-13941537.333,-14213466.667,19143669.8,4899584.0,-10731555.0,43591250.8,0.275,55290173.8,-19.411,-34.097,,,,,
,2026-01-01,0.123,0,15,0.0,🔴 AVOID,Poor setup,AIMDW,0,0,0,9,1,10,0.0,0.0,0.0,45.0,6.7,10,0.0,5,0.0,0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,5.0,8.5,0.123,,,,False,False,False,,,,0,3,AVOID,,,,,,,,,,0,,N/A,,,,,,0,,N/A,,,,,,,,,,,0,,N/A,0.123,,,,,False,False,[],[],0,3,NEUTRAL - No clear level nearby,681.92,676.823,,True,False,False,14.95,True,2,4,NEUTRAL,Selective - Take 3-5 positions,0.0,11.039,-11.039,False,AVOID - Significant underperformance,"Ainos, Inc.",-57.292,-47.415,0.029,0.961,-27792.4,0.0,100.0,100.0,-26812.08,-27792.4,0.961,100.0,100.0,0.491,-22.452,-0.005,-46529061.0,-5808267.0,-14793649.0,0.318,-46.678,inf,-12083870731.707,0.0,-67.332,inf,0.0,0.123,0.0,0.0,0,,,21331.0,,,-5829598.0,39.222,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,,0.0,-14863161.0,20729.0,28820199.0,13303889.0,24447581.0,12000000.0,301077.0,4337808.0,3954944.0,382864.0,-5808267.0,21331.0,0.0,4801716.0,616467.0,800.0,0.0,559645.0,,11698923.0,-33.605,-55.408,-74.383,-49.003,,0.123,-13941537.333,-14213466.667,19143669.8,4899584.0,-10731555.0,43591250.8,0.275,55290173.8,-19.411,-34.097,,,,,
,2026-01-01,5.32,13,15,86.667,🟢 STRONG BUY,Enter position,AIOT,3,7,4,7,3,24,12.0,35.0,20.0,35.0,20.0,24,30.0,5,6.667,0,20.0,15.0,5,81.667,100.0,33.3,100.0,100.0,81.7,41.3,5.32,5.301,5.074,4.941,True,True,True,0.368,4.852,7.673,3,3,BUY - Ideal pullback entry,0.112,0.112,-0.001,False,True,False,False,False,,1,3.0,AVOID - Bearish momentum,53.793,True,True,True,Bullish,3,3.0,STRONG BUY - Ideal zone,5.32,5.294,True,True,True,910100.0,1180395.0,0.771,1480625.0,726280.0,3,3.0,STRONG BUY - Institutional accumulation,5.32,5.88,5.25,10.526,1.316,True,False,"[np.float64(6.380000114440918), np.float64(6.510000228881836), np.float64(8.710000038146973)]","[np.float64(5.25), np.float64(5.389999866485596), np.float64(5.730000019073486)]",3,3,STRONG BUY - At support with room to resistance,681.92,676.823,,True,False,False,14.95,True,2,4,NEUTRAL,Selective - Take 3-5 positions,-15.556,11.039,-26.594,False,AVOID - Significant underperformance,"PowerFleet, Inc.",-3.441,-3.037,18.723,13.113,-7.759,-78.916,178.916,64.417,-246.457,-7.759,13.113,64.417,178.916,2.229,-1.273,-9.724,-76182000.0,-3345000.0,-3089000.0,0.041,-16.518,inf,-7.162,0.0,42.243,inf,13.382,5.32,711946983.72,0.403,1.671759,70357000.0,,33790000.0,,,-37135000.0,72.832,12.683,71.195,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,,711947008.0,-50987000.0,362515000.0,910071000.0,463329000.0,128804000.0,287059000.0,253000.0,169080000.0,151009000.0,18071000.0,-3345000.0,33790000.0,90298000.0,47494000.0,20330000.0,4517000.0,133824621.0,70350000.0,7000.0,286806000.0,-4.868,-8.971,-17.722,-8.367,Could not process major_holders: index 1 is out of bounds for axis 0 with size 1,5.32,-12180666.667,-21138666.667,32419800.0,8868400.0,-18929400.0,161223800.0,1.781,448029800.0,-4.636,-31.625,15.0,8.0,10.667,9.5,
,2026-01-01,15.5,9,15,60.0,🟡 WAIT,Need more confirmation,AIP,3,5,0,10,5,23,12.0,25.0,0.0,50.0,33.3,23,30.0,0,6.667,0,13.333,10.0,5,65.0,100.0,33.3,66.7,66.7,65.0,35.6,15.5,16.605,14.947,10.353,True,True,True,-6.655,3.701,49.713,3,3,STRONG BUY - At MA support,0.198,0.426,-0.228,False,True,False,False,False,,1,3.0,AVOID - Bearish momentum,48.412,True,False,True,Bearish,2,3.0,STRONG BUY - Ideal zone,15.5,17.079,False,True,True,225800.0,623935.0,0.362,644850.0,273685.714,2,3.0,"AVOID - Below VWMA, weak support",15.5,15.92,14.96,2.71,3.484,False,False,"[np.float64(15.920000076293945), np.float64(16.56999969482422), np.float64(19.850000381469727)]","[np.float64(12.0600004196167), np.float64(12.234999656677246), np.float64(14.960000038146973)]",1,3,NEUTRAL - No clear level nearby,681.92,676.823,,True,False,False,14.95,True,2,4,NEUTRAL,Selective - Take 3-5 positions,30.362,11.039,19.323,True,STRONG - Significant outperformance,"Arteris, Inc.",-60.18,-51.453,6.453,7.592,-60.446,0.0,100.0,38.42,-497.328,-60.446,7.592,38.42,100.0,0.397,-129.492,-8.79,-121278000.0,-720000.0,-24030000.0,0.198,-32.721,inf,-4.968,0.0,15.092,inf,4.368,15.5,677098481.5,0.009,10.269805,7888000.0,1181000.0,324000.0,-1901000.0,5.651,-1044000.0,3.104,0.0,67.71,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,2.64,677098496.0,-33638000.0,57724000.0,106135000.0,107323000.0,15103000.0,5991000.0,1855000.0,69083000.0,59282000.0,9801000.0,-720000.0,324000.0,0.0,3362000.0,244000.0,2500000.0,43683773.0,7857000.0,31000.0,4136000.0,-27.151,-182.082,-483.478,-32.199,Could not process major_holders: index 1 is out of bounds for axis 0 with size 1,15.5,-29070333.333,-32631333.333,118134400.0,32422800.0,-15611800.0,133237400.0,0.045,137373400.0,-12.363,-25.247,21.0,15.0,18.125,18.25,
Missing financial statements for AIPI,2026-01-01,40.05,6,15,40.0,🔴 AVOID,Poor setup,AIPI,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,20.0,5,6.667,5,13.333,0.0,0,50.0,66.7,33.3,66.7,0.0,50.0,15.0,40.05,40.363,40.174,36.366,False,True,True,-0.774,-0.308,10.129,2,3,WAIT - Partial trend,0.091,0.111,-0.02,False,True,False,False,True,5.0,1,3.0,AVOID - Bearish momentum,48.582,True,False,True,Bearish,2,3.0,STRONG BUY - Ideal zone,40.05,40.345,False,False,False,132300.0,178775.0,0.74,204950.0,213075.0,0,3.0,"AVOID - Below VWMA, weak support",40.05,41.26,39.056,3.022,2.482,False,False,"[np.float64(37.32167273215962), np.float64(37.76888818650578), np.float64(41.26029605148233)]","[np.float64(37.11263963581139), np.float64(37.76675452737849), np.float64(39.055992126464844)]",1,3,NEUTRAL - No clear level nearby,681.92,676.823,,True,False,False,14.95,True,2,4,NEUTRAL,Selective - Take 3-5 positions,15.837,11.039,4.799,True,GOOD - Outperforming market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missing financial statements for AIPO,2026-01-01,22.12,3,15,20.0,🔴 AVOID,Poor setup,AIPO,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,5,0.0,0,13.333,0.0,0,18.333,0.0,0.0,66.7,0.0,18.3,5.5,22.12,22.831,23.261,,False,False,False,-3.115,-4.907,,0,3,AVOID,-0.236,-0.212,-0.024,False,False,False,False,False,,0,3.0,AVOID - Bearish momentum,42.847,True,False,True,Bearish,2,3.0,BUY - Acceptable zone,22.12,22.72,False,False,False,134100.0,166035.0,0.808,173220.0,177725.0,0,3.0,"AVOID - Below VWMA, weak support",22.12,23.077,21.558,4.326,2.54,False,False,"[np.float64(23.07691646345843), np.float64(24.25676021533544), np.float64(25.796552628094226)]","[np.float64(21.22716350779905), np.float64(21.5581211548985), np.float64(22.551987395213235)]",1,3,NEUTRAL - No clear level nearby,681.92,676.823,,True,False,False,14.95,True,2,4,NEUTRAL,Selective - Take 3-5 positions,8.68,11.039,-2.359,False,WEAK - Slight underperformance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missing financial statements for AIQ,2026-01-01,50.86,13,15,86.667,🟢 STRONG BUY,Enter position,AIQ,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,30.0,5,20.0,0,20.0,15.0,5,95.0,100.0,100.0,100.0,100.0,95.0,28.5,50.86,50.918,50.849,44.684,True,True,True,-0.115,0.023,13.821,3,3,BUY - Ideal pullback entry,0.216,0.15,0.066,True,True,True,False,True,6.0,3,3.0,HOLD - Bullish but watch for weakening,51.104,True,True,True,Bullish,3,3.0,STRONG BUY - Ideal zone,50.86,50.813,True,True,True,911100.0,1214865.0,0.75,1021500.0,944566.667,3,3.0,STRONG BUY - Institutional accumulation,50.86,51.535,49.756,1.327,2.17,False,True,"[np.float64(51.53492021898161), np.float64(52.209330037972414), np.float64(53.70302379563365)]","[np.float64(48.24779639392087), np.float64(48.857264987198974), np.float64(49.7564753143537)]",1,3,"WAIT - Near resistance, likely pullback",681.92,676.823,,True,False,False,14.95,True,2,4,NEUTRAL,Selective - Take 3-5 positions,32.506,11.039,21.468,True,STRONG - Significant outperformance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2026-01-01,0.417,5,15,33.333,🔴 AVOID,Poor setup,AIRE,0,10,0,12,3,25,0.0,50.0,0.0,60.0,20.0,25,0.0,0,0.0,0,13.333,5.0,5,23.333,0.0,0.0,66.7,33.3,23.3,24.5,0.417,0.48,0.535,0.576,False,False,False,-13.116,-21.989,-27.554,0,3,AVOID,-0.026,-0.023,-0.003,False,False,False,False,True,6.0,0,3.0,AVOID - Bearish momentum,41.091,True,False,True,Bearish,2,3.0,BUY - Acceptable zone,0.417,0.484,False,False,True,6290700.0,7479610.0,0.841,16797950.0,6017666.667,1,3.0,"AVOID - Below VWMA, weak support",0.417,1.43,0.403,242.926,3.357,False,False,"[np.float64(1.9500000476837158), np.float64(2.049999952316284), np.float64(2.0799999237060547)]","[np.float64(1.2300000190734863), np.float64(1.3200000524520874), np.float64(1.600000023841858)]",2,3,BUY - Good risk/reward setup,681.92,676.823,,True,False,False,14.95,True,2,4,NEUTRAL,Selective - Take 3-5 positions,-82.552,11.039,-93.591,False,AVOID - Significant underperformance,reAlpha Tech Corp.,-94.32,-11.847,0.316,-1.0,-1935.187,0.0,100.0,17.324,1917.863,-1935.187,-1.0,17.324,100.0,0.454,-20.073,0.701,-36855507.0,-6042238.0,-16381098.0,0.444,-123.371,inf,-47.709,0.0,76.231,inf,13.074,0.417,54545009.61,0.11,13.144747,102638.0,-1616663.0,529077.0,-4425575.0,17.006,-6571315.0,25.252,0.0,5.455,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.732,54545008.0,-26023028.0,948420.0,11994458.0,10426986.0,13163520.0,5976688.0,487181.0,4043098.0,4145437.0,-102339.0,-6042238.0,529077.0,0.0,466691.0,333759.0,-54260.0,130740675.0,102638.0,0.0,5489507.0,-91.463,-130.619,-353.489,-157.297,Could not process major_holders: index 1 is out of bounds for axis 0 with size 1,0.417,-5961928.0,-12285169.0,,,,,,,,,2.6,0.6,1.733,2.0,
,2026-01-01,4.06,11,15,73.333,🟢 STRONG BUY,Enter position,AIRG,3,0,4,16,5,28,12.0,0.0,20.0,80.0,33.3,28,10.0,5,13.333,0,20.0,10.0,5,63.333,33.3,66.7,100.0,66.7,63.3,38.6,4.06,3.995,4.028,4.127,True,False,False,1.627,0.802,-1.628,1,3,AVOID,-0.006,-0.013,0.007,True,False,True,True,True,9.0,2,3.0,BUY - Momentum building,53.127,True,True,True,Bullish,3,3.0,STRONG BUY - Ideal zone,4.06,3.999,True,False,True,39400.0,33300.0,1.183,37240.0,27150.0,2,3.0,BUY - Good volume support,4.06,4.463,4.03,9.926,0.739,True,False,"[np.float64(5.849999904632568), np.float64(7.389999866485596), np.float64(8.470000267028809)]","[np.float64(4.203999996185303), np.float64(5.900000095367432), np.float64(6.480000019073486)]",3,3,STRONG BUY - At support with room to resistance,681.92,676.823,,True,False,False,14.95,True,2,4,NEUTRAL,Selective - Take 3-5 positions,-40.469,11.039,-51.508,False,AVOID - Significant underperformance,"Airgain, Inc.",-25.551,-28.23,12.376,13.171,-15.974,0.0,100.0,77.261,-287.653,-15.974,13.171,77.261,100.0,0.124,inf,1.719,-39862000.0,-3527000.0,-13552000.0,0.34,-20.574,inf,-17.895,0.0,-1.943,inf,1.196,4.06,48550263.58,0.08,0.88697344,5900000.0,5665000.0,178000.0,-9192000.0,105.801,-3705000.0,42.645,0.0,4.855,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,2.606,48550264.0,-8688000.0,60599000.0,48443000.0,17474000.0,31413000.0,3899000.0,1698000.0,25831000.0,13501000.0,12330000.0,-3527000.0,178000.0,0.0,3709000.0,0.0,-152000.0,11958193.0,5894000.0,6000.0,2201000.0,-18.604,-26.55,-27.854,-19.164,Could not process major_holders: index 1 is out of bounds for axis 0 with size 1,4.06,-9969333.333,-9925000.0,31443000.0,8926800.0,-5990800.0,62856000.0,0.062,65057000.0,-9.05,-13.822,7.0,5.0,6.333,7.0,
,2026-01-01,3.94,9,15,60.0,🟡 WAIT,Need more confirmation,AIRJ,14,0,4,19,4,41,56.0,0.0,20.0,95.0,26.7,41,0.0,0,20.0,0,20.0,10.0,0,50.0,0.0,100.0,100.0,66.7,50.0,43.7,3.94,3.47,4.033,4.632,False,False,False,13.528,-2.306,-14.942,0,3,AVOID,0.073,-0.061,0.134,True,True,True,False,False,,3,3.0,HOLD - Bullish but watch for weakening,54.367,True,True,True,Bullish,3,3.0,STRONG BUY - Ideal zone,3.94,3.676,True,True,False,943900.0,544930.0,1.732,607466.667,772333.333,2,3.0,HOLD - Above VWMA but watch volume,3.94,6.75,2.61,71.32,33.756,False,False,"[np.float64(8.449999809265137), np.float64(9.149999618530273), np.float64(9.3100004196167)]","[np.float64(6.900000095367432), np.float64(7.2170000076293945), np.float64(7.349999904632568)]",1,3,NEUTRAL - No clear level nearby,681.92,676.823,,True,False,False,14.95,True,2,4,NEUTRAL,Selective - Take 3-5 positions,-50.627,11.039,-61.665,False,AVOID - Significant underperformance,AirJoule Technologies Corporation,-3.067,45.756,0.0,0.0,-1.0,0.0,100.0,34.17,-34.17,-1.0,0.0,34.17,100.0,-0.026,inf,27.363,199214033.0,-24261446.0,-34101555.0,-0.171,38784.749,inf,90.22,0.0,0.0,inf,6.068,3.94,239078041.64,0.001,0,163374.0,145805.0,19058.0,-24407251.0,-11.316,-24280504.0,-11.257,0.0,23.908,False,False,False,True,True,True,False,False,False,False,True,True,False,True,False,1.006,239078032.0,215695562.0,0.0,369852120.0,117741796.0,-5900704.0,154229.0,613754.0,31455631.0,4018747.0,27436884.0,-24261446.0,19058.0,0.0,35799.0,0.0,81256047.0,60679706.0,163374.0,0.0,-459525.0,-100.663,280.45,175.213,116.464,Could not process major_holders: index 1 is out of bounds for axis 0 with size 1,3.94,-8467856.0,67174505.667,6183006.4,1650126.4,-10849720.4,282302.4,0.546,-177222.6,4446.875,76405.855,12.0,7.0,8.938,8.375,
,2026-01-01,0.85,0,15,0.0,🔴 AVOID,Poor setup,AIRJW,14,0,4,19,4,41,56.0,0.0,20.0,95.0,26.7,41,0.0,5,0.0,0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,5.0,30.2,0.85,,,,False,False,False,,,,0,3,AVOID,,,,,,,,,,0,,N/A,,,,,,0,,N/A,,,,,,,,,,,0,,N/A,0.85,,,,,False,False,[],[],0,3,NEUTRAL - No clear level nearby,681.92,676.823,,True,False,False,14.95,True,2,4,NEUTRAL,Selective - Take 3-5 positions,0.0,11.039,-11.039,False,AVOID - Significant underperformance,AirJoule Technologies Corporation,-3.067,45.756,0.0,0.0,-1.0,0.0,100.0,34.17,-34.17,-1.0,0.0,34.17,100.0,-0.026,inf,27.363,199214033.0,-24261446.0,-34101555.0,-0.171,38784.749,inf,25375948470.588,0.0,0.0,inf,0.0,0.85,0.0,0.0,0,163374.0,145805.0,19058.0,-24407251.0,-11.316,-24280504.0,-11.257,0.0,0.0,False,False,False,True,True,True,False,False,False,False,True,True,False,True,False,1.006,0.0,215695562.0,0.0,369852120.0,117741796.0,-5900704.0,154229.0,613754.0,31455631.0,4018747.0,27436884.0,-24261446.0,19058.0,0.0,35799.0,0.0,81256047.0,0.0,163374.0,0.0,-459525.0,-100.663,280.45,175.213,116.464,Could not process major_holders: index 1 is out of bounds for axis 0 with size 1,0.85,-8467856.0,67174505.667,6183006.4,1650126.4,-10849720.4,282302.4,0.546,-177222.6,4446.875,76405.855,,,,,
,2026-01-01,8.18,5,15,33.333,🔴 AVOID,Poor setup,AIRO,3,7,2,9,2,23,12.0,35.0,10.0,45.0,13.3,23,0.0,0,13.333,0,6.667,5.0,5,30.0,0.0,66.7,33.3,33.3,30.0,25.1,8.18,8.729,11.14,,False,False,False,-6.292,-26.574,,0,3,AVOID,-0.691,-0.887,0.196,True,False,True,False,False,,2,3.0,HOLD - Bullish but watch for weakening,38.917,True,False,False,Bearish,1,3.0,"CAUTION - Oversold, wait for bounce confirmation",8.18,8.71,False,False,True,515200.0,639310.0,0.806,760683.333,487200.0,1,3.0,"AVOID - Below VWMA, weak support",8.18,9.87,7.28,20.66,11.002,False,False,"[np.float64(22.469999313354492), np.float64(25.899999618530273), np.float64(29.200000762939453)]","[np.float64(19.139999389648438), np.float64(19.850000381469727), np.float64(20.600000381469727)]",1,3,NEUTRAL - No clear level nearby,681.92,676.823,,True,False,False,14.95,True,2,4,NEUTRAL,Selective - Take 3-5 positions,-65.917,11.039,-76.955,False,AVOID - Significant underperformance,"AIRO Group Holdings, Inc.",-2.525,-3.84,9.852,5.523,-89.712,0.0,100.0,95.062,-590.533,-89.712,5.523,95.062,100.0,0.082,1.445,-31.231,-117230879.0,21485158.0,37729840.0,-0.322,-5.247,inf,-15.111,0.0,94.679,inf,3.13,8.18,256065362.12,0.191,3.109175,7186303.0,9716113.0,789131.0,11769045.0,-30.415,20696027.0,-53.486,0.0,25.607,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,0.548,256065376.0,-38694239.0,86935059.0,700998787.0,152269358.0,595455698.0,48956395.0,354452.0,42593543.0,96606536.0,-54012993.0,21485158.0,789131.0,0.0,12991870.0,14225089.0,9208647.0,31303834.0,7186303.0,0.0,48601943.0,-56.659,-0.665,-6.764,-5.38,Could not process major_holders: index 1 is out of bounds for axis 0 with size 1,8.18,-25477865.333,-32234008.333,28669388.6,7090587.0,-9217602.0,624125086.6,0.078,672727029.6,-1.798,-6.2,25.0,19.0,21.333,20.0,
