Unnamed: 0,ticker,error,longName,ROCE,ROCE (3yr avg),NFAT,NFAT (3yr avg),NPM,DPR,Retention Ratio,Dep,SSGR,Av NPM (over 3 years),Av NFA/T (over 3 years),Av Dep%NFA (over 3 years),Av Retention ratio (over 3 years),d/e,Interest coverage,tax %,cPAT,CFO,cCFO,cCFO/cPAT,p/a,p/e,EY,Earnings Growth 5yr cagr,Sales Growth 5yr cagr,PEG,no. shares (cr),Current Price,market cap,d/e_market,p/s,NFA + CWIP,Capex,Capex_from_cashflow_statement,FCF,FCF%_from_balance_sheet,FCF_capex_from_cashflow,FCF%,DV,Mcap (cr),d/e decreasing trend 5 yrs,Sales cagr >15%,npm >8%,Tax payout >25%,Interest coverage >3,d/e <0.5,CFO >0,cCFO > PAT,p/e <10,peg <1,EY >7%,p/b <3,DV >3%,EY >7,sgr > Sales growth (very linear),FCF/CFO,Market Cap,Net Income,Total Revenue,Total Assets,Total Liabilities,Total Stockholders Equity,Total Debt,Cash and Cash Equivalents,Current Assets,Current Liabilities,Working Capital,Operating Cash Flow,Capital Expenditure,Dividends Paid,Depreciation & Amortization,Interest Expense,Income Tax Expense,Shares Outstanding,Net Fixed Assets,Construction in Progress,Net Debt,3-5yr Average ROA (%),3-5yr Average ROE (%),ROE,ROA,insidersPercentHeld,institutionsPercentHeld,institutionsFloatPercentHeld,institutionsCount,current,Normalized EBIT,Normalized Net Income,Research Asset,R&D Amortization,Adjusted EBIT (R&D),Adjusted Book Equity (R&D),Adjusted D/E (R&D),Adjusted Invested Capital (R&D),Adjusted ROC (R&D),Adjusted ROE (R&D),analysis_date,current_price,total_score,max_score,score_percentage,overall_technical_signal,action,profitability_score,growth_score,valuation_score,financial_health_score,cashflow_quality_score,fundamental_total_score,profitability_pct,growth_pct,valuation_pct,financial_health_pct,cashflow_quality_pct,fundamental_total_pct,ma_score,ma_distance_bonus,macd_score,macd_crossover_bonus,rsi_score,vwma_score,vwma_volume_bonus,technical_total_score,ma_pct,macd_pct,rsi_pct,vwma_pct,technical_total_pct,combined_score,moving_averages.current_price,moving_averages.SMA_20,moving_averages.SMA_50,moving_averages.SMA_200,moving_averages.above_50,moving_averages.above_200,moving_averages.golden_cross,moving_averages.dist_from_20,moving_averages.dist_from_50,moving_averages.dist_from_200,moving_averages.score,moving_averages.max_score,moving_averages.signal,macd.MACD,macd.MACD_signal,macd.MACD_hist,macd.bullish_crossover,macd.above_zero,macd.histogram_positive,macd.histogram_growing,macd.recent_crossover,macd.crossover_days_ago,macd.score,macd.max_score,macd.signal,rsi.RSI,rsi.not_overbought,rsi.above_50,rsi.in_sweet_spot,rsi.zone,rsi.score,rsi.max_score,rsi.signal,vwma.current_price,vwma.VWMA,vwma.above_vwma,vwma.vwma_rising,vwma.volume_pattern_bullish,vwma.current_volume,vwma.avg_volume,vwma.volume_ratio,vwma.avg_volume_up_days,vwma.avg_volume_down_days,vwma.score,vwma.max_score,vwma.signal,support_resistance.current_price,support_resistance.nearest_resistance,support_resistance.nearest_support,support_resistance.dist_to_resistance_%,support_resistance.dist_to_support_%,support_resistance.at_support,support_resistance.near_resistance,support_resistance.resistance_levels,support_resistance.support_levels,support_resistance.score,support_resistance.max_score,support_resistance.signal,market_context.SPY_price,market_context.SPY_50MA,market_context.SPY_200MA,market_context.above_50,market_context.above_200,market_context.golden_cross,market_context.VIX,market_context.low_vix,market_context.score,market_context.total_checks,market_context.market_state,market_context.recommendation,relative_strength.stock_return_%,relative_strength.benchmark_return_%,relative_strength.outperformance_%,relative_strength.outperforming,relative_strength.signal,high,low,mean,median,market_context,relative_strength
,ELFY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-21,35.166,3.0,15.0,20.0,🔴 AVOID,Poor setup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,13.333,0.0,0.0,18.333,0.0,0.0,66.7,0.0,18.3,5.5,35.166,35.689,36.033,,False,False,False,-1.464,-2.406,,0.0,3.0,AVOID,-0.191,-0.089,-0.102,False,False,False,True,False,,0.0,3.0,AVOID - Bearish momentum,44.297,True,False,True,Bearish,2.0,3.0,BUY - Acceptable zone,35.166,35.343,False,False,False,27300.0,57570.0,0.474,26700.0,30725.0,0.0,3.0,"AVOID - Below VWMA, weak support",35.166,36.604,34.193,4.09,2.768,False,False,"[np.float64(34.20311022842748), np.float64(36.604224918010225), np.float64(37.40148481510591)]","[np.float64(32.9013666881194), np.float64(34.192512181955166), np.float64(35.55781897424138)]",1.0,3.0,NEUTRAL - No clear level nearby,680.59,673.14,,True,False,False,14.91,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,35.707,15.18,20.526,True,STRONG - Significant outperformance,,,,,,
,ELIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-21,28.37,9.0,15.0,60.0,🟡 WAIT,Need more confirmation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,6.667,0.0,20.0,15.0,5.0,61.667,33.3,33.3,100.0,100.0,61.7,18.5,28.37,27.054,23.084,,True,False,False,4.865,22.899,,1.0,3.0,AVOID,0.994,1.07,-0.076,False,True,False,True,False,,1.0,3.0,AVOID - Bearish momentum,62.918,True,True,True,Bullish,3.0,3.0,BUY - Acceptable zone,28.37,27.022,True,True,True,72000.0,103620.0,0.695,138400.0,116733.333,3.0,3.0,STRONG BUY - Institutional accumulation,28.37,30.726,23.66,8.304,16.602,False,False,"[np.float64(18.959549392127787), np.float64(23.728243590176675), np.float64(30.725798610325082)]","[np.float64(15.856599271920427), np.float64(16.03486246017379), np.float64(23.65999984741211)]",1.0,3.0,NEUTRAL - No clear level nearby,680.59,673.14,,True,False,False,14.91,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,37.747,15.18,22.566,True,STRONG - Significant outperformance,,,,,,
,ELIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-21,17.929,5.0,15.0,33.333,🔴 AVOID,Poor setup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.333,0.0,6.667,0.0,0.0,25.0,0.0,66.7,33.3,0.0,25.0,7.5,17.929,18.393,20.343,,False,False,False,-2.523,-11.868,,0.0,3.0,AVOID,-0.508,-0.585,0.078,True,False,True,False,False,,2.0,3.0,HOLD - Bullish but watch for weakening,35.8,True,False,False,Bearish,1.0,3.0,"CAUTION - Oversold, wait for bounce confirmation",17.929,18.507,False,False,False,300.0,12055.0,0.025,6733.333,17700.0,0.0,3.0,"AVOID - Below VWMA, weak support",17.929,26.88,17.25,49.924,3.787,False,False,"[np.float64(27.91306581279332), np.float64(30.25720850933115), np.float64(31.095815658569336)]","[np.float64(24.450095733829635), np.float64(24.79976460592499), np.float64(25.072945022854434)]",2.0,3.0,BUY - Good risk/reward setup,680.59,673.14,,True,False,False,14.91,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,-29.286,15.18,-44.466,False,AVOID - Significant underperformance,,,,,,
,EMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-21,96.27,13.0,15.0,86.667,🟢 STRONG BUY,Enter position,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,20.0,5.0,20.0,10.0,0.0,90.0,100.0,100.0,100.0,66.7,90.0,27.0,96.27,95.904,95.41,90.874,True,True,True,0.382,0.902,5.938,3.0,3.0,BUY - Ideal pullback entry,0.232,0.224,0.008,True,True,True,True,True,2.0,3.0,3.0,STRONG BUY - Fresh crossover (2 days ago),59.734,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,96.27,95.898,True,True,False,4903900.0,7013680.0,0.699,6845840.0,7135475.0,2.0,3.0,HOLD - Above VWMA but watch volume,96.27,96.43,94.905,0.166,1.418,True,True,"[np.float64(92.26227752979781), np.float64(94.1782681990896), np.float64(95.79775974523263)]","[np.float64(91.52661129148709), np.float64(93.3073620302084), np.float64(94.90476989746094)]",2.0,3.0,BUY - At support but near resistance,680.59,673.14,,True,False,False,14.91,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,13.507,15.18,-1.673,False,WEAK - Slight underperformance,,,,,,
,EMCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-21,67.08,14.0,15.0,93.333,🟢 STRONG BUY,Enter position,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,20.0,0.0,20.0,15.0,5.0,95.0,100.0,100.0,100.0,100.0,95.0,28.5,67.08,66.88,66.674,64.789,True,True,True,0.299,0.608,3.536,3.0,3.0,BUY - Ideal pullback entry,0.138,0.115,0.023,True,True,True,False,True,7.0,3.0,3.0,HOLD - Bullish but watch for weakening,60.154,True,True,True,Bullish,3.0,3.0,BUY - Acceptable zone,67.08,66.869,True,True,True,1400.0,3190.0,0.439,3350.0,1733.333,3.0,3.0,STRONG BUY - Institutional accumulation,67.08,67.83,65.908,1.118,1.748,True,True,"[np.float64(66.49172020068359), np.float64(67.83000183105469), np.float64(68.82950752916011)]","[np.float64(64.31381841387454), np.float64(65.13606486894739), np.float64(65.90772830886631)]",2.0,3.0,BUY - At support but near resistance,680.59,673.14,,True,False,False,14.91,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,8.754,15.18,-6.427,False,WEAK - Slight underperformance,,,,,,
,EMEQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-21,39.225,9.0,15.0,60.0,🟡 WAIT,Need more confirmation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,6.667,0.0,20.0,5.0,0.0,66.667,100.0,33.3,100.0,33.3,66.7,20.0,39.225,38.829,38.774,31.829,True,True,True,1.02,1.163,23.236,3.0,3.0,BUY - Ideal pullback entry,0.032,0.102,-0.07,False,True,False,True,True,10.0,1.0,3.0,AVOID - Bearish momentum,53.641,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,39.225,38.177,True,False,False,24000.0,75250.0,0.319,23675.0,24000.0,1.0,3.0,HOLD - Above VWMA but watch volume,39.225,40.29,38.42,2.715,2.052,False,False,"[np.float64(36.20000076293945), np.float64(37.66999816894531), np.float64(40.290000915527344)]","[np.float64(35.47800064086914), np.float64(37.01499938964844), np.float64(38.41999816894531)]",1.0,3.0,NEUTRAL - No clear level nearby,680.59,673.14,,True,False,False,14.91,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,61.049,15.18,45.868,True,STRONG - Significant outperformance,,,,,,
,EMIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-21,26.6,12.0,15.0,80.0,🟢 STRONG BUY,Enter position,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,6.667,0.0,20.0,15.0,5.0,81.667,100.0,33.3,100.0,100.0,81.7,24.5,26.6,26.482,25.834,23.38,True,True,True,0.447,2.965,13.773,3.0,3.0,BUY - Ideal pullback entry,0.172,0.224,-0.052,False,True,False,True,False,,1.0,3.0,AVOID - Bearish momentum,56.581,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,26.6,26.589,True,True,True,1500.0,2325.0,0.645,1900.0,1425.0,3.0,3.0,STRONG BUY - Institutional accumulation,26.6,27.116,26.32,1.938,1.053,True,True,"[np.float64(25.311081541384972), np.float64(26.523762472411626), np.float64(27.11555137266303)]","[np.float64(24.738696270091317), np.float64(25.58272240207632), np.float64(26.32003173888584)]",2.0,3.0,BUY - At support but near resistance,680.59,673.14,,True,False,False,14.91,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,34.435,15.18,19.255,True,STRONG - Significant outperformance,,,,,,
,EMIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-21,10.01,10.0,15.0,66.667,🟡 WAIT,Need more confirmation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20.0,0.0,20.0,10.0,0.0,55.0,0.0,100.0,100.0,66.7,55.0,16.5,10.01,9.987,,,False,False,False,0.233,,,0.0,3.0,AVOID,0.018,0.017,0.001,True,True,True,False,False,,3.0,3.0,HOLD - Bullish but watch for weakening,63.671,True,True,True,Bullish,3.0,3.0,BUY - Acceptable zone,10.01,10.004,True,True,False,0.0,30210.0,0.0,0.0,1433.333,2.0,3.0,HOLD - Above VWMA but watch volume,10.01,,9.92,,0.899,True,False,[np.float64(9.949999809265137)],[np.float64(9.920000076293945)],2.0,3.0,BUY - At support but near resistance,680.59,673.14,,True,False,False,14.91,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,0.603,15.18,-14.577,False,AVOID - Significant underperformance,,,,,,
,EMISR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-21,0.152,0.0,15.0,0.0,🔴 AVOID,Poor setup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,1.5,0.152,,,,False,False,False,,,,0.0,3.0,AVOID,,,,,,,,,,0.0,,N/A,,,,,,0.0,,N/A,,,,,,,,,,,0.0,,N/A,0.152,,,,,False,False,[],[],0.0,3.0,NEUTRAL - No clear level nearby,680.59,673.14,,True,False,False,14.91,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,0.0,15.18,-15.18,False,AVOID - Significant underperformance,,,,,,
,EMXC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-21,70.58,9.0,15.0,60.0,🟡 WAIT,Need more confirmation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,6.667,0.0,20.0,5.0,0.0,66.667,100.0,33.3,100.0,33.3,66.7,20.0,70.58,69.957,69.83,62.238,True,True,True,0.89,1.074,13.403,3.0,3.0,BUY - Ideal pullback entry,0.144,0.211,-0.066,False,True,False,True,False,,1.0,3.0,AVOID - Bearish momentum,54.938,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,70.58,69.758,True,False,False,1822000.0,1827535.0,0.997,1365920.0,4602075.0,1.0,3.0,HOLD - Above VWMA but watch volume,70.58,71.15,68.761,0.808,2.577,False,True,"[np.float64(68.32911668219619), np.float64(71.15040502999926), np.float64(71.87167814355928)]","[np.float64(65.37536261138618), np.float64(67.3478042345344), np.float64(68.76090491394197)]",1.0,3.0,"WAIT - Near resistance, likely pullback",680.59,673.14,,True,False,False,14.91,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,29.989,15.18,14.809,True,STRONG - Significant outperformance,,,,,,
,EMXF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-21,45.924,11.0,15.0,73.333,🟢 STRONG BUY,Enter position,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,6.667,0.0,20.0,10.0,5.0,76.667,100.0,33.3,100.0,66.7,76.7,23.0,45.924,45.462,45.531,41.786,True,True,True,1.017,0.864,9.904,3.0,3.0,BUY - Ideal pullback entry,0.04,0.046,-0.006,False,True,False,True,False,,1.0,3.0,AVOID - Bearish momentum,55.401,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,45.924,45.526,True,False,True,16700.0,6365.0,2.624,8983.333,7300.0,2.0,3.0,BUY - Good volume support,45.924,46.25,45.459,0.711,1.013,True,True,"[np.float64(44.66740488199682), np.float64(46.25045539610009), np.float64(46.77813479210282)]","[np.float64(43.56318158404875), np.float64(44.149492068505445), np.float64(45.45892898966279)]",2.0,3.0,BUY - At support but near resistance,680.59,673.14,,True,False,False,14.91,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,26.393,15.18,11.213,True,STRONG - Significant outperformance,,,,,,
,ENDW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-21,31.24,8.0,15.0,53.333,🟡 WAIT,Need more confirmation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,6.667,0.0,20.0,10.0,5.0,56.667,33.3,33.3,100.0,66.7,56.7,17.0,31.24,31.006,30.688,,True,False,False,0.756,1.799,,1.0,3.0,AVOID,0.153,0.165,-0.013,False,True,False,True,False,,1.0,3.0,AVOID - Bearish momentum,57.871,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,31.24,31.058,True,False,True,3400.0,3770.0,0.902,6340.0,5925.0,2.0,3.0,BUY - Good volume support,31.24,31.82,30.1,1.857,3.649,False,True,"[np.float64(30.479999542236328), np.float64(30.895999908447266), np.float64(31.81999969482422)]","[np.float64(29.050948961279943), np.float64(29.68899917602539), np.float64(30.100000381469727)]",1.0,3.0,"WAIT - Near resistance, likely pullback",680.59,673.14,,True,False,False,14.91,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,30.602,15.18,15.422,True,STRONG - Significant outperformance,,,,,,
,ENHU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-21,25.175,8.0,15.0,53.333,🟡 WAIT,Need more confirmation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.667,0.0,20.0,15.0,5.0,51.667,0.0,33.3,100.0,100.0,51.7,15.5,25.175,25.029,,,False,False,False,0.582,,,0.0,3.0,AVOID,0.056,0.073,-0.017,False,True,False,True,False,,1.0,3.0,AVOID - Bearish momentum,55.504,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,25.175,25.101,True,True,True,4700.0,2075.0,2.265,5150.0,780.0,3.0,3.0,STRONG BUY - Institutional accumulation,25.175,,23.99,,4.708,False,False,[np.float64(25.167787799848735)],[np.float64(23.989766795330617)],1.0,3.0,NEUTRAL - No clear level nearby,680.59,673.14,,True,False,False,14.91,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,1.079,15.18,-14.101,False,AVOID - Significant underperformance,,,,,,
,ENZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-21,44.82,9.0,15.0,60.0,🟡 WAIT,Need more confirmation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,6.667,0.0,13.333,10.0,5.0,60.0,66.7,33.3,66.7,66.7,60.0,18.0,44.82,45.014,44.851,44.231,False,True,True,-0.43,-0.069,1.332,2.0,3.0,WAIT - Partial trend,0.047,0.104,-0.057,False,True,False,False,False,,1.0,3.0,AVOID - Bearish momentum,47.42,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,44.82,45.17,False,True,True,4100.0,7625.0,0.538,4120.0,3100.0,2.0,3.0,"AVOID - Below VWMA, weak support",44.82,45.229,44.533,0.913,0.64,True,True,"[np.float64(45.22911037554623), np.float64(45.6884651184082), np.float64(46.70551804751288)]","[np.float64(43.12113952636719), np.float64(43.871592405915735), np.float64(44.53316680440664)]",2.0,3.0,BUY - At support but near resistance,680.59,673.14,,True,False,False,14.91,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,1.622,15.18,-13.558,False,AVOID - Significant underperformance,,,,,,
,EQRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-21,64.401,10.0,15.0,66.667,🟡 WAIT,Need more confirmation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,6.667,0.0,20.0,10.0,0.0,71.667,100.0,33.3,100.0,66.7,71.7,21.5,64.401,64.26,63.208,60.085,True,True,True,0.219,1.888,7.183,3.0,3.0,BUY - Ideal pullback entry,0.462,0.57,-0.108,False,True,False,False,False,,1.0,3.0,AVOID - Bearish momentum,53.095,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,64.401,63.818,True,True,False,400.0,800.0,0.5,200.0,680.0,2.0,3.0,HOLD - Above VWMA but watch volume,64.401,65.99,62.07,2.467,3.62,False,False,"[np.float64(63.099143981933594), np.float64(63.959999084472656), np.float64(65.98999786376953)]","[np.float64(60.26854409211769), np.float64(60.90800094604492), np.float64(62.06999969482422)]",1.0,3.0,NEUTRAL - No clear level nearby,680.59,673.14,,True,False,False,14.91,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,15.837,15.18,0.657,True,GOOD - Outperforming market,,,,,,
,ERET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-21,26.515,9.0,15.0,60.0,🟡 WAIT,Need more confirmation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,13.333,5.0,13.333,5.0,0.0,61.667,66.7,66.7,66.7,33.3,61.7,18.5,26.515,26.58,26.616,25.838,False,True,True,-0.245,-0.378,2.622,2.0,3.0,WAIT - Partial trend,-0.025,-0.029,0.004,True,False,True,False,True,2.0,2.0,3.0,STRONG BUY - Fresh crossover (2 days ago),48.617,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,26.515,26.555,False,True,False,1100.0,770.0,1.429,916.667,933.333,1.0,3.0,"AVOID - Below VWMA, weak support",26.515,27.007,26.219,1.854,1.117,True,True,"[np.float64(26.315385818481445), np.float64(27.00668997564305), np.float64(27.301151830829177)]","[np.float64(25.421274185180664), np.float64(25.945844965858925), np.float64(26.21885570967297)]",2.0,3.0,BUY - At support but near resistance,680.59,673.14,,True,False,False,14.91,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,10.216,15.18,-4.964,False,WEAK - Slight underperformance,,,,,,
,ERNZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-21,20.703,3.0,15.0,20.0,🔴 AVOID,Poor setup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,13.333,0.0,0.0,18.333,0.0,0.0,66.7,0.0,18.3,5.5,20.703,20.806,20.849,21.429,False,False,False,-0.493,-0.702,-3.39,0.0,3.0,AVOID,-0.035,-0.033,-0.002,False,False,False,False,False,,0.0,3.0,AVOID - Bearish momentum,45.319,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,20.703,20.843,False,False,False,500.0,149885.0,0.003,139200.0,352980.0,0.0,3.0,"AVOID - Below VWMA, weak support",20.703,21.52,20.215,3.948,2.356,False,False,"[np.float64(22.399523047993515), np.float64(22.69318389892578), np.float64(22.97540910882959)]","[np.float64(21.695331300386798), np.float64(21.92044251873873), np.float64(22.212565376766133)]",1.0,3.0,NEUTRAL - No clear level nearby,680.59,673.14,,True,False,False,14.91,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,-5.464,15.18,-20.645,False,AVOID - Significant underperformance,,,,,,
,ESGD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-21,94.52,12.0,15.0,80.0,🟢 STRONG BUY,Enter position,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,20.0,0.0,20.0,10.0,0.0,85.0,100.0,100.0,100.0,66.7,85.0,25.5,94.52,93.06,92.514,87.14,True,True,True,1.569,2.168,8.469,3.0,3.0,BUY - Ideal pullback entry,0.581,0.487,0.094,True,True,True,True,False,,3.0,3.0,BUY - Momentum building,59.575,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,94.52,93.158,True,True,False,341900.0,342640.0,0.998,276960.0,785075.0,2.0,3.0,HOLD - Above VWMA but watch volume,94.52,94.888,91.208,0.389,3.504,False,True,"[np.float64(92.21879141257494), np.float64(93.36012492832847), np.float64(94.40233032056216)]","[np.float64(88.79383731381942), np.float64(90.00091197972675), np.float64(91.20798666288202)]",1.0,3.0,"WAIT - Near resistance, likely pullback",680.59,673.14,,True,False,False,14.91,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,29.794,15.18,14.614,True,STRONG - Significant outperformance,,,,,,
