ticker,analysis_date,current_price,score,max_score,quality,market_context.spy_price,market_context.spy_50w_sma,market_context.spy_above_50w,market_context.market_state,market_context.warning,fundamentals.eps_growth_yoy,fundamentals.rev_growth_yoy,fundamentals.net_margin_pct,fundamentals.gross_margin_pct,fundamentals.eps_5yr_cagr,fundamentals.margin_pass,fundamentals.eps_pass,fundamentals.rev_pass,fundamentals.data_quality,fundamentals.industry,fundamentals.sector,fundamentals.margin_note,fundamentals.distortion_note,fundamentals.error_detail,relative_strength.rs_4w,relative_strength.rs_13w,relative_strength.rs_26w,relative_strength.rs_52w,relative_strength.rs_line_current,relative_strength.rs_52w_high,relative_strength.rs_at_52w_high,relative_strength.leading_rs,stage2.confirmed,stage2.sma30w,stage2.current_price,stage2.sma30w_rising,stage2.pct_above_30w_sma,stage2.pct_from_52w_high,stage2.pct_above_52w_low,stage2.prior_uptrend,stage2.high_52w,stage2.low_52w,base.pattern,base.length_weeks,base.depth_pct,base.base_high,base.base_high_date,base.base_low,base.base_low_date,base.pass_depth,base.vcp_swings,base.vcp_contracting,volume.avg_vol_up_weeks,volume.avg_vol_down_weeks,volume.accumulation_ratio,volume.accumulation_pass,volume.vol_dry_pct,volume.vol_dry_pass,tightness.tight_area_count,tightness.last_tight_date,tightness.first_30d_avg_range_pct,tightness.last_30d_avg_range_pct,tightness.volatility_contraction_pct,tightness.volatility_contracting,tightness.tight_area_pass,priming.inside_bars,priming.upside_reversals,priming.tight_setup_days,priming.best_signal,support.primary_support,entry.pivot_price,entry.already_broken_out,entry.entry1.trigger,entry.entry1.stop,entry.entry1.risk_pct,entry.entry1.signal_type,entry.entry1.signal_date,entry.entry1.status,entry.entry1.sizing_per_500_risk.shares,entry.entry1.sizing_per_500_risk.position_value,entry.entry2.trigger,entry.entry2.stop,entry.entry2.risk_pct,entry.entry2.vol_required,entry.entry2.status,entry.entry2.breakout_date,entry.entry2.breakout_vol_ratio,entry.entry2.sizing_per_500_risk.shares,entry.entry2.sizing_per_500_risk.position_value,entry.stop_levels.ema10,entry.stop_levels.ema21,entry.stop_levels.sma50,entry.stop_levels.primary_support,entry.stop_levels.ema10_dist_pct,entry.stop_levels.ema21_dist_pct,entry.stop_levels.sma50_dist_pct,entry.stop_levels.support_dist_pct,entry.stop_levels.ema10_state,entry.stop_levels.ema21_state,entry.stop_levels.sma50_state,entry.stop_levels.recommendation_if_in_entry1,entry.stop_levels.recommendation_if_in_entry2,entry.stop_levels.recommendation_reason,entry.stop_levels.hard_stop_from_e1,entry.stop_levels.hard_stop_from_e2,climax.climax_warning,climax.gain_5w_pct,climax.vol_surge_ratio,climax.close_position_pct,error
JHX,2026-04-06,19.02,7,11.0,DEVELOPING,658.9,646.8,True,UPTREND,,-36.8,30.1,2.7,,-64.1,False,False,True,OK,Building Materials,Basic Materials,,,,3.5,11.5,28.2,56.7,0.4059,0.4118,True,True,True,233.14,267.47,True,14.7,796.6,1525.0,True,29.83,16.46,Flat Base,8.0,-11.0,271.0,2026-02-16,241.09,2026-03-02,True,"[2.2, 4.9, 2.8]",False,6320325.0,4078949.0,1.55,True,-10.4,False,0.0,,3.18,3.73,17.3,False,False,"[{'date': '2026-04-06', 'vol_ratio': 0.65}]",[],[],INSIDE_BAR,19.01,271.0,False,19.14,19.01,0.7,INSIDE_BAR,2026-04-06,WATCHING,4000.0,76540.0,272.35,262.87,3.5,≥1.5x 50-day average,WATCHING,,,52.7,14353.0,18.98,19.79,22.23,19.01,0.2,-3.9,-14.4,0.1,ABOVE,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,17.7,251.92,False,,,,
JMIA,2026-04-06,6.84,7,11.0,DEVELOPING,658.9,646.8,True,UPTREND,,-47.8,34.4,-32.6,53.9,,True,False,True,OK,Internet Retail,Consumer Cyclical,Low-margin business: gross margin used instead of net margin,,,3.5,11.5,28.2,56.7,0.4059,0.4118,True,True,True,233.14,267.47,True,14.7,1717.1,16616.9,True,14.72,1.6,Flat Base,8.0,-11.0,271.0,2026-02-16,241.09,2026-03-02,True,"[2.2, 4.9, 2.8]",False,6320325.0,4078949.0,1.55,True,-10.4,False,0.0,,5.79,5.21,-10.0,False,False,[],"[{'date': '2026-03-31', 'close_position_pct': 92.1}, {'date': '2026-04-02', 'close_position_pct': 73.7}]",[],UPSIDE_REVERSAL,6.82,271.0,False,6.98,6.82,2.3,UPSIDE_REVERSAL,2026-04-02,WATCHING,3125.0,21813.0,272.35,262.87,3.5,≥1.5x 50-day average,WATCHING,,,52.7,14353.0,6.9,7.28,8.96,6.82,-0.9,-6.0,-23.7,0.3,2_CLOSES_BELOW,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,6.46,251.92,False,,,,
JOBY,2026-04-06,8.7,3,11.0,AVOID,658.9,646.8,True,UPTREND,,-33.3,55965.5,0.0,,,False,False,True,OK,Airports & Air Services,Industrials,,,,-7.5,-41.0,-44.3,16.7,0.0132,0.0287,False,False,False,13.17,8.7,False,-34.0,-58.5,75.4,True,20.95,4.96,Unclear,28.0,-55.6,18.26,2025-09-29,8.1,2026-03-23,False,"[28.4, 31.5, 23.0]",False,125276308.0,146227412.0,0.86,False,-20.9,True,0.0,,6.35,5.78,-9.0,False,False,"[{'date': '2026-03-23', 'vol_ratio': 0.61}]","[{'date': '2026-03-31', 'close_position_pct': 80.9}, {'date': '2026-04-02', 'close_position_pct': 98.5}]",[],INSIDE_BAR,8.44,18.26,False,9.53,8.44,11.4,INSIDE_BAR,2026-03-23,WATCHING,458.7,4371.0,18.35,17.71,3.5,≥1.5x 50-day average,WATCHING,,,781.2,14335.0,8.63,9.06,10.0,8.44,0.8,-4.0,-13.0,3.1,ABOVE,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,8.82,16.97,False,,,,
JOE,2026-04-06,64.95,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,62.5,23.5,22.5,,59.4,True,True,True,OK,Real Estate - Diversified,Real Estate,,,,-7.5,-41.0,-44.3,16.7,0.0132,0.0287,False,False,False,13.17,8.7,False,-34.0,-88.1,-78.1,False,73.37,39.75,Unclear,28.0,-55.6,18.26,2025-09-29,8.1,2026-03-23,False,"[28.4, 31.5, 23.0]",False,125276308.0,146227412.0,0.86,False,-20.9,True,0.0,2026-04-06,2.64,3.63,37.5,False,False,"[{'date': '2026-04-06', 'vol_ratio': 0.35}]",[],[],INSIDE_BAR,64.86,18.26,True,65.3,64.86,0.7,INSIDE_BAR,2026-04-06,WATCHING,1136.4,74207.0,18.35,17.71,3.5,≥1.5x 50-day average,TRIGGERED,2025-04-07,,781.2,14335.0,64.24,65.52,67.62,64.86,1.1,-0.9,-3.9,0.1,ABOVE,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,60.4,16.97,False,-10.3,0.17,46.4,
JPC,2026-04-06,7.66,1,11.0,AVOID,658.9,646.8,True,UPTREND,,,,93.9,,,True,False,False,OK,Asset Management,Financial Services,,,,-7.5,-41.0,-44.3,16.7,0.0132,0.0287,False,False,False,13.17,8.7,False,-34.0,6.3,41.4,True,8.19,6.15,Unclear,28.0,-55.6,18.26,2025-09-29,8.1,2026-03-23,False,"[28.4, 31.5, 23.0]",False,125276308.0,146227412.0,0.86,False,-20.9,True,0.0,,0.55,1.31,138.2,False,False,[],[],[],,7.65,18.26,False,,,,,,NOT_AVAILABLE,,,18.35,17.71,3.5,≥1.5x 50-day average,WATCHING,,,781.2,14335.0,7.68,7.78,7.99,7.65,-0.3,-1.5,-4.1,0.1,2_CLOSES_BELOW,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,,16.97,False,,,,
JXN,2026-04-06,105.9,4,11.0,AVOID,658.9,646.8,True,UPTREND,,-170.3,1116.5,0.4,,,False,False,True,OK,Insurance - Life,Financial Services,,,,-7.5,-41.0,-44.3,16.7,0.0132,0.0287,False,False,False,13.17,8.7,False,-34.0,-92.9,-86.1,False,122.55,62.51,Unclear,28.0,-55.6,18.26,2025-09-29,8.1,2026-03-23,False,"[28.4, 31.5, 23.0]",False,125276308.0,146227412.0,0.86,False,-20.9,True,0.0,,3.01,3.63,20.6,False,False,[],"[{'date': '2026-03-31', 'close_position_pct': 83.0}, {'date': '2026-04-06', 'close_position_pct': 96.4}]",[],UPSIDE_REVERSAL,105.74,18.26,True,106.02,105.74,0.3,UPSIDE_REVERSAL,2026-04-06,WATCHING,1785.7,189320.0,18.35,17.71,3.5,≥1.5x 50-day average,TRIGGERED,2025-04-07,,781.2,14335.0,104.8,105.78,110.26,105.74,1.0,0.1,-4.0,0.2,ABOVE,ABOVE,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,98.07,16.97,False,-10.3,0.17,46.4,
KEY,2026-04-06,20.66,3,11.0,AVOID,658.9,646.8,True,UPTREND,,-253.6,144.1,26.1,,,True,False,True,OK,Banks - Regional,Financial Services,,,,-7.5,-41.0,-44.3,16.7,0.0132,0.0287,False,False,False,13.17,8.7,False,-34.0,-62.4,-28.8,False,23.12,12.22,Unclear,28.0,-55.6,18.26,2025-09-29,8.1,2026-03-23,False,"[28.4, 31.5, 23.0]",False,125276308.0,146227412.0,0.86,False,-20.9,True,0.0,,2.48,2.79,12.5,False,False,[],"[{'date': '2026-04-02', 'close_position_pct': 92.9}]",[],UPSIDE_REVERSAL,20.65,18.26,True,,,,,,NOT_AVAILABLE,,,18.35,17.71,3.5,≥1.5x 50-day average,TRIGGERED_WEAK_VOL,2025-08-22,1.5,781.2,14335.0,20.05,20.02,20.73,20.65,3.0,3.2,-0.3,0.0,ABOVE,ABOVE,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,,16.97,False,-10.3,0.17,46.4,
KEYS,2026-04-06,292.92,8,11.0,DEVELOPING,658.9,646.8,True,UPTREND,,68.0,23.3,16.9,,68.0,True,True,True,OK,Scientific & Technical Instruments,Technology,,,,3.6,43.2,81.1,70.8,0.4445,0.4492,True,True,True,217.43,292.92,True,34.7,-7.6,141.2,True,317.0,121.43,Flat Base,7.0,-11.4,307.33,2026-02-23,272.43,2026-03-02,True,"[11.4, 0.8, 4.7]",False,4929377.0,8903850.0,0.55,False,-56.9,True,0.0,,2.95,4.21,42.7,False,False,"[{'date': '2026-03-31', 'vol_ratio': 0.68}, {'date': '2026-04-06', 'vol_ratio': 0.32}]",[],[],INSIDE_BAR,292.55,307.33,False,296.0,292.55,1.2,INSIDE_BAR,2026-04-06,WATCHING,144.9,42890.0,308.87,298.11,3.5,≥1.5x 50-day average,WATCHING,,,46.5,14362.0,286.66,283.35,263.99,292.55,2.2,3.4,11.0,0.1,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,273.8,285.7,False,,,,
KGC,2026-04-06,31.36,7,11.0,DEVELOPING,658.9,646.8,True,UPTREND,,,42.9,33.9,,237.9,True,False,True,OK,Gold,Basic Materials,,,,3.6,43.2,81.1,70.8,0.4445,0.4492,True,True,True,217.43,292.92,True,34.7,649.9,2546.9,True,39.06,11.07,Flat Base,7.0,-11.4,307.33,2026-02-23,272.43,2026-03-02,True,"[11.4, 0.8, 4.7]",False,4929377.0,8903850.0,0.55,False,-56.9,True,0.0,,4.6,4.39,-4.6,False,False,"[{'date': '2026-04-06', 'vol_ratio': 0.46}]",[],[],INSIDE_BAR,31.36,307.33,False,31.81,31.36,1.4,INSIDE_BAR,2026-04-06,WATCHING,1111.1,35344.0,308.87,298.11,3.5,≥1.5x 50-day average,WATCHING,,,46.5,14362.0,30.28,30.59,32.73,31.36,3.6,2.5,-4.2,0.0,ABOVE,ABOVE,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,29.42,285.7,False,,,,
KKR,2026-04-06,91.05,7,11.0,DEVELOPING,658.9,646.8,True,UPTREND,,-1.7,77.6,9.2,,-2.2,True,False,True,OK,Asset Management,Financial Services,,,,3.6,43.2,81.1,70.8,0.4445,0.4492,True,True,True,217.43,292.92,True,34.7,91.3,254.3,True,153.15,82.67,Flat Base,7.0,-11.4,307.33,2026-02-23,272.43,2026-03-02,True,"[11.4, 0.8, 4.7]",False,4929377.0,8903850.0,0.55,False,-56.9,True,0.0,,4.23,4.59,8.5,False,False,"[{'date': '2026-04-06', 'vol_ratio': 0.42}]","[{'date': '2026-03-24', 'close_position_pct': 95.7}, {'date': '2026-03-27', 'close_position_pct': 76.0}]",[],INSIDE_BAR,91.0,307.33,False,91.74,91.0,0.8,INSIDE_BAR,2026-04-06,WATCHING,675.7,61989.0,308.87,298.11,3.5,≥1.5x 50-day average,WATCHING,,,46.5,14362.0,90.67,91.41,97.45,91.0,0.4,-0.4,-6.6,0.1,ABOVE,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,84.86,285.7,False,,,,
KLAR,2026-04-06,13.17,6,11.0,NOT_READY,658.9,646.8,True,UPTREND,,,,-8.4,,,False,False,False,OK,Software - Infrastructure,Technology,,,,3.6,43.2,81.1,70.8,0.4445,0.4492,True,True,True,217.43,292.92,True,34.7,516.9,2328.9,True,47.48,12.06,Flat Base,7.0,-11.4,307.33,2026-02-23,272.43,2026-03-02,True,"[11.4, 0.8, 4.7]",False,4929377.0,8903850.0,0.55,False,-56.9,True,0.0,,6.53,7.25,11.0,False,False,[],"[{'date': '2026-03-23', 'close_position_pct': 73.0}, {'date': '2026-03-24', 'close_position_pct': 78.3}, {'date': '2026-03-31', 'close_position_pct': 96.6}, {'date': '2026-04-02', 'close_position_pct': 72.2}]",[],UPSIDE_REVERSAL,13.07,307.33,False,13.6,13.07,3.9,UPSIDE_REVERSAL,2026-04-02,WATCHING,943.4,12830.0,308.87,298.11,3.5,≥1.5x 50-day average,WATCHING,,,46.5,14362.0,13.19,13.84,16.69,13.07,-0.2,-4.8,-21.1,0.8,1_CLOSE_BELOW,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,12.58,285.7,False,,,,
KRMN,2026-04-06,86.1,7,11.0,DEVELOPING,658.9,646.8,True,UPTREND,,84.8,41.7,3.7,,482.9,False,True,True,OK,Aerospace & Defense,Industrials,,,,3.6,43.2,81.1,70.8,0.4445,0.4492,True,True,True,217.43,292.92,True,34.7,147.4,1070.5,True,118.38,25.02,Flat Base,7.0,-11.4,307.33,2026-02-23,272.43,2026-03-02,True,"[11.4, 0.8, 4.7]",False,4929377.0,8903850.0,0.55,False,-56.9,True,0.0,,7.27,7.82,7.6,False,False,"[{'date': '2026-03-23', 'vol_ratio': 0.6}]",[],[],INSIDE_BAR,86.0,307.33,False,105.43,86.0,18.4,INSIDE_BAR,2026-03-23,WATCHING,25.7,2710.0,308.87,298.11,3.5,≥1.5x 50-day average,WATCHING,,,46.5,14362.0,87.67,91.22,94.47,86.0,-1.8,-5.6,-8.9,0.1,2_CLOSES_BELOW,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,97.52,285.7,False,,,,
KT,2026-04-06,21.25,4,11.0,AVOID,658.9,646.8,True,UPTREND,,11.6,7.1,6.1,,,False,False,False,OK,Telecom Services,Communication Services,,,,2.1,23.6,-16.4,2.9,0.1057,0.1265,False,False,False,69.74,69.66,False,-0.1,183.4,333.3,True,24.58,16.08,Cup with Handle,25.0,-31.4,83.71,2025-10-20,57.41,2026-01-19,True,"[21.6, 13.7, 14.5]",False,3498838.0,3597979.0,0.97,False,15.5,False,0.0,2026-03-25,2.0,2.37,18.5,False,False,[],"[{'date': '2026-03-23', 'close_position_pct': 86.3}, {'date': '2026-03-31', 'close_position_pct': 80.4}]",[],UPSIDE_REVERSAL,21.22,83.71,False,21.56,21.22,1.6,UPSIDE_REVERSAL,2026-03-31,WATCHING,1470.6,31706.0,84.13,81.2,3.5,≥1.5x 50-day average,WATCHING,,,170.6,14353.0,21.54,21.77,22.14,21.22,-1.3,-2.4,-4.0,0.1,2_CLOSES_BELOW,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,19.94,77.82,False,,,,
KTB,2026-04-06,69.66,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,14.9,45.6,7.2,,14.7,False,False,True,OK,Apparel Manufacturing,Consumer Cyclical,,,,2.1,23.6,-16.4,2.9,0.1057,0.1265,False,False,False,69.74,69.66,False,-0.1,-18.8,43.3,True,85.77,48.6,Cup with Handle,25.0,-31.4,83.71,2025-10-20,57.41,2026-01-19,True,"[21.6, 13.7, 14.5]",False,3498838.0,3597979.0,0.97,False,15.5,False,0.0,,3.54,4.34,22.6,False,False,[],"[{'date': '2026-04-01', 'close_position_pct': 75.1}, {'date': '2026-04-06', 'close_position_pct': 84.3}]",[],UPSIDE_REVERSAL,69.59,83.71,False,69.99,69.59,0.6,UPSIDE_REVERSAL,2026-04-06,WATCHING,1265.8,88587.0,84.13,81.2,3.5,≥1.5x 50-day average,WATCHING,,,170.6,14353.0,69.07,68.83,66.96,69.59,0.9,1.2,4.0,0.1,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,64.74,77.82,False,,,,
KVYO,2026-04-06,19.21,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,-120.0,29.6,-2.6,,,False,False,True,OK,Software - Application,Technology,,,,2.1,23.6,-16.4,2.9,0.1057,0.1265,False,False,False,69.74,69.66,False,-0.1,84.3,348.6,True,37.79,15.53,Cup with Handle,25.0,-31.4,83.71,2025-10-20,57.41,2026-01-19,True,"[21.6, 13.7, 14.5]",False,3498838.0,3597979.0,0.97,False,15.5,False,0.0,,7.1,5.93,-16.5,False,False,"[{'date': '2026-04-06', 'vol_ratio': 0.6}]","[{'date': '2026-04-06', 'close_position_pct': 83.0}]",[],INSIDE_BAR,19.09,83.71,False,19.3,19.09,1.1,INSIDE_BAR,2026-04-06,WATCHING,2381.0,45953.0,84.13,81.2,3.5,≥1.5x 50-day average,WATCHING,,,170.6,14353.0,19.07,19.13,19.7,19.09,0.7,0.4,-2.5,0.6,ABOVE,ABOVE,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,17.85,77.82,False,,,,
KYN,2026-04-06,13.91,4,11.0,AVOID,658.9,646.8,True,UPTREND,,,,-48.1,,-92.4,False,False,False,OK,Asset Management,Financial Services,,,,2.1,23.6,-16.4,2.9,0.1057,0.1265,False,False,False,69.74,69.66,False,-0.1,374.2,667.3,True,14.69,9.08,Cup with Handle,25.0,-31.4,83.71,2025-10-20,57.41,2026-01-19,True,"[21.6, 13.7, 14.5]",False,3498838.0,3597979.0,0.97,False,15.5,False,0.0,2026-03-25,1.62,1.98,22.2,False,False,"[{'date': '2026-03-25', 'vol_ratio': 0.48}]","[{'date': '2026-04-06', 'close_position_pct': 89.7}]",[],INSIDE_BAR,13.89,83.71,False,14.35,13.89,3.2,INSIDE_BAR,2026-03-25,WATCHING,1087.0,15598.0,84.13,81.2,3.5,≥1.5x 50-day average,WATCHING,,,170.6,14353.0,14.04,14.01,13.69,13.89,-0.9,-0.7,1.6,0.1,2_CLOSES_BELOW,BELOW,ABOVE,REDUCE_50_TO_100_PCT,REDUCE_50_TO_100_PCT,Trend weakening — EMA21 broken,13.27,77.82,False,,,,
LB,2026-04-06,68.35,4,11.0,AVOID,658.9,646.8,True,UPTREND,,174.3,55.6,15.1,,559.3,True,True,True,OK,Oil & Gas Equipment & Services,Energy,,,,2.1,23.6,-16.4,2.9,0.1057,0.1265,False,False,False,69.74,69.66,False,-0.1,-20.0,59.5,True,87.03,43.68,Cup with Handle,25.0,-31.4,83.71,2025-10-20,57.41,2026-01-19,True,"[21.6, 13.7, 14.5]",False,3498838.0,3597979.0,0.97,False,15.5,False,0.0,,6.07,5.54,-8.7,False,False,[],[],[],,68.0,83.71,False,,,,,,NOT_AVAILABLE,,,84.13,81.2,3.5,≥1.5x 50-day average,WATCHING,,,170.6,14353.0,69.79,70.23,66.69,68.0,-2.1,-2.7,2.5,0.5,2_CLOSES_BELOW,BELOW,ABOVE,REDUCE_50_TO_100_PCT,REDUCE_50_TO_100_PCT,Trend weakening — EMA21 broken,,77.82,False,,,,
LDI,2026-04-06,1.43,4,11.0,AVOID,658.9,646.8,True,UPTREND,,-41.2,26.1,-5.1,,,False,False,True,OK,Mortgage Finance,Financial Services,,,,-5.2,-53.2,-50.9,2.7,0.0022,0.0066,False,False,False,2.44,1.43,False,-41.4,-71.7,41.6,True,5.05,1.01,Unclear,31.0,-68.9,4.27,2025-09-08,1.33,2026-03-23,False,"[40.3, 34.7, 39.0]",False,24166425.0,24712891.0,0.98,False,-65.3,True,0.0,,6.64,6.17,-7.1,False,False,[],"[{'date': '2026-03-31', 'close_position_pct': 87.5}, {'date': '2026-04-02', 'close_position_pct': 100.0}]",[],UPSIDE_REVERSAL,1.42,4.27,False,1.46,1.42,2.7,UPSIDE_REVERSAL,2026-04-02,WATCHING,12500.0,18250.0,4.29,4.14,3.5,≥1.5x 50-day average,WATCHING,,,3333.3,14300.0,1.44,1.55,1.86,1.42,-0.7,-7.7,-23.1,0.7,1_CLOSE_BELOW,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,1.35,3.97,False,,,,
LLY,2026-04-06,927.06,3,11.0,AVOID,658.9,646.8,True,UPTREND,,51.4,42.6,,,,False,True,True,OK,,,,,,-5.2,-53.2,-50.9,2.7,0.0022,0.0066,False,False,False,2.44,1.43,False,-41.4,-99.9,-99.8,False,1132.06,620.46,Unclear,31.0,-68.9,4.27,2025-09-08,1.33,2026-03-23,False,"[40.3, 34.7, 39.0]",False,24166425.0,24712891.0,0.98,False,-65.3,True,0.0,2026-03-11,3.28,2.64,-19.5,False,False,[],[],[],,925.99,4.27,True,,,,,,NOT_AVAILABLE,,,4.29,4.14,3.5,≥1.5x 50-day average,TRIGGERED,2025-04-07,,3333.3,14300.0,924.33,940.89,993.61,925.99,0.3,-1.5,-6.7,0.1,ABOVE,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,,3.97,False,-10.1,0.06,16.7,
LMND,2026-04-06,61.94,3,11.0,AVOID,658.9,646.8,True,UPTREND,,,53.3,-22.4,,,False,False,True,OK,Insurance - Property & Casualty,Financial Services,,,,-5.2,-53.2,-50.9,2.7,0.0022,0.0066,False,False,False,2.44,1.43,False,-41.4,-98.6,-94.1,False,99.9,24.31,Unclear,31.0,-68.9,4.27,2025-09-08,1.33,2026-03-23,False,"[40.3, 34.7, 39.0]",False,24166425.0,24712891.0,0.98,False,-65.3,True,0.0,,8.02,6.2,-22.7,True,False,"[{'date': '2026-03-24', 'vol_ratio': 0.5}]","[{'date': '2026-04-02', 'close_position_pct': 89.0}]",[],INSIDE_BAR,61.5,4.27,True,66.44,61.5,7.4,INSIDE_BAR,2026-03-24,WATCHING,101.2,6724.0,4.29,4.14,3.5,≥1.5x 50-day average,TRIGGERED,2025-04-07,,3333.3,14300.0,62.04,61.77,65.26,61.5,-0.2,0.3,-5.1,0.7,2_CLOSES_BELOW,ABOVE,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,61.46,3.97,False,-10.1,0.06,16.7,
LPG,2026-04-06,34.5,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,122.0,48.7,30.4,,121.6,True,True,True,OK,Oil & Gas Midstream,Energy,,,,-5.2,-53.2,-50.9,2.7,0.0022,0.0066,False,False,False,2.44,1.43,False,-41.4,-96.3,-90.9,False,38.4,15.8,Unclear,31.0,-68.9,4.27,2025-09-08,1.33,2026-03-23,False,"[40.3, 34.7, 39.0]",False,24166425.0,24712891.0,0.98,False,-65.3,True,0.0,,3.57,3.77,5.6,False,False,"[{'date': '2026-04-01', 'vol_ratio': 0.53}, {'date': '2026-04-06', 'vol_ratio': 0.3}]","[{'date': '2026-03-23', 'close_position_pct': 79.3}]",[],INSIDE_BAR,34.3,4.27,True,34.78,34.3,1.4,INSIDE_BAR,2026-04-06,WATCHING,1035.6,36021.0,4.29,4.14,3.5,≥1.5x 50-day average,TRIGGERED,2025-04-07,,3333.3,14300.0,33.83,33.56,32.78,34.3,2.0,2.8,5.2,0.6,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,32.17,3.97,False,-10.1,0.06,16.7,
LTC,2026-04-06,38.11,4,11.0,AVOID,658.9,646.8,True,UPTREND,,441.0,60.3,45.8,,-54.4,True,True,True,OK,REIT - Healthcare Facilities,Real Estate,,,,-5.2,-53.2,-50.9,2.7,0.0022,0.0066,False,False,False,2.44,1.43,False,-41.4,-96.5,-95.2,False,40.59,29.75,Unclear,31.0,-68.9,4.27,2025-09-08,1.33,2026-03-23,False,"[40.3, 34.7, 39.0]",False,24166425.0,24712891.0,0.98,False,-65.3,True,0.0,,2.18,2.17,-0.5,False,False,"[{'date': '2026-04-01', 'vol_ratio': 0.67}]","[{'date': '2026-03-24', 'close_position_pct': 91.1}]",[],INSIDE_BAR,38.07,4.27,True,,,,,,NOT_AVAILABLE,,,4.29,4.14,3.5,≥1.5x 50-day average,TRIGGERED,2025-04-07,,3333.3,14300.0,37.72,37.83,37.84,38.07,1.0,0.7,0.7,0.1,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,,3.97,False,-10.1,0.06,16.7,
LUXE,2026-04-06,8.05,7,11.0,DEVELOPING,658.9,646.8,True,UPTREND,,200.0,220.7,23.9,,,True,True,True,OK,Luxury Goods,Consumer Cyclical,,,,3.4,3.8,-3.0,-17.4,0.0122,0.0162,False,False,False,8.64,8.05,False,-6.9,-29.3,30.3,True,11.38,6.18,Cup with Handle,9.0,-27.3,10.51,2026-02-09,7.64,2026-03-16,True,"[8.0, 15.0, 3.2]",False,489518.0,1306533.0,0.37,False,-61.7,True,0.0,,6.2,5.5,-11.3,False,False,"[{'date': '2026-03-23', 'vol_ratio': 0.44}, {'date': '2026-04-01', 'vol_ratio': 0.35}]","[{'date': '2026-03-24', 'close_position_pct': 73.8}]",[],INSIDE_BAR,8.05,10.51,False,8.29,8.05,2.9,INSIDE_BAR,2026-04-01,WATCHING,2083.3,17271.0,10.56,10.19,3.5,≥1.5x 50-day average,WATCHING,,,1351.4,14271.0,7.99,8.22,8.64,8.05,0.8,-2.1,-6.8,0.0,ABOVE,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,7.67,9.77,False,,,,
LVS,2026-04-06,54.38,7,11.0,DEVELOPING,658.9,646.8,True,UPTREND,,28.9,26.0,12.5,,29.3,True,True,True,OK,Resorts & Casinos,Consumer Cyclical,,,,3.4,3.8,-3.0,-17.4,0.0122,0.0162,False,False,False,8.64,8.05,False,-6.9,-88.5,-72.8,False,70.08,29.56,Cup with Handle,9.0,-27.3,10.51,2026-02-09,7.64,2026-03-16,True,"[8.0, 15.0, 3.2]",False,489518.0,1306533.0,0.37,False,-61.7,True,0.0,,3.05,2.86,-6.2,False,False,"[{'date': '2026-04-06', 'vol_ratio': 0.58}]","[{'date': '2026-04-02', 'close_position_pct': 95.1}]",[],INSIDE_BAR,54.36,10.51,True,54.42,54.36,0.1,INSIDE_BAR,2026-04-06,WATCHING,8474.8,461190.0,10.56,10.19,3.5,≥1.5x 50-day average,TRIGGERED,2025-04-07,,1351.4,14271.0,53.75,54.09,55.56,54.36,1.2,0.5,-2.1,0.0,ABOVE,ABOVE,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,50.34,9.77,False,-0.4,0.1,91.5,
