ticker,analysis_date,current_price,score,max_score,quality,market_context.spy_price,market_context.spy_50w_sma,market_context.spy_above_50w,market_context.market_state,market_context.warning,fundamentals.eps_growth_yoy,fundamentals.rev_growth_yoy,fundamentals.net_margin_pct,fundamentals.gross_margin_pct,fundamentals.eps_5yr_cagr,fundamentals.margin_pass,fundamentals.eps_pass,fundamentals.rev_pass,fundamentals.data_quality,fundamentals.industry,fundamentals.sector,fundamentals.margin_note,fundamentals.distortion_note,fundamentals.error_detail,relative_strength.rs_4w,relative_strength.rs_13w,relative_strength.rs_26w,relative_strength.rs_52w,relative_strength.rs_line_current,relative_strength.rs_52w_high,relative_strength.rs_at_52w_high,relative_strength.leading_rs,stage2.confirmed,stage2.sma30w,stage2.current_price,stage2.sma30w_rising,stage2.pct_above_30w_sma,stage2.pct_from_52w_high,stage2.pct_above_52w_low,stage2.prior_uptrend,stage2.high_52w,stage2.low_52w,base.pattern,base.length_weeks,base.depth_pct,base.base_high,base.base_high_date,base.base_low,base.base_low_date,base.pass_depth,base.vcp_swings,base.vcp_contracting,volume.avg_vol_up_weeks,volume.avg_vol_down_weeks,volume.accumulation_ratio,volume.accumulation_pass,volume.vol_dry_pct,volume.vol_dry_pass,tightness.tight_area_count,tightness.last_tight_date,tightness.first_30d_avg_range_pct,tightness.last_30d_avg_range_pct,tightness.volatility_contraction_pct,tightness.volatility_contracting,tightness.tight_area_pass,priming.inside_bars,priming.upside_reversals,priming.tight_setup_days,priming.best_signal,support.primary_support,entry.pivot_price,entry.already_broken_out,entry.entry1.trigger,entry.entry1.stop,entry.entry1.risk_pct,entry.entry1.signal_type,entry.entry1.signal_date,entry.entry1.status,entry.entry1.sizing_per_500_risk.shares,entry.entry1.sizing_per_500_risk.position_value,entry.entry2.trigger,entry.entry2.stop,entry.entry2.risk_pct,entry.entry2.vol_required,entry.entry2.status,entry.entry2.breakout_date,entry.entry2.breakout_vol_ratio,entry.entry2.sizing_per_500_risk.shares,entry.entry2.sizing_per_500_risk.position_value,entry.stop_levels.ema10,entry.stop_levels.ema21,entry.stop_levels.sma50,entry.stop_levels.primary_support,entry.stop_levels.ema10_dist_pct,entry.stop_levels.ema21_dist_pct,entry.stop_levels.sma50_dist_pct,entry.stop_levels.support_dist_pct,entry.stop_levels.ema10_state,entry.stop_levels.ema21_state,entry.stop_levels.sma50_state,entry.stop_levels.recommendation_if_in_entry1,entry.stop_levels.recommendation_if_in_entry2,entry.stop_levels.recommendation_reason,entry.stop_levels.hard_stop_from_e1,entry.stop_levels.hard_stop_from_e2,climax.climax_warning,climax.gain_5w_pct,climax.vol_surge_ratio,climax.close_position_pct,error
SBSW,2026-04-06,12.47,2,11.0,AVOID,658.9,646.8,True,UPTREND,,,,-4.0,,,False,False,False,OK,Other Precious Metals & Mining,Basic Materials,,,,11.9,-19.9,13.0,103.9,0.0189,0.0275,False,False,False,13.08,12.47,True,-4.7,-39.7,303.5,True,20.69,3.09,Unclear,12.0,-42.1,18.9,2026-01-19,10.94,2026-03-16,True,"[15.4, 29.0, 12.5]",False,28174600.0,36604240.0,0.77,False,-27.6,True,0.0,,5.2,4.74,-8.8,False,False,"[{'date': '2026-03-30', 'vol_ratio': 0.66}]","[{'date': '2026-03-24', 'close_position_pct': 83.8}]",[],INSIDE_BAR,12.36,18.9,False,,,,,,NOT_AVAILABLE,,,18.99,18.33,3.5,≥1.5x 50-day average,WATCHING,,,757.6,14387.0,12.14,12.62,14.77,12.36,2.7,-1.2,-15.6,0.9,ABOVE,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,,17.57,False,,,,
SCCO,2026-04-06,176.67,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,60.1,39.0,32.3,,60.4,True,True,True,OK,Copper,Basic Materials,,,,11.9,-19.9,13.0,103.9,0.0189,0.0275,False,False,False,13.08,12.47,True,-4.7,-94.4,-82.3,False,223.89,70.33,Unclear,12.0,-42.1,18.9,2026-01-19,10.94,2026-03-16,True,"[15.4, 29.0, 12.5]",False,28174600.0,36604240.0,0.77,False,-27.6,True,0.0,,4.92,4.55,-7.5,False,False,"[{'date': '2026-04-06', 'vol_ratio': 0.39}]","[{'date': '2026-03-24', 'close_position_pct': 91.5}, {'date': '2026-03-26', 'close_position_pct': 76.3}]",[],INSIDE_BAR,175.0,18.9,True,178.79,175.0,2.1,INSIDE_BAR,2026-04-06,WATCHING,131.9,23582.0,18.99,18.33,3.5,≥1.5x 50-day average,TRIGGERED,2025-04-07,,757.6,14387.0,171.2,174.47,188.45,175.0,3.2,1.3,-6.3,1.0,ABOVE,ABOVE,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,165.38,17.57,False,2.1,0.1,38.1,
SD,2026-04-06,15.5,2,11.0,AVOID,658.9,646.8,True,UPTREND,,,1.1,44.9,,23.3,True,False,False,OK,Oil & Gas E&P,Energy,,,,11.9,-19.9,13.0,103.9,0.0189,0.0275,False,False,False,13.08,12.47,True,-4.7,-31.9,46.9,True,18.32,8.49,Unclear,12.0,-42.1,18.9,2026-01-19,10.94,2026-03-16,True,"[15.4, 29.0, 12.5]",False,28174600.0,36604240.0,0.77,False,-27.6,True,0.0,,3.36,4.01,19.3,False,False,[],"[{'date': '2026-03-25', 'close_position_pct': 100.0}]",[],UPSIDE_REVERSAL,15.49,18.9,False,16.86,15.49,8.1,UPSIDE_REVERSAL,2026-03-25,WATCHING,365.0,6154.0,18.99,18.33,3.5,≥1.5x 50-day average,WATCHING,,,757.6,14387.0,16.14,16.42,16.57,15.49,-4.0,-5.6,-6.5,0.1,2_CLOSES_BELOW,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,15.6,17.57,False,,,,
SDRL,2026-04-06,47.2,3,11.0,AVOID,658.9,646.8,True,UPTREND,,-110.4,25.3,-5.6,,,False,False,True,OK,Oil & Gas Drilling,Energy,,,,11.9,-19.9,13.0,103.9,0.0189,0.0275,False,False,False,13.08,12.47,True,-4.7,-74.0,-29.7,False,48.0,17.74,Unclear,12.0,-42.1,18.9,2026-01-19,10.94,2026-03-16,True,"[15.4, 29.0, 12.5]",False,28174600.0,36604240.0,0.77,False,-27.6,True,0.0,,4.4,4.14,-5.9,False,False,[],"[{'date': '2026-03-25', 'close_position_pct': 70.5}]",[],UPSIDE_REVERSAL,45.36,18.9,True,,,,,,NOT_AVAILABLE,,,18.99,18.33,3.5,≥1.5x 50-day average,TRIGGERED,2025-04-07,,757.6,14387.0,45.35,44.56,42.68,45.36,4.1,5.9,10.6,4.1,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,,17.57,False,2.1,0.1,38.1,
SE,2026-04-06,82.29,3,11.0,AVOID,658.9,646.8,True,UPTREND,,162.5,38.3,6.9,44.7,58.5,True,True,True,OK,Internet Retail,Consumer Cyclical,Low-margin business: gross margin used instead of net margin,,,11.9,-19.9,13.0,103.9,0.0189,0.0275,False,False,False,13.08,12.47,True,-4.7,-93.7,-83.8,False,199.3,77.05,Unclear,12.0,-42.1,18.9,2026-01-19,10.94,2026-03-16,True,"[15.4, 29.0, 12.5]",False,28174600.0,36604240.0,0.77,False,-27.6,True,0.0,,3.99,4.23,6.0,False,False,[],[],[],,81.96,18.9,True,,,,,,NOT_AVAILABLE,,,18.99,18.33,3.5,≥1.5x 50-day average,TRIGGERED,2025-04-07,,757.6,14387.0,81.89,85.5,99.33,81.96,0.5,-3.8,-17.2,0.4,ABOVE,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,,17.57,False,2.1,0.1,38.1,
SEI,2026-04-06,55.16,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,-121.1,86.6,4.8,,,False,False,True,OK,Oil & Gas Equipment & Services,Energy,,,,-12.4,1.8,8.2,131.6,0.0837,0.0956,False,False,True,50.11,55.16,True,10.1,-21.4,291.5,True,70.17,14.09,Unclear,4.0,-10.8,61.81,2026-03-16,55.16,2026-04-06,True,"[None, None, None]",False,,7355699.0,,False,-62.9,True,0.0,,8.24,8.08,-1.9,False,False,"[{'date': '2026-03-25', 'vol_ratio': 0.51}, {'date': '2026-04-06', 'vol_ratio': 0.46}]",[],[],INSIDE_BAR,53.21,61.81,False,56.8,53.21,6.3,INSIDE_BAR,2026-04-06,WATCHING,139.3,7912.0,62.12,59.96,3.5,≥1.5x 50-day average,WATCHING,,,231.5,14381.0,56.93,56.74,54.29,53.21,-3.1,-2.8,1.6,3.7,2_CLOSES_BELOW,BELOW,ABOVE,REDUCE_50_TO_100_PCT,REDUCE_50_TO_100_PCT,Trend weakening — EMA21 broken,52.54,57.46,False,,,,
SES,2026-04-06,1.01,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,-54.5,123.6,0.0,,,False,False,True,OK,Auto Parts,Consumer Cyclical,,,,-12.4,1.8,8.2,131.6,0.0837,0.0956,False,False,True,50.11,55.16,True,10.1,1378.8,11636.2,True,3.73,0.47,Unclear,4.0,-10.8,61.81,2026-03-16,55.16,2026-04-06,True,"[None, None, None]",False,,7355699.0,,False,-62.9,True,0.0,,8.46,7.98,-5.7,False,False,"[{'date': '2026-03-23', 'vol_ratio': 0.56}, {'date': '2026-03-31', 'vol_ratio': 0.59}]",[],[],INSIDE_BAR,1.0,61.81,False,,,,,,NOT_AVAILABLE,,,62.12,59.96,3.5,≥1.5x 50-day average,WATCHING,,,231.5,14381.0,1.02,1.13,1.52,1.0,-1.0,-10.6,-33.6,1.0,2_CLOSES_BELOW,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,,57.46,False,,,,
SGHC,2026-04-06,10.71,6,11.0,NOT_READY,658.9,646.8,True,UPTREND,,,25.7,9.8,,869.3,True,False,True,OK,Gambling,Consumer Cyclical,,,,-12.4,1.8,8.2,131.6,0.0837,0.0956,False,False,True,50.11,55.16,True,10.1,285.4,895.5,True,14.31,5.54,Unclear,4.0,-10.8,61.81,2026-03-16,55.16,2026-04-06,True,"[None, None, None]",False,,7355699.0,,False,-62.9,True,0.0,,4.84,4.91,1.4,False,False,"[{'date': '2026-04-06', 'vol_ratio': 0.51}]","[{'date': '2026-03-24', 'close_position_pct': 98.3}, {'date': '2026-03-31', 'close_position_pct': 77.9}]",[],INSIDE_BAR,10.54,61.81,False,10.93,10.54,3.6,INSIDE_BAR,2026-04-06,WATCHING,1282.1,14013.0,62.12,59.96,3.5,≥1.5x 50-day average,WATCHING,,,231.5,14381.0,10.67,10.61,10.14,10.54,0.4,0.9,5.6,1.6,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,10.11,57.46,False,,,,
SGI,2026-04-06,74.37,7,11.0,DEVELOPING,658.9,646.8,True,UPTREND,,65.0,54.7,5.1,,62.4,False,True,True,OK,"Furnishings, Fixtures & Appliances",Consumer Cyclical,,,,-12.4,1.8,8.2,131.6,0.0837,0.0956,False,False,True,50.11,55.16,True,10.1,-43.9,4.7,False,98.36,52.68,Unclear,4.0,-10.8,61.81,2026-03-16,55.16,2026-04-06,True,"[None, None, None]",False,,7355699.0,,False,-62.9,True,0.0,,3.24,3.67,13.3,False,False,"[{'date': '2026-04-06', 'vol_ratio': 0.55}]","[{'date': '2026-03-31', 'close_position_pct': 76.2}]",[],INSIDE_BAR,74.03,61.81,True,74.59,74.03,0.8,INSIDE_BAR,2026-04-06,WATCHING,892.9,66601.0,62.12,59.96,3.5,≥1.5x 50-day average,TRIGGERED,2025-05-02,,231.5,14381.0,73.77,76.24,84.33,74.03,0.8,-2.5,-11.8,0.5,ABOVE,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,69.0,57.46,False,6.3,0.1,55.3,
SHAK,2026-04-06,92.37,6,11.0,NOT_READY,658.9,646.8,True,UPTREND,,33.3,21.9,3.2,,28.7,False,True,True,OK,Restaurants,Consumer Cyclical,,,,-12.4,1.8,8.2,131.6,0.0837,0.0956,False,False,True,50.11,55.16,True,10.1,-61.9,-24.4,False,144.65,72.93,Unclear,4.0,-10.8,61.81,2026-03-16,55.16,2026-04-06,True,"[None, None, None]",False,,7355699.0,,False,-62.9,True,0.0,,4.58,4.89,6.8,False,False,"[{'date': '2026-03-30', 'vol_ratio': 0.6}]",[],[],INSIDE_BAR,90.3,61.81,True,,,,,,NOT_AVAILABLE,,,62.12,59.96,3.5,≥1.5x 50-day average,TRIGGERED,2025-04-07,,231.5,14381.0,88.87,89.46,91.45,90.3,3.9,3.3,1.0,2.3,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,,57.46,False,6.3,0.1,55.3,
SII,2026-04-06,144.9,6,11.0,NOT_READY,658.9,646.8,True,UPTREND,,,187.0,23.6,,140.7,True,False,True,OK,Asset Management,Financial Services,,,,5.9,30.1,72.0,118.7,0.2199,0.2382,False,False,True,109.6,144.9,True,32.2,-14.6,271.3,True,169.63,39.02,Cup with Handle,7.0,-16.9,161.69,2026-02-23,134.37,2026-03-16,True,"[1.2, 9.0, 6.6]",False,616968.0,1266200.0,0.49,False,-36.7,True,0.0,,4.53,4.82,6.4,False,False,"[{'date': '2026-03-24', 'vol_ratio': 0.47}]","[{'date': '2026-03-24', 'close_position_pct': 76.5}]",[],INSIDE_BAR,144.53,161.69,False,,,,,,NOT_AVAILABLE,,,162.5,156.84,3.5,≥1.5x 50-day average,WATCHING,,,88.3,14349.0,141.65,142.86,140.36,144.53,2.3,1.4,3.2,0.3,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,,150.31,False,,,,
SMA,2026-04-06,30.36,7,11.0,DEVELOPING,658.9,646.8,True,UPTREND,,-225.0,29.4,-0.6,,,False,False,True,OK,REIT - Industrial,Real Estate,,,,5.9,30.1,72.0,118.7,0.2199,0.2382,False,False,True,109.6,144.9,True,32.2,274.9,408.3,True,38.65,28.51,Cup with Handle,7.0,-16.9,161.69,2026-02-23,134.37,2026-03-16,True,"[1.2, 9.0, 6.6]",False,616968.0,1266200.0,0.49,False,-36.7,True,0.0,,2.9,3.38,16.6,False,False,"[{'date': '2026-04-06', 'vol_ratio': 0.35}]","[{'date': '2026-03-27', 'close_position_pct': 91.4}, {'date': '2026-03-31', 'close_position_pct': 78.5}]",[],INSIDE_BAR,30.36,161.69,False,30.86,30.36,1.6,INSIDE_BAR,2026-04-06,WATCHING,1000.0,30860.0,162.5,156.84,3.5,≥1.5x 50-day average,WATCHING,,,88.3,14349.0,30.54,31.0,31.81,30.36,-0.6,-2.1,-4.6,0.0,1_CLOSE_BELOW,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,28.55,150.31,False,,,,
SNOW,2026-04-06,149.38,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,-9.1,30.1,-28.4,,,False,False,True,OK,Software - Application,Technology,,,,5.9,30.1,72.0,118.7,0.2199,0.2382,False,False,True,109.6,144.9,True,32.2,-48.4,20.6,False,280.67,120.1,Cup with Handle,7.0,-16.9,161.69,2026-02-23,134.37,2026-03-16,True,"[1.2, 9.0, 6.6]",False,616968.0,1266200.0,0.49,False,-36.7,True,0.0,,4.9,5.04,2.9,False,False,[],[],[],,148.2,161.69,False,,,,,,NOT_AVAILABLE,,,162.5,156.84,3.5,≥1.5x 50-day average,WATCHING,,,88.3,14349.0,156.62,163.15,174.29,148.2,-4.6,-8.4,-14.3,0.8,2_CLOSES_BELOW,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,,150.31,False,,,,
SON,2026-04-06,54.18,7,11.0,DEVELOPING,658.9,646.8,True,UPTREND,,-856.8,379.8,13.3,,,True,False,True,OK,Packaging & Containers,Consumer Cyclical,,,,5.9,30.1,72.0,118.7,0.2199,0.2382,False,False,True,109.6,144.9,True,32.2,150.3,284.4,True,57.9,37.69,Cup with Handle,7.0,-16.9,161.69,2026-02-23,134.37,2026-03-16,True,"[1.2, 9.0, 6.6]",False,616968.0,1266200.0,0.49,False,-36.7,True,0.0,2026-04-06,2.53,2.5,-1.2,False,False,"[{'date': '2026-04-06', 'vol_ratio': 0.38}]","[{'date': '2026-03-25', 'close_position_pct': 92.5}, {'date': '2026-03-31', 'close_position_pct': 77.8}]",[],INSIDE_BAR,54.09,161.69,False,54.63,54.09,1.0,INSIDE_BAR,2026-04-06,WATCHING,917.4,50122.0,162.5,156.84,3.5,≥1.5x 50-day average,WATCHING,,,88.3,14349.0,53.84,53.52,52.66,54.09,0.6,1.2,2.9,0.2,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,50.54,150.31,False,,,,
SPNT,2026-04-06,22.81,7,11.0,DEVELOPING,658.9,646.8,True,UPTREND,,-1615.4,54.3,15.4,,,True,False,True,OK,Insurance - Reinsurance,Financial Services,,,,5.9,30.1,72.0,118.7,0.2199,0.2382,False,False,True,109.6,144.9,True,32.2,533.0,881.7,True,22.89,14.76,Cup with Handle,7.0,-16.9,161.69,2026-02-23,134.37,2026-03-16,True,"[1.2, 9.0, 6.6]",False,616968.0,1266200.0,0.49,False,-36.7,True,0.0,,3.14,2.89,-8.0,False,False,[],"[{'date': '2026-03-31', 'close_position_pct': 95.0}]",[],UPSIDE_REVERSAL,21.3,161.69,False,21.57,21.3,1.3,UPSIDE_REVERSAL,2026-03-31,TRIGGERED,1851.9,39945.0,162.5,156.84,3.5,≥1.5x 50-day average,WATCHING,,,88.3,14349.0,21.61,21.24,20.77,21.3,5.6,7.4,9.8,7.1,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,19.95,150.31,False,,,,
SQM,2026-04-06,80.45,7,11.0,DEVELOPING,658.9,646.8,True,UPTREND,,,23.3,12.9,,52.3,True,False,True,OK,Specialty Chemicals,Basic Materials,,,,11.0,8.6,84.7,82.0,0.1221,0.1304,False,False,True,64.71,80.45,True,24.3,-6.6,174.0,True,86.13,29.36,Cup with Handle,12.0,-17.6,85.43,2026-01-19,70.39,2026-03-02,True,"[17.0, 7.7, 14.5]",False,6060440.0,6329195.0,0.96,False,-25.7,True,0.0,,3.7,4.32,16.8,False,False,[],"[{'date': '2026-03-23', 'close_position_pct': 87.6}, {'date': '2026-03-31', 'close_position_pct': 78.5}]",[],UPSIDE_REVERSAL,80.29,85.43,False,81.78,80.29,1.8,UPSIDE_REVERSAL,2026-03-31,WATCHING,335.6,27445.0,85.86,82.87,3.5,≥1.5x 50-day average,WATCHING,,,167.2,14356.0,79.95,78.13,76.14,80.29,0.6,3.0,5.7,0.2,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,75.65,79.42,False,,,,
SSB,2026-04-06,94.15,7,11.0,DEVELOPING,658.9,646.8,True,UPTREND,,31.6,55.9,31.2,,31.1,True,True,True,OK,Banks - Regional,Financial Services,,,,11.0,8.6,84.7,82.0,0.1221,0.1304,False,False,True,64.71,80.45,True,24.3,-25.8,6.1,False,108.46,75.81,Cup with Handle,12.0,-17.6,85.43,2026-01-19,70.39,2026-03-02,True,"[17.0, 7.7, 14.5]",False,6060440.0,6329195.0,0.96,False,-25.7,True,0.0,2026-04-06,2.42,2.66,9.9,False,False,"[{'date': '2026-03-26', 'vol_ratio': 0.61}]",[],[],INSIDE_BAR,93.15,85.43,True,,,,,,NOT_AVAILABLE,,,85.86,82.87,3.5,≥1.5x 50-day average,TRIGGERED,2025-04-23,,167.2,14356.0,92.47,93.09,97.84,93.15,1.8,1.1,-3.8,1.1,ABOVE,ABOVE,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,,79.42,False,8.1,0.17,12.3,
STNG,2026-04-06,76.54,8,11.0,DEVELOPING,658.9,646.8,True,UPTREND,,81.1,23.9,,,,False,True,True,OK,,,,,,11.0,8.6,84.7,82.0,0.1221,0.1304,False,False,True,64.71,80.45,True,24.3,-1.1,160.8,True,81.38,30.85,Cup with Handle,12.0,-17.6,85.43,2026-01-19,70.39,2026-03-02,True,"[17.0, 7.7, 14.5]",False,6060440.0,6329195.0,0.96,False,-25.7,True,0.0,,3.64,3.76,3.3,False,False,"[{'date': '2026-03-27', 'vol_ratio': 0.64}, {'date': '2026-04-01', 'vol_ratio': 0.7}, {'date': '2026-04-06', 'vol_ratio': 0.31}]",[],[],INSIDE_BAR,76.54,85.43,False,77.0,76.54,0.6,INSIDE_BAR,2026-04-06,WATCHING,1087.0,83699.0,85.86,82.87,3.5,≥1.5x 50-day average,WATCHING,,,167.2,14356.0,74.29,73.1,70.41,76.54,3.0,4.7,8.7,0.0,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,71.23,79.42,False,,,,
SUN,2026-04-06,64.45,7,11.0,DEVELOPING,658.9,646.8,True,UPTREND,,-88.0,63.2,2.1,,-86.6,False,False,True,OK,Oil & Gas Refining & Marketing,Energy,,,,11.0,8.6,84.7,82.0,0.1221,0.1304,False,False,True,64.71,80.45,True,24.3,18.6,79.2,True,67.82,44.89,Cup with Handle,12.0,-17.6,85.43,2026-01-19,70.39,2026-03-02,True,"[17.0, 7.7, 14.5]",False,6060440.0,6329195.0,0.96,False,-25.7,True,0.0,2026-04-06,2.57,2.52,-1.9,False,False,"[{'date': '2026-04-02', 'vol_ratio': 0.65}, {'date': '2026-04-06', 'vol_ratio': 0.39}]",[],[],INSIDE_BAR,64.11,85.43,False,64.86,64.11,1.2,INSIDE_BAR,2026-04-06,WATCHING,666.7,43242.0,85.86,82.87,3.5,≥1.5x 50-day average,WATCHING,,,167.2,14356.0,65.09,64.62,62.0,64.11,-1.0,-0.3,4.0,0.5,2_CLOSES_BELOW,BELOW,ABOVE,REDUCE_50_TO_100_PCT,REDUCE_50_TO_100_PCT,Trend weakening — EMA21 broken,60.0,79.42,False,,,,
TAL,2026-04-06,11.28,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,536.4,27.0,9.9,,535.7,True,True,True,OK,Education & Training Services,Consumer Defensive,,,,-2.3,18.9,23.6,-4.9,0.0978,0.1057,False,False,True,55.93,64.45,True,15.2,382.0,658.2,True,13.37,8.5,Unclear,3.0,-3.8,67.01,2026-03-23,64.45,2026-04-06,True,"[None, None, None]",False,,1020231.0,,False,,False,0.0,,4.17,3.38,-18.9,False,False,"[{'date': '2026-03-30', 'vol_ratio': 0.45}]","[{'date': '2026-04-02', 'close_position_pct': 71.4}]",[],INSIDE_BAR,11.17,67.01,False,,,,,,NOT_AVAILABLE,,,67.35,65.0,3.5,≥1.5x 50-day average,WATCHING,,,212.8,14332.0,11.19,11.14,11.23,11.17,0.8,1.3,0.4,1.0,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,,62.3,False,,,,
TBBB,2026-04-06,36.53,3,11.0,AVOID,658.9,646.8,True,UPTREND,,-100.0,34.4,-3.6,,,False,False,True,OK,Discount Stores,Consumer Defensive,,,,5.1,-8.6,-5.4,29.6,0.3183,0.3631,False,False,False,223.38,209.73,False,-6.1,423.1,780.8,True,40.09,23.81,Cup with Handle,24.0,-20.5,246.26,2025-10-27,195.84,2026-03-16,True,"[11.4, 10.4, 16.3]",False,7282048.0,11324736.0,0.64,False,13.2,False,0.0,,3.7,3.79,2.4,False,False,"[{'date': '2026-03-27', 'vol_ratio': 0.5}, {'date': '2026-04-01', 'vol_ratio': 0.74}]","[{'date': '2026-04-02', 'close_position_pct': 94.6}, {'date': '2026-04-06', 'close_position_pct': 82.1}]",[],INSIDE_BAR,36.5,246.26,False,,,,,,NOT_AVAILABLE,,,247.49,238.87,3.5,≥1.5x 50-day average,WATCHING,,,58.0,14354.0,35.06,34.74,35.5,36.5,4.2,5.2,2.9,0.1,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,,228.93,False,,,,
TE,2026-04-06,4.05,3,11.0,AVOID,658.9,646.8,True,UPTREND,,-66.4,12087.4,-48.7,,,False,False,True,OK,Electrical Equipment & Parts,Industrials,,,,5.1,-8.6,-5.4,29.6,0.3183,0.3631,False,False,False,223.38,209.73,False,-6.1,2044.5,22696.7,True,9.78,0.92,Cup with Handle,24.0,-20.5,246.26,2025-10-27,195.84,2026-03-16,True,"[11.4, 10.4, 16.3]",False,7282048.0,11324736.0,0.64,False,13.2,False,0.0,,12.67,9.58,-24.4,True,False,"[{'date': '2026-03-25', 'vol_ratio': 0.4}]",[],[],INSIDE_BAR,3.99,246.26,False,6.84,3.99,41.7,INSIDE_BAR,2026-03-25,WATCHING,175.4,1200.0,247.49,238.87,3.5,≥1.5x 50-day average,WATCHING,,,58.0,14354.0,5.26,6.02,7.04,3.99,-23.0,-32.7,-42.5,1.5,2_CLOSES_BELOW,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,6.33,228.93,False,,,,
TEL,2026-04-06,209.73,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,44.6,21.7,11.4,,44.4,True,True,True,OK,Electronic Components,Technology,,,,5.1,-8.6,-5.4,29.6,0.3183,0.3631,False,False,False,223.38,209.73,False,-6.1,-16.1,82.3,True,249.9,115.03,Cup with Handle,24.0,-20.5,246.26,2025-10-27,195.84,2026-03-16,True,"[11.4, 10.4, 16.3]",False,7282048.0,11324736.0,0.64,False,13.2,False,0.0,,3.08,3.79,23.1,False,False,"[{'date': '2026-04-06', 'vol_ratio': 0.29}]","[{'date': '2026-03-25', 'close_position_pct': 87.2}]",[],INSIDE_BAR,209.12,246.26,False,210.89,209.12,0.8,INSIDE_BAR,2026-04-06,WATCHING,282.5,59576.0,247.49,238.87,3.5,≥1.5x 50-day average,WATCHING,,,58.0,14354.0,206.61,207.52,216.12,209.12,1.5,1.1,-3.0,0.3,ABOVE,ABOVE,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,195.07,228.93,False,,,,
TEO,2026-04-06,11.6,4,11.0,AVOID,658.9,646.8,True,UPTREND,,-9028.1,110.6,-2.0,,25.3,False,False,True,DISTORTED,Telecom Services,Communication Services,,YoY EPS negative (-9028.1%) but 5yr CAGR is 25.3% — likely distorted by one-off items. Use 5yr CAGR as primary signal.,,5.1,-8.6,-5.4,29.6,0.3183,0.3631,False,False,False,223.38,209.73,False,-6.1,1418.7,3161.7,True,13.81,6.43,Cup with Handle,24.0,-20.5,246.26,2025-10-27,195.84,2026-03-16,True,"[11.4, 10.4, 16.3]",False,7282048.0,11324736.0,0.64,False,13.2,False,0.0,,4.89,5.55,13.5,False,False,[],"[{'date': '2026-03-24', 'close_position_pct': 72.3}, {'date': '2026-03-25', 'close_position_pct': 100.0}, {'date': '2026-03-31', 'close_position_pct': 82.4}, {'date': '2026-04-02', 'close_position_pct': 80.0}]",[],UPSIDE_REVERSAL,11.59,246.26,False,11.84,11.59,2.1,UPSIDE_REVERSAL,2026-04-02,WATCHING,2000.0,23680.0,247.49,238.87,3.5,≥1.5x 50-day average,WATCHING,,,58.0,14354.0,11.59,11.55,11.77,11.59,0.1,0.4,-1.4,0.1,ABOVE,ABOVE,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,10.95,228.93,False,,,,
