,ticker,longName,ROCE,ROCE (3yr avg),NFAT,NFAT (3yr avg),NPM,DPR,Retention Ratio,Dep,SSGR,Av NPM (over 3 years),Au NFA/T (over 3 years),Av Dep%NFA (over 3 years),Au Retention ratio (over 3 years),d/e,Interest coverage,tax %,cPAT,CFO,cCFO,cCFO/cPAT,p/a,p/e,EY,Earnings Growth 5yr cagr,Sales Growth 5yr cagr,PEG,no. shares (cr),Current Price,market cap,d/e_market,p/s,NFA + CWIP,Capex,Capex_from_cashflow_statement,FCF,FCF%,FCF_capex_from_cashflow,FCF%_capex_from_cashflow,DV,Mcap (cr),d/e decreasing trend 5 yrs,Sales cagr >15%,npm >8%,Tax payout >25%,Interest coverage >3,d/e <0.5,CFO >0,cCFO > PAT,p/e <10,peg <1,EY >7%,p/b <3,DV >3%,EY >7,sgr > Sales growth (very linear),FCF/CFO,Market Cap,Net Income,Total Revenue,Total Assets,Total Liabilities,Total Stockholders Equity,Total Debt,Cash and Cash Equivalents,Current Assets,Current Liabilities,Working Capital,Operating Cash Flow,Capital Expenditure,Dividends Paid,Depreciation & Amortization,Interest Expense,Income Tax Expense,Shares Outstanding,Net Fixed Assets,Construction in Progress,Net Debt,3-5yr Average ROA (%),3-5yr Average ROE (%),ROE,ROA,insidersPercentHeld,institutionsPercentHeld,institutionsFloatPercentHeld,institutionsCount,current,high,low,mean,median,Normalized EBIT,Normalized Net Income,Research Asset,R&D Amortization,Adjusted EBIT (R&D),Adjusted Book Equity (R&D),Adjusted D/E (R&D),Adjusted Invested Capital (R&D),Adjusted ROC (R&D),Adjusted ROE (R&D)
0.00,CLS,Celestica Inc.,19.69,15.14,14.92,14.64,3.33,-1.00,101.00,23.49,25.75,3.33,14.64,23.49,-1.00,0.45,11.88,19.58,956400000.00,473900000.00,1238000000.00,1.29,7.27,53.21,1.51,64.05,19.63,0.83,11.50,246.38,28341753176.68,0.03,2.68,661600000.00,181700000.00,170900000.00,292200000.00,68.27,303000000.00,70.79,-1.00,2834.18,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.62,28341753856.00,428000000.00,9646000000.00,5988200000.00,4092200000.00,1771000000.00,796700000.00,250800000.00,4512200000.00,3021400000.00,1490800000.00,473900000.00,170900000.00,-1.00,151900000.00,52100000.00,104200000.00,115032686.00,661600000.00,0.00,545900000.00,3.87,12.82,14.17,4.24,0.01,0.76,0.76,852.00,246.38,300.00,208.00,236.69,230.00,420000000.00,284166666.67,169860000.00,44720000.00,617580000.00,1940860000.00,0.41,2486760000.00,19.97,22.05
0.00,ROK,"Rockwell Automation, Inc.",16.44,18.35,7.40,8.35,12.95,51.59,48.41,26.85,25.50,12.95,8.35,26.85,48.41,1.15,7.70,13.81,4616400000.00,863800000.00,4322500000.00,0.94,8.43,40.31,2.42,-10.39,5.70,-3.88,11.24,349.53,39299194783.41,0.10,4.88,1377300000.00,469400000.00,224700000.00,394400000.00,41.41,639100000.00,67.10,1.45,3929.92,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.46,39299194880.00,952500000.00,8264200000.00,11232100000.00,7556900000.00,3561600000.00,4085000000.00,315100000.00,3881200000.00,3603900000.00,277300000.00,863800000.00,224700000.00,571000000.00,317400000.00,154600000.00,151800000.00,112434397.00,1199300000.00,178000000.00,3769900000.00,10.57,40.96,26.98,8.45,0.00,0.87,0.87,1707.00,349.53,410.00,229.00,349.04,360.00,1398100000.00,1090700000.00,,,,,,,,
0.00,ETN,Eaton Corporation plc,15.38,13.00,6.30,6.36,13.66,45.05,54.95,23.42,24.35,13.66,6.36,23.42,54.95,0.52,35.63,16.82,11618000000.00,4327000000.00,12647000000.00,1.09,9.87,36.76,2.60,21.04,8.22,1.75,38.93,374.25,145695525000.00,0.07,5.61,4535000000.00,1278000000.00,808000000.00,3049000000.00,80.36,3519000000.00,92.75,1.03,14569.55,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.70,145695522816.00,3794000000.00,24878000000.00,38381000000.00,19850000000.00,19036000000.00,9821000000.00,875000000.00,11801000000.00,7857000000.00,3944000000.00,4327000000.00,808000000.00,1500000000.00,921000000.00,130000000.00,768000000.00,389300000.00,4535000000.00,0.00,8946000000.00,8.02,16.46,20.22,9.88,0.00,0.87,0.87,2987.00,374.25,495.00,288.00,397.79,402.50,3909666666.67,3158000000.00,2042600000.00,565800000.00,4924200000.00,21078600000.00,0.47,30024600000.00,13.64,18.00
0.00,LBRT,Liberty Energy Inc.,16.58,23.47,2.07,2.59,9.56,8.12,91.88,-1.00,23.77,9.56,2.59,-1.00,91.88,0.29,11.75,21.64,1092685000.00,829374000.00,2509788000.00,2.30,10.42,9.79,15.81,-1.00,20.43,-1.00,16.20,12.34,1998533708.20,0.27,0.50,2459326000.00,-1.00,651034000.00,-1.00,-1.00,178340000.00,56.43,2.42,206.33,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,-1.00,2063315968.00,316010000.00,4315161000.00,3296394000.00,1317525000.00,1841408000.00,533606000.00,85214000.00,848523000.00,666523000.00,182000000.00,829374000.00,651034000.00,48310000.00,-1.00,32692000.00,87261000.00,161955730.00,2247433000.00,211893000.00,448392000.00,18.57,31.43,33.35,19.83,0.04,0.97,1.01,431.00,12.34,19.00,10.00,14.46,14.00,540856666.67,423976333.33,,,,,,,,
0.00,CNH,CNH Industrial N.V.,10.91,11.69,5.89,7.06,8.04,31.07,68.93,17.61,21.53,8.04,7.06,17.61,68.93,3.38,2.39,23.06,7273000000.00,1968000000.00,7514000000.00,1.03,2.69,16.69,9.18,-7.97,0.58,-2.10,125.08,10.85,13571397542.50,2.00,0.75,3629000000.00,628000000.00,1186000000.00,1340000000.00,107.54,782000000.00,62.76,4.47,1360.89,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.68,13608922112.00,1246000000.00,19836000000.00,42933000000.00,35165000000.00,8030000000.00,27164000000.00,0.00,32020000000.00,14800000000.00,17220000000.00,1968000000.00,1186000000.00,607000000.00,605000000.00,1611000000.00,336000000.00,1250820050.00,3402000000.00,227000000.00,0.00,4.94,30.02,30.42,5.31,0.30,0.73,1.04,835.00,10.85,21.00,10.50,14.82,15.00,3510666666.67,1850000000.00,2533200000.00,694600000.00,3297400000.00,10563200000.00,2.57,37727200000.00,6.72,11.80
0.00,NDAQ,"Nasdaq, Inc.",8.21,9.55,6.23,6.32,16.88,41.37,58.63,41.31,21.23,16.88,6.32,41.31,58.63,0.91,4.90,23.05,4488000000.00,1939000000.00,6424000000.00,1.43,3.46,33.63,2.20,-6.63,7.93,-5.07,57.38,88.45,50752189154.90,0.19,6.26,968000000.00,603000000.00,207000000.00,1336000000.00,119.61,1732000000.00,155.06,1.07,5075.22,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.69,50752188416.00,1117000000.00,7400000000.00,30395000000.00,19195000000.00,10816000000.00,9868000000.00,293000000.00,7786000000.00,7902000000.00,-116000000.00,1939000000.00,207000000.00,541000000.00,613000000.00,398000000.00,334000000.00,573795242.00,968000000.00,0.00,9575000000.00,3.35,10.45,9.62,3.38,0.11,0.86,0.96,1454.00,88.45,115.00,74.00,101.50,105.00,1705000000.00,1100333333.33,,,,,,,,
0.00,SYK,Stryker Corporation,13.20,11.88,6.78,6.59,13.82,40.43,59.57,33.05,21.21,13.82,6.59,33.05,59.57,0.73,inf,14.29,10510000000.00,4242000000.00,13840000000.00,1.32,7.50,48.77,2.12,14.11,9.72,3.46,38.23,369.67,141327538851.66,0.10,5.93,3448000000.00,1283000000.00,755000000.00,2959000000.00,98.86,3487000000.00,116.51,0.86,14132.75,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.70,141327548416.00,2993000000.00,22595000000.00,42971000000.00,22337000000.00,18593000000.00,13597000000.00,1593000000.00,14847000000.00,7616000000.00,7231000000.00,4242000000.00,755000000.00,1219000000.00,1050000000.00,0.00,499000000.00,382307298.00,3448000000.00,0.00,12004000000.00,7.42,16.48,17.98,8.24,0.05,0.82,0.87,2954.00,369.67,465.00,316.00,430.56,435.00,3900333333.33,2838666666.67,3942800000.00,1108600000.00,5023400000.00,22535800000.00,0.60,34539800000.00,12.47,13.28
0.00,NKE,"NIKE, Inc.",14.23,19.36,6.07,6.37,9.32,49.73,50.27,10.75,19.10,9.32,6.37,10.75,50.27,0.76,inf,17.14,20035000000.00,3698000000.00,22156000000.00,1.11,8.45,31.99,3.89,-17.25,-0.29,-1.85,118.80,69.73,82840337550.20,0.13,2.21,7944000000.00,841000000.00,430000000.00,2857000000.00,88.75,3268000000.00,101.52,2.78,10236.42,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.77,102364192768.00,3219000000.00,46309000000.00,36579000000.00,23366000000.00,14430000000.00,11018000000.00,2005000000.00,23362000000.00,10566000000.00,12796000000.00,3698000000.00,430000000.00,2300000000.00,808000000.00,0.00,666000000.00,1188015740.00,7540000000.00,404000000.00,9013000000.00,14.05,37.36,40.09,15.07,0.01,0.84,0.86,2851.00,69.73,120.00,38.00,80.76,79.00,5309333333.33,4663000000.00,,,,,,,,
0.00,GNRC,Generac Holdings Inc.,12.25,11.65,5.18,6.11,6.76,0.00,100.00,23.22,18.08,6.76,6.11,23.22,100.00,0.63,5.98,22.58,1412004000.00,741301000.00,1732643000.00,1.23,6.39,27.99,3.31,-13.75,4.75,-2.04,5.87,167.40,9822354197.40,0.15,2.24,968897000.00,240954000.00,136733000.00,500347000.00,153.83,604568000.00,185.87,0.00,987.34,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.67,9873401856.00,325256000.00,4295834000.00,5109331000.00,2611888000.00,2340252000.00,1475737000.00,107139000.00,2032170000.00,1033152000.00,999018000.00,741301000.00,136733000.00,0.00,171768000.00,89713000.00,92460000.00,58675951.00,858246000.00,110651000.00,1368598000.00,5.47,12.25,8.83,3.96,0.02,0.97,0.98,995.00,167.40,250.00,172.00,206.19,207.50,483456666.67,292870666.67,495940000.00,131424000.00,587327000.00,2836192000.00,0.52,4204790000.00,10.81,11.47
0.00,TSLA,"Tesla, Inc.",10.02,16.01,2.02,2.26,12.75,0.00,100.00,11.19,17.67,12.75,2.26,11.19,100.00,0.22,22.17,20.43,40236000000.00,14923000000.00,54400000000.00,1.35,6.69,263.15,0.48,6.04,21.98,43.54,332.52,444.72,1478761102021.92,0.01,15.95,58290000000.00,12743000000.00,11342000000.00,2180000000.00,30.58,3581000000.00,50.22,0.00,147876.11,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.15,1478761119744.00,7130000000.00,97690000000.00,122070000000.00,48390000000.00,62634000000.00,13623000000.00,5362000000.00,58360000000.00,28821000000.00,29539000000.00,14923000000.00,11342000000.00,0.00,5368000000.00,350000000.00,1837000000.00,3325150886.00,51507000000.00,6783000000.00,8261000000.00,16.65,30.77,27.95,15.88,0.13,0.49,0.57,4654.00,444.72,600.00,115.00,345.50,352.00,11126333333.33,11570666666.67,10597400000.00,2835400000.00,11044600000.00,73231400000.00,0.19,81492400000.00,10.78,9.74
0.00,HWM,Howmet Aerospace Inc.,17.45,13.59,2.97,2.65,11.78,9.45,90.55,10.92,17.32,11.78,2.65,10.92,90.55,0.86,9.01,16.49,2647000000.00,1298000000.00,3381000000.00,1.28,11.08,56.55,1.46,67.70,14.33,0.84,40.31,196.23,79105478166.06,0.04,10.25,2850000000.00,447000000.00,321000000.00,851000000.00,73.68,977000000.00,84.59,0.14,7910.55,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.66,79105482752.00,1155000000.00,7430000000.00,10519000000.00,5965000000.00,4037000000.00,3471000000.00,249000000.00,3362000000.00,1549000000.00,1813000000.00,1298000000.00,321000000.00,109000000.00,277000000.00,182000000.00,228000000.00,403126322.00,2541000000.00,309000000.00,3222000000.00,5.99,16.61,20.03,7.40,0.01,0.97,0.98,1659.00,196.23,225.00,189.00,205.66,203.50,1197666666.67,796333333.33,87800000.00,23600000.00,1574400000.00,4124800000.00,0.84,7346800000.00,17.90,28.00
0.00,CMG,"Chipotle Mexican Grill, Inc.",24.70,22.72,1.86,1.79,12.14,0.00,100.00,5.66,16.03,12.14,1.79,5.66,100.00,1.48,inf,23.68,4314932000.00,2105076000.00,6493813000.00,1.50,19.07,35.31,2.92,34.12,14.45,1.03,134.09,39.19,52549283150.00,0.09,4.64,6583198000.00,1007921000.00,593603000.00,1097155000.00,71.52,1511473000.00,98.52,0.00,5374.27,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.52,53742669824.00,1534110000.00,11313853000.00,9204374000.00,5548828000.00,3062207000.00,4540618000.00,17285000.00,1780587000.00,1168768000.00,611819000.00,2105076000.00,593603000.00,0.00,335030000.00,0.00,476120000.00,1340885000.00,6390253000.00,192945000.00,4523333000.00,14.83,41.90,45.26,16.41,0.01,0.90,0.91,2063.00,39.19,65.00,45.00,57.09,58.00,1609798333.33,1220649333.33,,,,,,,,
0.00,WDAY,"Workday, Inc.",6.05,2.80,5.68,5.41,6.45,0.00,100.00,21.71,13.21,6.45,5.41,21.71,100.00,0.42,4.38,17.55,1569000000.00,2461000000.00,7918000000.00,5.05,3.20,115.18,1.01,154.58,18.01,0.75,21.70,240.73,52238410000.00,0.06,7.35,1575000000.00,378000000.00,272000000.00,2083000000.00,396.01,2189000000.00,416.16,0.00,6586.09,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.85,65860890624.00,526000000.00,8446000000.00,17977000000.00,8943000000.00,8082000000.00,3362000000.00,311000000.00,10545000000.00,5548000000.00,4997000000.00,2461000000.00,272000000.00,0.00,326000000.00,114000000.00,112000000.00,217000000.00,1575000000.00,0.00,3051000000.00,2.37,4.94,6.15,3.06,0.01,0.93,0.94,1636.00,240.73,340.00,230.00,282.13,280.00,354666666.67,513333333.33,6697000000.00,1843200000.00,1534800000.00,14779000000.00,0.23,17830000000.00,7.10,3.56
0.00,PCYO,Pure Cycle Corporation,11.65,9.17,0.42,0.33,38.14,0.00,100.00,0.00,12.63,38.14,0.33,0.00,100.00,0.06,27.89,25.71,46041000.00,2212000.00,20783000.00,0.45,8.72,19.77,4.36,-17.02,18.85,-1.16,2.41,11.07,266502556.35,0.03,9.71,70649000.00,-3072000.00,2673000.00,5284000.00,45.50,-461000.00,-3.97,0.00,26.65,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2.39,266502544.00,11613000.00,28747000.00,147354000.00,17652000.00,118234000.00,7045000.00,530000.00,37862000.00,9349000.00,28513000.00,2212000.00,2673000.00,0.00,0.00,439000.00,4019000.00,24074305.00,67488000.00,3161000.00,6515000.00,9.21,10.48,9.37,8.28,0.03,0.69,0.71,145.00,11.07,,,,,11764000.00,8643666.67,,,,,,,,
0.00,TJX,"The TJX Companies, Inc.",31.62,29.70,3.42,3.46,7.96,35.11,64.89,6.36,11.52,7.96,3.46,6.36,64.89,1.75,82.92,24.97,16119000000.00,6116000000.00,19314000000.00,1.20,16.35,32.55,3.02,15.90,5.10,2.05,111.29,144.54,160864166925.00,0.08,2.78,16987000000.00,2124000000.00,1918000000.00,3992000000.00,82.07,4198000000.00,86.31,1.02,16086.42,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.65,160864157696.00,4864000000.00,56360000000.00,31749000000.00,23356000000.00,7302000000.00,12778000000.00,617000000.00,12991000000.00,11008000000.00,1983000000.00,6116000000.00,1918000000.00,1648000000.00,1104000000.00,76000000.00,1619000000.00,1112938750.00,16987000000.00,0.00,12161000000.00,13.86,61.02,65.48,15.40,0.00,0.93,0.93,3070.00,144.54,172.00,90.00,149.44,152.00,5775000000.00,4278666666.67,,,,,,,,
0.00,DKS,"DICK'S Sporting Goods, Inc.",21.31,21.86,3.23,3.46,8.39,26.74,73.26,10.35,10.93,8.39,3.46,10.35,73.26,1.71,28.90,23.29,4774836000.00,1311835000.00,5377923000.00,1.13,12.51,16.09,7.93,-7.46,3.02,-2.16,6.61,222.22,14690006431.80,0.31,1.50,4437231000.00,941997000.00,802565000.00,369838000.00,31.74,509270000.00,43.70,2.46,2068.83,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.28,20688265216.00,1165308000.00,13442849000.00,10458694000.00,7260430000.00,2617281000.00,4487760000.00,158767000.00,5417707000.00,3080062000.00,2337645000.00,1311835000.00,802565000.00,361727000.00,400409000.00,52987000.00,353725000.00,66105690.00,4437231000.00,0.00,4328993000.00,11.50,42.90,40.71,11.43,0.03,0.84,0.87,980.00,222.22,298.00,170.00,239.48,245.00,1475720666.67,1084988333.33,,,,,,,,
0.00,LLY,Eli Lilly and Company,26.74,22.66,3.00,2.98,20.25,59.49,40.51,13.65,10.81,20.25,2.98,13.65,40.51,3.12,22.42,16.49,27656900000.00,8817900000.00,28009600000.00,1.01,16.55,47.39,1.55,26.32,16.73,1.80,89.65,763.00,683996507117.00,0.05,12.84,25347200000.00,9116100000.00,8403600000.00,-298200000.00,-2.82,414300000.00,3.91,0.68,68399.65,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.03,683996545024.00,10590000000.00,45042700000.00,78714900000.00,64443300000.00,10771900000.00,33644200000.00,111400000.00,32739700000.00,28376600000.00,4363100000.00,8817900000.00,8403600000.00,4680400000.00,1766600000.00,780600000.00,2090400000.00,896456759.00,17102400000.00,8244800000.00,33532800000.00,10.97,56.28,48.93,9.23,0.00,0.84,0.84,5013.00,763.00,1190.00,650.00,884.31,875.50,9213166666.67,7358400000.00,25528080000.00,6885100000.00,17566500000.00,36299980000.00,0.93,69832780000.00,21.01,29.17
0.00,LNG,"Cheniere Energy, Inc.",16.02,23.06,0.57,0.67,24.48,13.70,86.30,3.41,10.77,24.48,0.67,3.41,86.30,5.06,6.07,15.29,12218000000.00,5394000000.00,26804000000.00,2.19,7.55,13.95,6.30,-1.00,-0.34,-1.00,21.98,234.98,51641109077.92,0.50,2.87,41722000000.00,4365000000.00,2238000000.00,1029000000.00,31.64,3156000000.00,97.05,0.80,5239.93,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.19,52399308800.00,3252000000.00,15703000000.00,43858000000.00,33798000000.00,5060000000.00,25587000000.00,100000000.00,4801000000.00,4441000000.00,360000000.00,5394000000.00,2238000000.00,412000000.00,1220000000.00,1010000000.00,811000000.00,219768104.00,36236000000.00,5486000000.00,25487000000.00,5.07,101.21,183.68,22.73,0.01,0.92,0.93,1657.00,234.98,295.00,240.00,270.55,270.50,8844000000.00,4853666666.67,12400000.00,4600000.00,6313000000.00,5072400000.00,5.04,30559400000.00,17.50,64.11
0.00,ANF,Abercrombie & Fitch Co.,35.93,22.31,3.81,3.41,6.39,-1.00,101.00,11.28,10.74,6.39,3.41,11.28,-1.00,0.92,61.34,25.32,1160172000.00,710376000.00,1639237000.00,1.41,19.04,8.16,14.06,36.19,10.05,0.23,4.71,85.55,4026822929.90,0.24,0.79,1420060000.00,313185000.00,182903000.00,397191000.00,70.15,527473000.00,93.16,-1.00,404.28,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.56,4042827008.00,566223000.00,4948587000.00,3299887000.00,1948564000.00,1035160000.00,951613000.00,104154000.00,1673431000.00,1126944000.00,546487000.00,710376000.00,182903000.00,-1.00,153773000.00,12077000.00,194661000.00,47069818.00,1378894000.00,41166000.00,847459000.00,5.82,19.15,37.93,11.54,0.02,1.03,1.06,557.00,85.55,145.00,84.00,115.22,120.00,464219000.00,299054000.00,,,,,,,,
0.00,C,Citigroup Inc.,-1.00,0.00,2.75,2.83,15.85,43.73,56.27,16.02,9.24,15.85,2.83,16.02,56.27,1.63,0.00,24.70,58707000000.00,-19669000000.00,-20926000000.00,-0.36,0.53,15.26,6.79,-17.67,4.10,-0.86,184.09,101.50,186851136647.00,1.80,2.61,30192000000.00,5756000000.00,6500000000.00,-25425000000.00,-200.48,-26169000000.00,-206.35,2.78,19038.57,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,1.29,190385668096.00,12682000000.00,81089000000.00,2352945000000.00,2143579000000.00,205453000000.00,335805000000.00,0.00,0.00,0.00,0.00,-19669000000.00,6500000000.00,5199000000.00,4311000000.00,89618000000.00,4211000000.00,1840897898.00,30192000000.00,0.00,0.00,0.51,5.95,4.54,0.38,0.00,0.80,0.80,2688.00,101.50,129.00,82.00,106.31,107.00,0.00,12251666666.67,,,,,,,,
0.00,BWXT,"BWX Technologies, Inc.",16.20,15.77,2.29,2.29,10.31,33.31,66.69,6.67,9.08,10.31,2.29,6.67,66.69,1.13,8.34,19.05,1071852000.00,408428000.00,1402859000.00,1.31,10.26,56.90,1.67,-1.67,8.37,-33.99,9.14,184.37,16851185693.80,0.06,5.88,1862700000.00,148284000.00,153647000.00,260144000.00,92.27,254781000.00,90.37,0.52,1685.12,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.64,16851184640.00,281941000.00,2703654000.00,2869924000.00,1789520000.00,933351000.00,1055470000.00,49080000.00,929997000.00,474201000.00,455796000.00,408428000.00,153647000.00,88349000.00,85862000.00,39475000.00,66422000.00,91398740.00,1278161000.00,584539000.00,1006390000.00,10.18,34.91,28.00,10.04,0.00,0.97,0.98,816.00,184.37,250.00,145.00,190.00,186.50,369139333.33,255327000.00,23713000.00,7137000.00,388536000.00,957064000.00,1.10,1963454000.00,16.02,29.46
0.00,AGCO,AGCO Corporation,-3.72,11.75,5.71,6.90,3.84,6.74,93.26,15.73,8.96,3.84,6.90,15.73,93.26,0.60,5.82,-22.69,2533200000.00,689900000.00,3291400000.00,1.30,-3.72,81.11,-5.32,-1.00,1.54,-1.00,7.46,107.07,7989587704.89,0.35,0.80,1987500000.00,222600000.00,393300000.00,467300000.00,-110.00,296600000.00,-69.82,3.42,812.88,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0.68,8128794624.00,-424800000.00,11661900000.00,11190600000.00,7147700000.00,4656700000.00,2776000000.00,526600000.00,5138000000.00,3826000000.00,1312000000.00,689900000.00,393300000.00,273100000.00,332200000.00,159300000.00,98400000.00,74620227.00,1987500000.00,0.00,2249400000.00,10.05,25.91,27.44,10.88,0.17,0.95,1.14,627.00,107.07,145.00,97.00,123.31,123.00,760400000.00,545400000.00,1360880000.00,378360000.00,-159660000.00,6017580000.00,0.46,8266980000.00,-2.37,-7.06
0.00,PVH,PVH Corp.,9.59,8.70,4.35,4.24,5.45,2.63,97.37,13.90,8.58,5.45,4.24,13.90,97.37,0.66,8.14,15.19,2414800000.00,740900000.00,2820700000.00,1.17,5.36,9.56,14.85,-7.37,-1.86,-1.30,4.81,83.77,4030994138.14,0.84,0.48,1969800000.00,95000000.00,158700000.00,645900000.00,107.92,582200000.00,97.28,0.21,417.58,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.87,4175834368.00,598500000.00,8652900000.00,11033200000.00,5892700000.00,5118900000.00,3391100000.00,144100000.00,3487600000.00,2741800000.00,745800000.00,740900000.00,158700000.00,8600000.00,282200000.00,89800000.00,107200000.00,48119782.00,1898500000.00,71300000.00,3247000000.00,3.72,8.50,13.10,5.79,0.01,1.14,1.16,524.00,83.77,148.00,70.00,96.79,93.00,737866666.67,487500000.00,,,,,,,,
0.00,OXY,Occidental Petroleum Corporation,6.91,13.88,0.41,0.50,21.46,28.43,71.57,0.00,7.66,21.46,0.50,0.00,71.57,0.90,4.76,28.85,23378000000.00,11439000000.00,50991000000.00,2.18,4.13,27.96,6.57,16.93,0.98,1.65,98.44,47.25,46514777809.50,0.58,1.72,70315000000.00,10656000000.00,7018000000.00,783000000.00,25.62,4421000000.00,144.67,3.11,4673.14,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0.07,46731354112.00,3056000000.00,26725000000.00,85445000000.00,50965000000.00,30250000000.00,27104000000.00,597000000.00,9070000000.00,9521000000.00,-451000000.00,11439000000.00,7018000000.00,1446000000.00,0.00,1175000000.00,1174000000.00,984439742.00,70315000000.00,0.00,26507000000.00,12.21,34.17,15.57,6.41,0.27,0.50,0.69,1498.00,47.25,65.00,40.00,50.78,49.00,9255333333.33,7018666666.67,,,,,,,,
0.00,THC,Tenet Healthcare Corporation,24.66,15.07,2.87,2.73,6.87,0.00,100.00,11.41,7.31,6.87,2.73,11.41,100.00,8.19,3.53,22.56,5136000000.00,2047000000.00,7072000000.00,1.38,11.30,12.81,17.84,56.89,1.98,0.23,8.84,203.04,17938787040.00,0.73,0.87,7324000000.00,554000000.00,931000000.00,1493000000.00,46.66,1116000000.00,34.88,0.00,1801.01,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.73,18010114048.00,3200000000.00,20665000000.00,28936000000.00,20389000000.00,1608000000.00,13173000000.00,313000000.00,7682000000.00,4310000000.00,3372000000.00,2047000000.00,931000000.00,0.00,818000000.00,826000000.00,1184000000.00,88351000.00,7086000000.00,238000000.00,12860000000.00,1.85,41.16,44.44,2.20,0.01,1.00,1.01,828.00,203.04,238.00,160.00,201.43,200.00,3609000000.00,1407333333.33,,,,,,,,
