,ticker,longName,ROCE,ROCE (3yr avg),NFAT,NFAT (3yr avg),NPM,DPR,Retention Ratio,Dep,SSGR,Av NPM (over 3 years),Au NFA/T (over 3 years),Av Dep%NFA (over 3 years),Au Retention ratio (over 3 years),d/e,Interest coverage,tax %,cPAT,CFO,cCFO,cCFO/cPAT,p/a,p/e,EY,Earnings Growth 5yr cagr,Sales Growth 5yr cagr,PEG,no. shares (cr),Current Price,market cap,d/e_market,p/s,NFA + CWIP,Capex,Capex_from_cashflow_statement,FCF,FCF%,FCF_capex_from_cashflow,FCF%_capex_from_cashflow,DV,Mcap (cr),d/e decreasing trend 5 yrs,Sales cagr >15%,npm >8%,Tax payout >25%,Interest coverage >3,d/e <0.5,CFO >0,cCFO > PAT,p/e <10,peg <1,EY >7%,p/b <3,DV >3%,EY >7,sgr > Sales growth (very linear),FCF/CFO,Market Cap,Net Income,Total Revenue,Total Assets,Total Liabilities,Total Stockholders Equity,Total Debt,Cash and Cash Equivalents,Current Assets,Current Liabilities,Working Capital,Operating Cash Flow,Capital Expenditure,Dividends Paid,Depreciation & Amortization,Interest Expense,Income Tax Expense,Shares Outstanding,Net Fixed Assets,Construction in Progress,Net Debt,3-5yr Average ROA (%),3-5yr Average ROE (%),ROE,ROA,insidersPercentHeld,institutionsPercentHeld,institutionsFloatPercentHeld,institutionsCount,current,high,low,mean,median,Normalized EBIT,Normalized Net Income,Research Asset,R&D Amortization,Adjusted EBIT (R&D),Adjusted Book Equity (R&D),Adjusted D/E (R&D),Adjusted Invested Capital (R&D),Adjusted ROC (R&D),Adjusted ROE (R&D)
0.00,KKR,KKR & Co. Inc.,2.99,2.32,13.68,9.44,10.30,-20.68,120.68,0.00,117.32,10.30,9.44,0.00,120.68,2.22,0.28,16.29,11019248000.00,6649878000.00,-7299901000.00,-0.66,0.97,63.39,2.66,-24.14,10.35,-2.63,89.09,129.95,115778786813.75,0.44,5.79,1769374000.00,374639000.00,141536000.00,6275239000.00,203.99,6508342000.00,211.57,0.53,12402.86,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.94,124028567552.00,3076245000.00,21640288000.00,360099411000.00,298114719000.00,22858694000.00,50816440000.00,0.00,218748787000.00,53074454000.00,165674333000.00,6649878000.00,141536000.00,612068000.00,0.00,3305914000.00,954396000.00,890948725.00,1769374000.00,0.00,0.00,0.53,7.52,17.91,1.26,0.24,0.62,0.81,1750.00,129.95,187.00,140.00,164.92,166.00,6670888333.33,2095614000.00,,,,,,,,
0.00,VRTX,Vertex Pharmaceuticals Incorporated,1.47,17.45,4.89,5.43,23.00,0.00,100.00,11.01,113.90,23.00,5.43,11.01,100.00,0.10,-7.63,315.53,8748100000.00,-492600000.00,9818100000.00,1.12,-2.36,27.46,-0.53,-1.00,13.31,-1.00,25.64,391.64,100412834557.64,0.02,8.79,2584600000.00,1338900000.00,485400000.00,-1831500000.00,341.95,-978000000.00,182.60,0.00,10041.28,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.72,100412841984.00,-535600000.00,11020100000.00,22533200000.00,6123600000.00,17580400000.00,1749500000.00,76400000.00,9596400000.00,3564600000.00,6031800000.00,-492600000.00,485400000.00,0.00,207200000.00,30600000.00,784100000.00,256390651.00,2584600000.00,0.00,1673100000.00,11.77,15.48,21.30,15.99,0.00,0.98,0.98,2226.00,391.64,624.00,330.00,479.56,478.00,2996733333.33,2135333333.33,14024620000.00,3531120000.00,5006680000.00,31605020000.00,0.06,33278120000.00,-32.43,-1.69
0.00,REGN,"Regeneron Pharmaceuticals, Inc.",14.30,15.86,3.59,3.61,32.28,0.00,100.00,10.25,106.16,32.28,3.61,10.25,100.00,0.10,72.30,7.68,20779900000.00,4420500000.00,21110700000.00,1.02,13.34,14.21,7.53,-18.80,-4.04,-0.76,10.42,562.27,58571832331.92,0.05,4.20,6321300000.00,1312800000.00,881600000.00,3107700000.00,70.43,3538900000.00,80.20,0.00,5976.63,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.70,59766321152.00,4412600000.00,14202000000.00,37759400000.00,8405800000.00,25973100000.00,2704400000.00,349200000.00,18660900000.00,3944300000.00,14716600000.00,4420500000.00,881600000.00,0.00,482900000.00,55200000.00,367300000.00,104170296.00,4599700000.00,1721600000.00,2355200000.00,18.19,24.04,15.95,12.46,0.02,0.90,0.92,1758.00,562.27,890.00,543.00,722.20,750.00,4675200000.00,4234866666.67,12404880000.00,3322760000.00,6745340000.00,38377980000.00,0.07,40733180000.00,15.29,11.50
0.00,AXP,American Express Company,-1.00,0.00,10.92,10.72,14.47,20.61,79.39,29.77,93.39,14.47,10.72,29.77,79.39,1.82,0.00,21.45,34077000000.00,14050000000.00,68333000000.00,2.01,3.88,23.98,4.38,11.83,15.19,2.03,69.59,332.16,231144240520.32,0.22,3.75,6175000000.00,1943000000.00,1911000000.00,12107000000.00,119.53,12139000000.00,119.84,0.86,23776.90,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.86,237769031680.00,10129000000.00,65949000000.00,271461000000.00,241197000000.00,28057000000.00,51089000000.00,0.00,0.00,0.00,0.00,14050000000.00,1911000000.00,1999000000.00,1676000000.00,8252000000.00,2766000000.00,695882227.00,6175000000.00,0.00,0.00,3.51,31.89,31.74,3.42,0.22,0.65,0.84,3428.00,332.16,375.00,265.00,328.04,328.50,0.00,8672333333.33,,,,,,,,
0.00,FIX,"Comfort Systems USA, Inc.",31.56,24.67,20.40,20.06,6.53,8.58,91.42,28.30,91.44,6.53,20.06,28.30,91.42,0.24,147.79,21.62,1235126000.00,849057000.00,1970307000.00,1.60,15.80,41.32,1.79,54.76,31.74,0.75,3.53,825.18,29113548561.36,0.01,3.79,532519000.00,251079000.00,111071000.00,597978000.00,114.46,737986000.00,141.26,0.15,2911.35,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.70,29113548800.00,522433000.00,7027476000.00,4711088000.00,3006412000.00,1277829000.00,308600000.00,46213000.00,2790241000.00,2582770000.00,207471000.00,849057000.00,111071000.00,42766000.00,145485000.00,5050000.00,144128000.00,35281452.00,506286000.00,26233000.00,262387000.00,10.18,27.12,35.03,13.03,0.01,0.99,1.00,1009.00,825.18,875.00,746.00,800.20,795.00,438877666.67,363926000.00,,,,,,,,
0.00,AXON,"Axon Enterprise, Inc.",13.89,8.07,7.88,7.10,13.91,0.00,100.00,13.17,85.69,13.91,7.10,13.17,100.00,0.45,8.25,1.17,639729000.00,408312000.00,957430000.00,1.50,11.06,175.46,0.67,-1.00,34.11,-1.00,7.85,717.64,56337926321.60,0.01,23.56,354069000.00,110409000.00,78785000.00,297903000.00,79.01,329527000.00,87.40,0.00,5633.79,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.73,56337928192.00,377034000.00,2082526000.00,4474588000.00,2146923000.00,1615765000.00,721672000.00,130315000.00,2297481000.00,1677875000.00,619606000.00,408312000.00,78785000.00,0.00,48425000.00,7098000.00,4470000.00,78504440.00,291891000.00,62178000.00,591357000.00,6.04,12.44,12.19,5.62,0.04,0.83,0.87,1616.00,717.64,1000.00,800.00,888.93,893.00,215210333.33,233249000.00,902464600.00,234629600.00,595565400.00,2518229600.00,0.29,3109586600.00,18.93,14.97
0.00,APH,Amphenol Corporation,18.60,19.51,10.06,10.21,15.45,25.20,74.80,34.37,83.64,15.45,10.21,34.37,74.80,0.83,15.14,18.93,7845100000.00,2814700000.00,9058100000.00,1.15,14.67,48.72,1.60,14.76,11.86,3.30,122.09,123.75,151088987486.25,0.05,8.03,1711800000.00,969600000.00,665400000.00,1845100000.00,76.12,2149300000.00,88.67,0.39,15108.90,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.66,151088988160.00,2424000000.00,15222700000.00,21440200000.00,11584100000.00,8346500000.00,6886100000.00,517000000.00,9686000000.00,4083800000.00,5602200000.00,2814700000.00,665400000.00,595100000.00,572500000.00,217000000.00,570300000.00,1220921111.00,1711800000.00,0.00,6369100000.00,12.39,26.83,25.10,12.11,0.01,0.97,0.98,2200.00,123.75,145.00,85.00,118.38,120.00,2806333333.33,2084766666.67,,,,,,,,
0.00,UNH,UnitedHealth Group Incorporated,12.33,16.34,36.38,34.93,5.28,37.43,62.57,36.56,78.74,5.28,34.93,36.56,62.57,0.87,8.27,24.06,74191000000.00,24204000000.00,101821000000.00,1.37,5.26,14.95,4.61,-4.94,11.65,-3.02,90.57,345.30,312729102712.50,0.25,0.74,10553000000.00,3202000000.00,3499000000.00,21002000000.00,145.80,20705000000.00,143.73,2.41,31272.91,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.87,312729075712.00,14405000000.00,400278000000.00,298278000000.00,195687000000.00,88756000000.00,76904000000.00,8212000000.00,85779000000.00,103769000000.00,-17990000000.00,24204000000.00,3499000000.00,7533000000.00,4099000000.00,3906000000.00,4829000000.00,905673625.00,10553000000.00,0.00,68692000000.00,8.70,26.90,26.88,8.62,0.01,0.87,0.87,4144.00,345.30,626.00,198.00,342.58,341.00,28256666666.67,18968666666.67,,,,,,,,
0.00,BBAR,Banco BBVA Argentina S.A.,-1.00,0.00,5.30,9.11,11.27,9.90,90.10,20.01,72.49,11.27,9.11,20.01,90.10,0.11,0.00,17.29,1158014959000.00,2589348863000.00,5345200213000.00,4.62,2.71,8.40,21209.68,155.48,55.71,0.05,20.42,8.32,1699249285.76,205.38,0.00,666410104000.00,87730342000.00,164525453000.00,2501618521000.00,694.11,2424823410000.00,672.80,5332.34,199.16,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.97,1991563264.00,360405364000.00,3432246397000.00,14719893843000.00,12104066606000.00,3041728811000.00,348995010000.00,0.00,0.00,0.00,0.00,2589348863000.00,164525453000.00,90609727000.00,79611677000.00,1767275340000.00,76264805000.00,204236693.00,646547368000.00,19862736000.00,0.00,6.70,36.33,16.46,3.52,0.00,0.09,0.09,97.00,8.32,38.00,18.00,24.88,21.75,0.00,367000981000.00,,,,,,,,
0.00,ELV,"Elevance Health, Inc.",-1.00,8.60,39.24,38.93,3.55,23.12,76.88,37.28,68.86,3.55,38.93,37.28,76.88,0.79,0.00,24.46,24019000000.00,5808000000.00,30632000000.00,1.28,5.49,13.71,8.22,1.36,8.44,10.11,22.52,323.12,72759613588.48,0.43,0.38,4652000000.00,1686000000.00,1256000000.00,4122000000.00,68.93,4552000000.00,76.12,2.07,7275.96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,0.71,72759615488.00,5980000000.00,176810000000.00,116889000000.00,75463000000.00,39306000000.00,31232000000.00,0.00,0.00,0.00,0.00,5808000000.00,1256000000.00,1508000000.00,1393000000.00,1185000000.00,1933000000.00,225178304.00,4652000000.00,0.00,0.00,5.77,16.08,15.85,5.66,0.00,0.93,0.93,2184.00,323.12,507.00,297.00,370.44,362.50,8761666666.67,5953666666.67,,,,,,,,
0.00,CARR,Carrier Global Corporation,9.67,9.36,7.33,6.91,17.49,24.11,75.89,23.47,68.29,17.49,6.91,23.47,75.89,1.46,3.62,46.70,12151000000.00,563000000.00,7150000000.00,0.59,17.07,33.73,11.03,48.12,2.94,0.70,85.10,59.70,50806063368.90,0.25,2.26,3553000000.00,2204000000.00,519000000.00,-1641000000.00,-29.28,44000000.00,0.79,1.32,5080.61,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,-2.91,50806063104.00,5604000000.00,22486000000.00,37403000000.00,23008000000.00,8677000000.00,12710000000.00,972000000.00,9891000000.00,7892000000.00,1999000000.00,563000000.00,519000000.00,670000000.00,1232000000.00,580000000.00,1062000000.00,851022837.00,3553000000.00,0.00,11738000000.00,9.05,32.54,16.42,4.58,0.06,0.87,0.92,2039.00,59.70,90.00,65.00,77.18,76.00,2354333333.33,3495666666.67,1531200000.00,419600000.00,3120400000.00,10208200000.00,1.25,21946200000.00,7.58,54.90
0.00,ISRG,"Intuitive Surgical, Inc.",13.82,13.43,2.83,3.09,24.77,0.00,100.00,13.66,62.84,24.77,3.09,13.66,100.00,-1.00,inf,12.58,7147500000.00,2415000000.00,7809000000.00,1.09,15.04,61.35,1.45,10.94,13.51,5.61,35.85,447.23,160321447778.38,-1.00,17.53,6278200000.00,1847900000.00,1111200000.00,567100000.00,24.42,1303800000.00,56.14,0.00,16032.15,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.23,160321454080.00,2322600000.00,8352100000.00,18743200000.00,2213600000.00,13307600000.00,-1.00,253700000.00,7111000000.00,1745300000.00,5365700000.00,2415000000.00,1111200000.00,0.00,462000000.00,0.00,336300000.00,358476506.00,4646600000.00,1631600000.00,-1.00,12.20,14.06,15.62,13.59,0.01,0.89,0.89,3114.00,447.23,685.00,350.00,582.10,595.00,1897600000.00,1814300000.00,2740140000.00,738820000.00,2755380000.00,16047740000.00,-1.00,-1.00,-1.00,14.47
0.00,GOOGL,Alphabet Inc.,33.25,28.10,2.54,2.56,24.60,2.45,97.55,9.49,52.06,24.60,2.56,9.49,97.55,0.09,419.37,16.44,309918000000.00,125299000000.00,410192000000.00,1.32,24.88,26.31,7.08,12.61,10.75,2.09,581.70,243.10,1414112700000.00,0.02,8.04,-1.00,-1.00,52535000000.00,-1.00,-1.00,72764000000.00,72.68,0.52,298512.99,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,-1.00,2985129934848.00,100118000000.00,350018000000.00,450256000000.00,125172000000.00,283379000000.00,25461000000.00,15714000000.00,163711000000.00,89122000000.00,74589000000.00,125299000000.00,52535000000.00,7363000000.00,15311000000.00,268000000.00,19697000000.00,5817000000.00,184624000000.00,-1.00,9747000000.00,20.11,28.53,32.91,23.48,0.00,0.81,0.81,6405.00,243.10,300.00,185.00,239.33,237.00,92597666666.67,77961666666.67,121992400000.00,33163000000.00,136246000000.00,405371400000.00,0.06,415118400000.00,27.43,24.70
0.00,LULU,lululemon athletica inc.,43.47,41.95,4.19,4.52,14.60,0.00,100.00,14.31,51.66,14.60,4.52,14.31,100.00,0.37,inf,29.56,5194928000.00,2272713000.00,6924448000.00,1.33,25.59,12.03,8.99,24.95,19.17,0.48,11.35,177.93,20189375830.26,0.08,1.92,3403271000.00,790431000.00,689232000.00,1482282000.00,81.69,1583481000.00,87.26,0.00,2090.73,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.65,20907268096.00,1814616000.00,10588126000.00,7603292000.00,3279245000.00,4232081000.00,1575791000.00,26931000.00,3980302000.00,1839630000.00,2140672000.00,2272713000.00,689232000.00,0.00,446524000.00,0.00,761461000.00,113468082.00,3196873000.00,206398000.00,1548860000.00,21.26,37.26,42.42,24.70,0.09,0.88,0.97,1552.00,177.93,303.00,100.00,196.95,185.00,2146338333.33,1406535333.33,,,,,,,,
0.00,DHR,Danaher Corporation,6.96,7.88,5.00,5.96,21.11,19.08,80.92,52.86,49.02,21.11,5.96,52.86,80.92,0.32,17.49,16.08,22305000000.00,6688000000.00,30729000000.00,1.38,4.61,39.18,2.75,-15.29,-1.26,-2.56,71.61,198.26,141964388233.40,0.12,5.91,4990000000.00,2789000000.00,1392000000.00,3899000000.00,100.00,5296000000.00,135.83,0.54,14196.44,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,0.58,141964378112.00,3899000000.00,23875000000.00,77542000000.00,27992000000.00,53486000000.00,17146000000.00,1552000000.00,9497000000.00,6798000000.00,2699000000.00,6688000000.00,1392000000.00,768000000.00,2352000000.00,278000000.00,747000000.00,716051590.00,4990000000.00,0.00,15594000000.00,7.12,12.17,9.20,5.64,0.11,0.83,0.93,2925.00,198.26,310.00,205.00,243.55,237.50,5868000000.00,5290666666.67,4302400000.00,1222600000.00,5285400000.00,57788400000.00,0.30,73382400000.00,6.04,6.75
0.00,LECO,"Lincoln Electric Holdings, Inc.",24.11,26.24,6.71,7.11,12.40,29.87,70.13,15.01,46.76,12.40,7.11,15.01,70.13,0.96,16.18,21.55,1760160000.00,598977000.00,2014968000.00,1.14,13.80,26.74,3.58,20.88,7.42,1.28,5.52,235.83,13014573809.16,0.10,3.19,619181000.00,132103000.00,116603000.00,466874000.00,100.16,482374000.00,103.49,1.25,1306.04,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.78,13060367360.00,466108000.00,4008670000.00,3520142000.00,2192709000.00,1308852000.00,1261075000.00,242003000.00,1645281000.00,878802000.00,766479000.00,598977000.00,116603000.00,162143000.00,88238000.00,42786000.00,128041000.00,55186252.00,619181000.00,0.00,1019072000.00,16.49,48.15,46.54,16.63,0.02,0.82,0.83,751.00,235.83,290.00,189.00,256.30,277.00,663499666.67,494526666.67,,,,,,,,
0.00,MSFT,Microsoft Corporation,26.37,28.22,2.13,2.31,35.42,25.24,74.76,15.74,45.31,35.42,2.31,15.74,74.76,0.23,53.89,17.63,335067000000.00,136162000000.00,431327000000.00,1.29,19.88,37.45,2.64,12.20,12.42,3.07,743.32,517.95,3850008526003.05,0.02,13.67,229789000000.00,109390000000.00,64551000000.00,26772000000.00,26.29,71611000000.00,70.32,0.63,385000.85,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.20,3850008526848.00,101832000000.00,281724000000.00,619003000000.00,275524000000.00,268477000000.00,60588000000.00,25723000000.00,191131000000.00,141218000000.00,49913000000.00,136162000000.00,64551000000.00,24082000000.00,34153000000.00,2385000000.00,21795000000.00,7433166379.00,229789000000.00,0.00,34865000000.00,18.91,38.23,33.28,18.00,0.00,0.75,0.75,7567.00,517.95,700.00,483.00,617.31,630.00,109337666666.67,87443000000.00,82217800000.00,22741000000.00,135759000000.00,350694800000.00,0.17,385559800000.00,29.00,29.04
0.00,BOX,"Box, Inc.",12.24,10.69,12.30,7.78,12.53,24.64,75.36,28.85,44.56,12.53,7.78,28.85,75.36,11.82,13.11,-187.25,358977000.00,332257000.00,1183784000.00,3.30,19.71,25.61,5.23,-1.00,7.63,-1.00,14.49,32.27,4675465217.78,0.15,4.17,-1.00,-1.00,30206000.00,-1.00,-1.00,302051000.00,123.48,0.32,469.00,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,-1.00,4689954304.00,244621000.00,1090130000.00,1667520000.00,1470244000.00,61033000.00,721316000.00,36322000.00,1097779000.00,922076000.00,175703000.00,332257000.00,30206000.00,15000000.00,22103000.00,6075000.00,-159461000.00,144885814.00,77970000.00,-1.00,684994000.00,6.30,468.63,949.74,10.54,0.03,1.09,1.12,565.00,32.27,45.00,26.00,36.75,39.00,65647000.00,133478666.67,697393200.00,195134400.00,160953600.00,758426200.00,0.95,1443420200.00,32.03,32.25
0.00,NVT,nVent Electric plc,9.02,8.68,6.10,6.21,16.57,29.36,70.64,28.57,44.16,16.57,6.21,28.57,70.64,0.72,4.97,43.90,1571600000.00,643100000.00,1939100000.00,1.23,5.38,62.83,2.09,7.06,6.88,8.90,16.09,98.64,15875841178.80,0.14,4.80,502300000.00,196400000.00,74000000.00,446700000.00,134.63,569100000.00,171.52,0.80,1587.58,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.69,15875841024.00,331800000.00,3006100000.00,6734900000.00,3497300000.00,3142100000.00,2268100000.00,14800000.00,1389300000.00,801600000.00,587700000.00,643100000.00,74000000.00,126800000.00,146000000.00,106000000.00,188400000.00,160947295.00,455100000.00,47200000.00,2253300000.00,5.43,10.46,17.78,8.79,0.01,1.03,1.05,835.00,98.64,115.00,68.04,99.00,103.00,452466666.67,432900000.00,157060000.00,43100000.00,558200000.00,3299160000.00,0.69,5552460000.00,5.64,10.06
0.00,VITL,"Vital Farms, Inc.",24.41,13.96,8.86,8.90,4.86,0.00,100.00,11.69,31.53,4.86,8.90,11.69,100.00,0.10,62.92,20.95,82634000.00,64824000.00,125314000.00,1.52,19.40,37.75,2.90,175.16,32.46,0.22,4.47,41.15,1838828077.00,0.01,2.87,118594000.00,52936000.00,28646000.00,11888000.00,22.27,36178000.00,67.76,0.00,189.02,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.18,1890217088.00,53388000.00,606307000.00,359332000.00,90030000.00,192677000.00,18710000.00,7740000.00,246041000.00,78529000.00,167512000.00,64824000.00,28646000.00,0.00,13093000.00,1010000.00,14150000.00,44685980.00,104138000.00,14456000.00,10970000.00,7.29,10.02,23.11,16.83,0.22,0.94,1.20,339.00,41.15,60.00,48.00,53.68,52.50,34825333.33,26735000.00,,,,,,,,
0.00,ONON,On Holding AG,17.21,10.11,8.64,8.38,6.54,0.00,100.00,24.01,30.80,6.54,8.38,24.01,100.00,0.32,13.39,13.38,209400000.00,510600000.00,532600000.00,2.54,15.21,78.43,1.95,-1.00,47.35,-1.00,29.30,42.35,12410570730.25,0.03,4.96,450800000.00,247900000.00,65000000.00,262700000.00,108.42,445600000.00,183.90,0.00,1347.36,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.51,13473622016.00,242300000.00,2318300000.00,2376700000.00,984900000.00,1074500000.00,347600000.00,26400000.00,1759700000.00,660400000.00,1099300000.00,510600000.00,65000000.00,0.00,104600000.00,15800000.00,37400000.00,293047715.00,450800000.00,0.00,321200000.00,2.05,3.43,19.65,12.21,0.22,0.68,0.87,677.00,42.35,80.01,40.23,66.48,66.96,151233333.33,126533333.33,,,,,,,,
0.00,STLD,"Steel Dynamics, Inc.",15.95,28.10,2.36,3.29,13.05,11.87,88.13,7.09,30.73,13.05,3.29,7.09,88.13,0.36,37.41,21.83,11064756000.00,1844503000.00,12028970000.00,1.09,10.31,20.35,7.49,-14.22,-1.60,-1.43,14.72,139.43,20524735844.27,0.16,1.20,10885001000.00,2533201000.00,1868006000.00,-688698000.00,-44.80,-23503000.00,-1.53,1.38,2063.56,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,-0.37,20635576320.00,1537134000.00,17540390000.00,14935233000.00,5989987000.00,8866666000.00,3231007000.00,163131000.00,5431338000.00,2150583000.00,3280755000.00,1844503000.00,1868006000.00,282616000.00,478907000.00,56347000.00,432925000.00,147204589.00,8117988000.00,2767013000.00,3067876000.00,22.90,41.18,28.84,16.86,0.06,0.86,0.91,1200.00,139.43,158.00,145.00,151.08,150.00,3482420666.67,2616896666.67,,,,,,,,
0.00,NOW,"ServiceNow, Inc.",14.64,9.94,4.85,4.75,12.25,0.00,100.00,27.48,30.71,12.25,4.75,27.48,100.00,0.30,59.30,18.01,3711000000.00,4267000000.00,12579000000.00,3.39,8.20,117.68,0.75,81.36,23.05,1.45,20.75,920.28,190975585320.00,0.01,16.11,2519000000.00,977000000.00,892000000.00,3290000000.00,230.88,3375000000.00,236.84,0.00,19423.78,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.77,194237792256.00,1425000000.00,10984000000.00,20383000000.00,10774000000.00,7628000000.00,2278000000.00,668000000.00,9187000000.00,8358000000.00,829000000.00,4267000000.00,892000000.00,0.00,564000000.00,23000000.00,313000000.00,207519000.00,2456000000.00,63000000.00,1610000000.00,6.99,17.40,27.35,11.28,0.00,0.91,0.91,3149.00,920.28,1300.00,734.00,1147.84,1167.50,1049333333.33,1160333333.33,5861800000.00,1566400000.00,2737600000.00,13489800000.00,0.17,15099800000.00,14.86,10.56
0.00,ORLY,"O'Reilly Automotive, Inc.",49.43,51.39,2.43,2.45,14.73,0.00,100.00,5.84,30.34,14.73,2.45,5.84,100.00,-4.55,14.61,21.62,9070596000.00,3049576000.00,12439220000.00,1.37,17.20,37.96,2.61,9.23,7.83,4.11,84.85,107.81,91476427070.80,0.09,5.34,8367963000.00,1243353000.00,1023387000.00,1806223000.00,75.68,2026189000.00,84.90,0.00,9147.64,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.59,91476426752.00,2386680000.00,16708479000.00,14893741000.00,16264702000.00,-1739278000.00,7920850000.00,117916000.00,5839895000.00,8283505000.00,-2443610000.00,3049576000.00,1023387000.00,0.00,461892000.00,222548000.00,658384000.00,848496680.00,7929794000.00,438169000.00,7802934000.00,17.66,-991.38,-153.47,16.59,0.01,0.89,0.90,2136.00,107.81,125.00,62.00,108.13,110.00,3143468333.33,2301970333.33,,,,,,,,
0.00,POWL,"Powell Industries, Inc.",35.74,18.54,9.94,7.31,8.39,40.08,59.92,8.21,28.53,8.39,7.31,8.21,59.92,0.00,-1.00,23.58,218741000.00,108661000.00,257171000.00,1.18,19.92,20.32,4.07,530.13,29.09,0.04,1.21,304.81,3678614115.88,0.00,3.40,107954000.00,11635000.00,12233000.00,97026000.00,64.75,96428000.00,64.35,0.34,367.86,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.89,3678614016.00,149848000.00,1012356000.00,928180000.00,445107000.00,345026000.00,1216000.00,7436000.00,776481000.00,428015000.00,348466000.00,108661000.00,12233000.00,12653000.00,6871000.00,-1.00,46240000.00,12068548.00,104637000.00,3317000.00,-6220000.00,7.42,14.49,36.19,17.83,0.22,1.07,1.36,500.00,304.81,280.00,224.78,245.93,233.00,82839000.00,72703333.33,21248800.00,5856000.00,182344000.00,366274800.00,0.00,360054800.00,38.70,40.91
